не равно	иаҟараӡам
допустимый диапазон	изымуа адиапазон
недопустимый диапазон	изымуа адиапазон
Показать список выделений	Иаарԥштәуп алкаарақәа рыхьӡынҵа
Проверка вводимых значений	Иҵабыргуп аҟынӡа
Заглавие:	Ахы:
Укажите исходный файл.	Иашәырба ахалагаратә фаил.
Исходный файл	Ахалагаратә фаил
Opens the Data Field Options dialog. The Options button is visible for column, row, or page fields only.	Будет открыто диалоговое окно Параметры полей данных. Кнопка Параметры доступна только для столбцов, строк и полей страниц.
To define the layout of a pivot table, drag and drop data field buttons onto the Page Fields, Row Fields, Column Fields, and Data Fields areas.	Для определения разметки сводной таблицы перетаскивайте кнопки полей данных в области Поля страниц, Поля строк, Поля столбцов и Поля данных.
Returns the alpha quantile of a sample.	Вычисляет альфа-квантиль выборки.
Invalid sheet name. The sheet name must not be empty or a duplicate of  an existing name and may not contain the characters [ ] * ? : / \  or the character ' (apostrophe) as first or last character.	Неверное имя листа. Имя листа не может быть пустым или совпадать с уже существующими  и не должно содержать символов [ ] * ? : / \  либо символа ' (апостроф) в начале или конце.
_Paste all	Вставить всё
_Objects	Объекты
Multipl_y	Умножить
_Transpose	Транспонировать
Options	Параметры
Default Cell Style	Базовый стиль ячейки
Checks 1 or more values and returns a result corresponding to the first value equal to the given expression.	Возвращает результат, соответствующий первому из значений, равному заданному выражению.
Value that will be compared against expression.	Значение для сравнения с выражением.
Header 2	Верхний колонтитул 2
Heading1	Заголовок1
Show only the current item.	Показать только текущий элемент.
Search items...	Поиск элементов...
CPU threading settings	Настройки потоков ЦП
Document protection	Защита документа
Cell value is	Значение ячейки
not between	не между
duplicate	дублирующиеся
Bottom Elements	Последние элементы
Bottom Percent	Процент последних
Below Average	Ниже среднего
Below or equal Average	Ниже или равно среднему
not an Error code	не Код ошибки
equal to	равно
not equal to	не равно
not duplicate	не повторяющиеся
bottom N elements	последние N элементов
bottom N percent	последние N процентов
below average	ниже среднего
below or equal average	ниже или равно среднему
Begins with	Начинается с
Contains	Содержит
Select a category of contents.	Выбор категории содержимого.
Number	Числовой
Currency	Денежный
Time	Время
Fraction	Дробный
Text	Текстовый
All Cells	Все ячейки
Formula is	Формула
New Style...	Новый стиль...
Example	Пример
less than	меньше чем
less than or equal to	меньше или равно
not duplicate	не дубликат
bottom 10 elements	последние 10 элементов
bottom 10 percent	последние 10 процентов
No Error	Не ошибка
Ends with	Оканчивается на
Not Contains	Не содержит
Yesterday	Вчера
Last 7 days	Предыдущие 7 дней
Last week	Предыдущая неделя
This month	Этот месяц
Next month	Следующий месяц
Last year	Предыдущий год
Color Scale (2 Entries)	Цветовая шкала (2 значения)
Data Bar	Гистограмма
3 Arrows	3 стрелки
3 Flags	3 флага
3 Traffic Lights 2	3 светофора 2
3 Symbols 1	3 символа 1
3 Smileys	3 смайлика
3 Triangles	3 треугольника
4 Arrows	4 стрелки
4 Circles Red to Black	4 круга от красного к черному
4 Traffic Lights	4 светофора
5 Gray Arrows	5 серых стрелок
5 Quarters	5 четвертей
Apply Style:	Применить стиль:
Min	Минимум
Percentile	Перцентиль
Percent	Процент
Automatic	Автоматически
Max	Максимум
Value	Значение
Formula	Формула
Conditions	Условия
Cell Range	Диапазон ячеек
Updating	Обновление
If the value is TRUE or not given, the search row of the array must be sorted in ascending order.	При значении TRUE или не заданном значении поиск строки в массиве должен осуществляться по возрастанию.
If the value is TRUE or not given, the search column of the array must be sorted in ascending order.	При значении TRUE или не заданном значении поиск столбца в массиве должен осуществляться по возрастанию.
%s-click to follow hyperlink:	%s-щелчок для перехода по ссылке:
Get some webcontent from an URI.	Получить содержимое по унифицированному идентификатору ресурса (URI).
Enable Content	Разрешить содержимое
PostgreSQL	PostgreSQL
Блок	Аблок
Цилиндр	Ацилиндр
Конус	Аконус
Пирамида	Апирамида
Мастер диаграмм	Адиаграммақәа разҟаза
Ступенчатые линии	Амардуантә ҵәаӷәақәа
Тип диаграммы	Адиаграмма атип
Элементы диаграммы	Адиаграммақәа релементқәа
Линии	Аҵәаӷәақәа
Обрамление	Аҿыкәырша
Область	Аҵакыра
Прозрачность	Аҵәцара
Эффекты шрифта	Ашрифт аеффеқтқәа
Масштабирование	Амасштабркра
Расположение	Апозициа
Перспектива	Аперспектива
Внешний вид	Аҿаԥшыра
Освещение	Арлашара
Ось	Агәҵәы
Ось X	Агәҵәы X
Ось Y	Агәҵәы Y
Ось Z	Агәҵәы Z
Дополнительная ось X	Иацҵоу агәҵәы X
Дополнительная ось Y	Иацҵоу агәҵәы Y
Оси	Агәҵәқәа
Сетки	Акаҭақәа
Сетка	Акаҭа
Основная сетка оси X	Агәҵәы X ихадоу акаҭа
Основная сетка оси Y	Агәҵәы Y ихадоу акаҭа
Основная сетка оси Z	Агәҵәы Z ихадоу акаҭа 
Дополнительная сетка оси X	Агәҵәы X иацҵоу акаҭа
Дополнительная сетка оси Y	Агәҵәы Y иацҵоу акаҭа
Дополнительная сетка оси Z	Агәҵәы Z иацҵоу акаҭа
Легенда	Алегенда
Заглавия	Ахқәа
Главное заглавие	Ихадоу ахы
Подпись оси X	Агәҵәы X аҵаҩра
Подпись оси Y	Агәҵәы Y аҵаҩра
Подпись оси Z	Агәҵәы Z аҵаҩра
Подпись 2-й оси X	2-тәи агәҵәы X аҵаҩра
Подпись 2-й оси Y	2-тәи агәҵәы Y аҵаҩра
Подпись	Анапаҵаҩра
Подписи данных	Адырқәа рнапаҵаҩрақәа
Точка данных	Адырқәа ркәаԥ
Точки данных	Адырқәа ркәаԥқәа
Метка легенды	Алегенда аҭыԥдырга
Ряды данных	Адырқәа реишьҭагылақәа
Линия тренда	Атренд аҵәаӷәақәа
Линии тренда	Атренд аҵәаӷәақәа
Линия тренда %FORMULA с точностью R² = %RSQUARED	Атренд аҵәаӷәа %FORMULA аиашақәшәара R² = %RSQUARED
Линия среднего арифметического	Абжьаратә ҵакы змоу аҵәаӷәа
Уравнение	Аиҟаратә
Чёрные свечи	Еиқәаҵәоу ацәашьқәа
Белые свечи	Ишкәакәоу ацәашьқәа
Область диаграммы	Адиаграмма аҵакыра
Диаграмма	Адиаграмма
Область построения диаграммы	Адиаграмма аргыларҭа аҵакыра
Основание диаграммы	Адиаграмма ашьаҭа
Рисование объектов	Аобиеқтқәа рҭыхра
Ряд данных «%SERIESNAME»	Адырқәа реишьҭагыла «%SERIESNAME»
Точка данных %POINTNUMBER	Адырқәа ркәаԥ %POINTNUMBER
Значения: %POINTVALUES	Аҵакқәа: %POINTVALUES
Точка данных %POINTNUMBER, ряд данных %SERIESNUMBER, значения: %POINTVALUES	Адырқәа ркәаԥ %POINTNUMBER, адырқәа реишьҭагыла %SERIESNUMBER, аҵакқәа: %POINTVALUES
Выделена точка данных %POINTNUMBER в ряду данных %SERIESNUMBER, значения: %POINTVALUES	Иалкаауп адырқәа ркәаԥ %POINTNUMBER, адырқәа реишьҭагыла аҟны %SERIESNUMBER, аҵакқәа: %POINTVALUES
Выделен: %OBJECTNAME	Иалкаауп: %OBJECTNAME
Дробление на сектора по %PERCENTVALUE процентов	Секторла аихшара %PERCENTVALUE процент ала
%OBJECTNAME для рядов данных «%SERIESNAME»	%OBJECTNAME адырқәа реишьҭагылақәа «%SERIESNAME» азы
%OBJECTNAME для всех рядов данных	%OBJECTNAME адырқәа реишьҭагылақәа зегь рзы
Изменить тип диаграммы	Иԥсахтәуп адиаграмма атип
Изменить трёхмерный вид	Иԥсахтәуп 3D аԥшра
Изменить данные диаграммы	Иԥсахтәуп адиаграмма адырқәа
Показать/спрятать легенду	Иаарԥштәуп/иҵәахтәуп алегенда
Масштаб текстов	Атеқстқәа рмасштаб
Автоматическая разметка	Автоматикала адыргахҵара
Редактировать текст	Атекст аредакциа азутәуп
Столбец %COLUMNNUMBER	Аиҵагыла %COLUMNNUMBER
Строка %ROWNUMBER	Ацәаҳәа %ROWNUMBER
Значения X	X аҵакы
Значения Y	Y аҵакы
Открытие	Аартра
Закрытие	Аркра
Категории	Акатегориақәа
Серия	Асериа
Серия%NUMBER	Асериа%NUMBER
Выберите диапазон для %VALUETYPE в %SERIESNAME	Иалышәх адиапазон %VALUETYPE в %SERIESNAME азы
Выберите диапазон для категорий	Иалышәх адипазон акатегориақәа рзы
Выберите диапазон для подписей данных	Иалышәх адипазон акатегориақәа рзы
Справа налево	Арӷьарахьтә армарахь
Использовать настройки «родительского» объекта	Ихархәатәуп «изхылҵыз» аобиект архиарақәа
Цвет заливки	Аҭарҭәара аԥштәы
Цвет обрамления	Аҿыкәырша аԥштәы
Из таблицы данных	Адырқәа ртаблица аҟынтәи
Экспоненциальная	Аекспоненциалтә
Степенная	Ахышьҭыхратә
Полиномиальная	Аполиномиалтә
Скользящее среднее	Иқәҵәраауаа ибжьаратәу
Усреднённая	Ирбжьаратәу
Столбчатая	Аиҵагылатә
Круговая	Агьежьтә
Разделённая круговая	Еихшоу агьежьтә
Вложенная круговая	Иагәылаҵо агьежьтә
XY (разброс)	XY (аиԥхьыртта)
Линии и точки	Аҵәаӷәақәеи акәаԥқәеи
Только точки	Акәаԥқәа рымацара
Только линии	Аҵәаӷәақәа рымацара
Трёхмерные линии	3D аҵәаӷәақәа
Столбцы и линии	Аиҵагылақәеи аҵәаӷәақәеи
Японские свечи	Иапониатәи ацәашьқәа
Обычная	Инормалтәу
В глубину	Аҵауларахь
Необходимы числа. Проверьте ввод.	Иаҭахуп ахыԥхьаӡарақәа. Игәашәҭ иҭагалақәо.
Для основного интервала необходимо положительное число. Проверьте ввод.	Ихадоу аинтервал азы иаҭахуп иҵоуроу ахыԥхьаӡара. Игәашәҭ аҭагалара.
Для логарифмического масштабирования необходимы положительные числа. Проверьте ввод.	Алогарифмтә масштабркра азы иаҭахуп иҵоуроу ахыԥхьаӡарақәа. Игәашәҭ аҭагалара.
Минимум должен быть меньше максимума. Проверьте ввод.	Аминимум еиҵазароуп амаксимум аасҭа. Игәашәҭ аҭагалара.
Трёхмерный вид	3D аԥшра
Гарнитура	Ашрифт
Таблица данных	Адырқәа ртаблица
Вставить строку	Ибжьаргылатәуп ацәаҳәа
Новая строка будет вставлена под текущей.	Ацәаҳәа ҿыц ҭаргылахоит абри аҵаҟа.
Вставить ряд	Иҭаргылатәуа аишьҭагыла
Вставка текстовой колонки	Атеқсттә еиҵаҩ аҭаргылара
Удалить строку	Ианыхтәуп ацәаҳәа
Удалить ряд	Ианыхтәуп аишьҭагыла
Переместить ряд влево	Ииагатәуп аишьҭагыла армарахь
Переместить ряд вправо	Ииагатәуп аишьҭагыла арӷьарахь
Переместить ряд вверх	Ииагатәуп аишьҭагыла аҩада
Переместить ряд вниз	Ииагатәуп аишьҭагыла алада
Диапазоны данных	Адырқәа рдиапазон
Переносить по словам	Ииагатәуп жәа-жәала
Числовой формат...	Ахыԥхьаӡаратә формат...
Открытие диалогового окна для выбора числового формата.	Ахыԥхьаӡаратә формат алхразы адиалог аԥенџьыр аартра.
Процентный формат...	Апроценттә формат...
Открытие диалогового окна для выбора процентного формата.	Апроцент аформат алхразы адиалог аԥенџьыр аартра.
ABCD	ABCD
Формат чисел для процентных значений	Апроценттә ҵакқәа рзы ахыԥхьаӡарақәа рформат
Разме_щение	Аҭыԥы_ркра
Оптимальное масштабирование	Иоптималтәу амасштабркра
Центр	Ацентр
Сверху слева	Хыхьла арымарахь
Слева	Арымарахь
Снизу слева	Ҵаҟала арымарахь
Снизу справа	Ҵаҟала арыӷьарахь
Справа	Арыӷьарахь
Сверху справа	Хыхьла арыӷьарахь
Внутри	Аҩныҵҟа
Снаружи	Адәныҟа
Возле начала координат	Акоординатқәа ралагамҭа авараҟны
Разделитель	Аиҟәшага
Пробел	Акосмос
Запятая	Аҿарҵәи
Точка с запятой	Акәаԥ аҿарҵәи ацны
Новая строка	Ацәаҳәа ҿыц
Точка	Акәаԥ
Градусов	Градуск
Направление текста	Атеқст ахырхарҭа
Вращение текста	Атеқст аргьежьра
Постоянное значение	Аконстантатә ҵакы
Проценты	Апроцентқәа
Стандартная ошибка	Истандарттәу агха
Среднеквадратическое отклонение	Ибжьаратәквадраттәу ацәхьаҵра
Предел погрешностей	Аиашақәымшәарақәа рҳәаа
Категория погрешностей	Аиашақәымшәарақәа ркатегориа
Положительные и отрицательные	Иҵоурои иҵаурами
Положительные	Иҵоурақәоу
Отрицательные	Иҵоурамқәа
Индикатор погрешностей	Аиашақәымшәарақәа риндикатор
Положит. (+)	Иҵоуроу(+)
Выберите диапазон данных	Иалышәх адырқәа рдиапазон
Отрицат. (-)	Иҵоурам (-)
Одинаковые значения	Еиԥшу аҵакқәа
Из таблицы данных	Адырқәа ртаблица аҟынтә
Показать легенду	Иаарԥштәуп алегенда
Ось _X	Агәҵәы_X
Ось _Y	Агәҵәы_Y
Ось _Z	Агәҵәы_Z
Дополнительные оси	Иацҵоу агәҵәқәа
Основные сетки	Ихадоу акаҭақәа
Дополнительные сетки	Иацҵоу акаҭақәа
_Заглавие	Ахы
Отступы и интервалы	Ахьаҵқәеи аинтервалқәеи
Показать подписи	Иаарԥштәуп аҵаҩрақәа
Обратное направление	Шьҭахьлатәи ахырхарҭа
Положение подписи:	Аҵаҩырҭа аҭыԥ:
Рядом с осью	Агәҵәы авараҿ
Рядом с осью (с другой стороны)	Агәҵәы авараҿ (егьи аган ала)
До начала	Алагамҭанӡа
После конца	Анҵәамҭа ашьҭахь
Показать легенду	Иаарԥштәуп алегенда
Положение:	Аҭыԥ:
Горизонтальная осн.	Игоризоталу ихад.
Вертикальная осн.	Ивертикалу ихад.
Категория:	Акатегориа:
Константа	Аконстанта
0,00	0,00
Положительные и отрицательные	Иҵоурои иҵоурами
Индикатор	Аиндикатор
Метки данных	Адырқәа рҭыԥдыргақәа
Линия тренда	Атренд аҵәаӷәа
Основная ось Y	Ихадоу агәҵәы Y
Ряд данных «%1»	Адырқәа реишьҭагыла «%1»
Простой	Имариоу
Реалистичный	Иреалтәу
Фигура	Афигура
Абсолютное	Абсолиуттә
Относительное	Ихьыԥшу
Тип линии	Аҵәаӷәа атип
Прямая	Аҵәӷәаиаша
Сортировать по значениям X	Исорттәуп X аҵакқәа рыла
Число строк	Ацәаҳәақәа рыԥхьаӡа
Тип _линий:	Аҵәаӷәа_атип:
Кубический сплайн	Акубтә сплаин
B-сплайн	В-сплаин
_Разрешение:	_Ахаҭабзиара:
Начать горизонтально	Иалгатәуп горизонталла
Отступить горизонтально	Ихьаҵтәуп горизонталла
Закончить горизонтально	Иалгатәуп горизонталла
Отступить вертикально	Ихьаҵтәуп вертикалла
Тип шагов	Ашьаҿақәа ртип
Расположить по вертикали	Иҭыԥқәҵатәуп вертикалла
Направление текста:	Атеқст ахырхарҭа:
_Вид	_Аԥшра
Простой	Амариа
Реалистичный	Иреалисттәу
Затенение	Аршәшьра
О_брамление объекта	А_обиект аҿыкәырша
Скру_глённые края	Ихаргьежьу аҵкарқәа
Аксонометрические оси	Аксонометрикатә гәҵәқәа
Вращение по _X	_X ала аргьежьра
Вращение по _Y	_Y ала аргьежьра
Вращение по _Z	_Z ала аргьежьра
Источник света 1	Алашара ахыҵхырҭа 1
Источник света 2	Алашара ахыҵхырҭа 2
Источник света 3	Алашара ахыҵхырҭа 3
Источник света 4	Алашара ахыҵхырҭа 4
Источник света 5	Алашара ахыҵхырҭа 5
Источник света 6	Алашара ахыҵхырҭа 6
Источник света 7	Алашара ахыҵхырҭа 7
Источник света 8	Алашара ахыҵхырҭа 8
Выберите цвет при помощи палитры цветов	Иалышәх аԥштәы аԥштәқәа рпалитра ахархәарала
Просмотр освещения	Арлашара ахәаԥрша
Начало	Астарт
Категория	Акатегориа
Ось между категориями	Агәҵәы акатегориақәа рыбжьара
Линия оси	Агәҵәы аҵәаӷәа
Место подписей	Аҵаҩрақәа рҭыԥ
_Расстояние	_Абжьазаара
Основные:	Ихадақәоу:
Дополнительные:	Иацҵақәоу:
Внутри:	Аҩныҵҟа:
Снаружи:	Адәныҟа:
Место меток	Аҭыԥдыргақәа рҭыԥ
На подписях	Аҵаҩымҭақәа рҟны
На осях	Агәҵәқәа рҟны
На осях и подписях	Агәҵәқәеи аҵаҩымҭақәеи рҟны
Метки интервалов	Аинтервалқәа рҭыԥдыргақәа
Показать основную сетку	Иаарԥштәуп ихадоу акаҭа
Показать дополнительную сетку	Иаарԥштәуп иацҵоу акаҭа
Е~щё...	Иҵегь...
Выберите тип диаграммы	Иалышәх адиаграмма атип
Выберите форму из списка.	Иалышәх аформа асиа аҟынтәи.
Относительное	Апроценттә
Прямая	Аҵәаӷәа иаша
Ступенчатая	Амардуантә
Выберите базовый тип диаграммы.	Иалышәх адиаграмма абазатә тип.
Открытие диалогового окна для выбора процентного формата.	Апроцент афомат алхразы адиалог аԥенџьыр аартра.
Пробел	Абжьажь
Скрыть элемент легенды	Иҵәахтәуп алегенда аелемент
Элемент легенды	Алегенда аелемент
Ряды данных:	Адырқәа реишьҭагылақәа:
Вверх	Аҩада
Диапа_зоны данных:	Адырқәа рдиапазон:
Диапазон для %VALUETYPE	Адиапазон %VALUETYPE азы
Легенда располагается над диаграммой.	Алегенда адиаграмма аҵаҟа.
Легенда располагается под диаграммой.	Алегенда адиаграмма аҵаҟа.
По часовой стрелке	Асааҭ ахыц ала
Ориентация	Ахырхарҭа
Начальный угол	Алагаратә кәакь
Включать значения скрытых ячеек	Иалаҵалатәуп иҵәаху абларҭақәа рҵакқәа
Параметры диаграммы	Адиаграмма апараметрқәа
Ряды данных в строках	Адырқәа реишьҭагыла ацәаҳәақәа рҟны
Ряды данных в столбцах	Адырқәа реишьҭагыла аиҵагылақәа рҟны
Подписи в первой строке	Аҵаҩрақәа актәи ацәаҳәаҟны
Подписи в первом столбце	Аҵаҩрақәа актәи аиҵагылаҿ
Диаграммы во времени	Адиаграммақәа аамҭала
Начальный табличный индекс	Алагамҭатә атаблицатә индекс
Конечный табличный индекс	Анҵәамҭатә атаблицатә индекс
В обратном направлении	Шьҭахьлатәи ахырхарҭа ала
Логарифмическая шкала	Алогарифмтә шәаганҵа
_Автоматически	_Автоматикала
_Разрешение	_Ахаҭабзиара
Основной интервал	Ихадоу аинтервал
Дополнительный интервал	Иацҵоу аинтервал
Число дополнительных интервалов	Иацҵоу аинтервалқәа рыԥхьаӡа
Ссылочное значение	Азхьарԥштә ҵакы
Выровнять ряд данных по	Еиҟаратәтәуп адырқәа реишьҭагыла ала
Отступ	Ахьаҵ
Соединительные линии	Аиԥшьыгатә ҵәаӷәақәа
Показать отсутствующие значения	Иаарԥштәуп иазымхо аҵакқәа
Оставить зазор	Иааныжьтәуп абжьыккара
Допустить ноль	Иақәшаҳаҭтәуп ноль
Продолжать линии	Иацҵалатәуп аҵәаӷәа
Скрыть элемент легенды	Иҵәахтәтәуп алегенда аелемент
Логарифмический	Алогарифмтә
Экспоненциальный	Аекспоненциалтә
Полиномиальный	Аполиномиалтә
Степень	Градуск
Скользящее среднее	Иқәҵәраауа ибжьаратәу
Период	Апериод
Тип регрессии	Арегрессиа атип
Пересечение	Аихысырҭа
Показать уравнение	Иаарԥштәуп аиҟаратә
Показать коэффициент детерминации (R²)	Иаарԥштәуп адетерминациа акоеффициент (R²)
Имя линии тренда	Атренд аҵәаӷәа ахьӡ
Имя переменной X	Аҽеиҭак X ахьӡ
Имя переменной Y	Аҽеиҭак Y ахьӡ
Плитка	Аплитка
Порядок	Аишьҭагылашьа
На странице	Адаҟьаҟны аҭыԥ
Направление текста:	Атеқст ахырхарҭа
_Заглавие	_Ахы
Введите заголовок диаграммы.	Иҭажәгал адиаграмма ахы.
С_лева	Арымарахь
С_права	Арыӷьарахь
Легенда располагается справа от диаграммы.	Алегенда адиаграмма арыӷьарахь.
С_верху	Хыхьла
Легенда располагается над диаграммой.	Алегенда адиаграмма аҩадахьы.
С_низу	Ҵаҟала
Show value as _percentage	Показать значение как процент
Show _legend key	Показать метку легенды
_Ambient light	Рассеянный свет
Chart Type:	Тип диаграммы:
Unnamed Series %NUMBER	Безымянные ряды %NUMBER
Адресная книга Mac OS X	Mac OS X Адрестә шәҟәы
Обзор	Аҭыԥхәаԥшра
Раскрыть	Иаарттәуп
Свернуть	Иеикәрҳәтәуп
Отметить	Иазгәаҭатәуп
Снять отметку	Азгәаҭага амхра
Вертикальная полоса прокрутки	Аҭаргьежьга ивертикалу ацәаҳәа
Горизонтальная полоса прокрутки	Аҭаргьежьга игоризонталу ацәаҳәа
Нажмите Ввод для дополнительных действий	Шәақәыӷәӷәа Enter даҽа ҟаҵарақәак рзы
ADO	ADO
Microsoft Access	Microsoft Access
Microsoft Access 2007	Microsoft Access 2007
Представление	Таблицала арбара
Инструкция SQL	SQL аинструкциа
Не удалось установить соединение.	Иамуӡеит аимадара ашьақәыргылара.
Таблица $name$ уже существует. Она не видна, так как находится за пределами фильтра.	Атаблица $name$ ыҟоуп. Иара убаӡом, избанзар афильтр анҭыҵ иҟоуп.
Невозможно подключиться к внешнему источнику данных. Неизвестная ошибка. Возможны неполадки с драйвером.	Иауам аҽамадара адәныҟатәи адырқәа рхыҵхырҭа. Идырым агха. Иауеит адраивер иахаразар.
Невозможно подключиться к внешнему источнику данных. Не найден драйвер SDBC для URL '$name$'.	Иауам аҽамадара адәныҟатәи адырқәа рхыҵхырҭа. Иԥшаам адраивер SDBC URL '$name$' азы.
Невозможно подключиться к внешнему источнику данных. Диспетчер драйвера SDBC не загружается.	Иауам аҽамадара адәныҟатәи адырқәа рхыҵхырҭа. Адраивер SDBC адсперчер аҭагалара амӡеит.
Форма	Аформа
Источник данных не сохранён. Пожалуйста, используйте интерфейс XStorable для сохранения источника данных.	Адырқәа рхыҵхырҭа еиқәырхаӡам. Шәхы иашәырхәа аинтерфеис XStorable адырқәа рхыҵхырҭа аиқәырхаразы.
Ни одно значение не изменено.	Аҵакқәа акагьы ԥсахӡам.
Невозможно вставить значения. ResultSet не поддерживает интерфейс XRowUpdate.	Иауам аҵакқәа рҭаргылара. ResultSet иаднакылаӡом аинтерфеис XRowUpdate.
Невозможно вставить значения. ResultSet не поддерживает интерфейс XRowSetUpdate.	Иауам аҵакқәа рҭаргылара. ResultSet иаднакылаӡом аинтерфеис XRowUpdate.
Добавление полей не поддерживается.	Аҭакырақәа рацҵара аднакылаӡом.
Удаление полей не поддерживается.	Аҭакырақәа раныхра аднакылаӡом.
Поле не поддерживает свойство «%value».	Аҭакыра иаднакылаӡом аҷыдаҟазшьа «%value».
Невозможно осуществить поиск по этому полю!	Ари аҭакыра ала аԥшаара ауам!
Значения полей не соответствуют типу Sequence<sal_Int8>.	Аҭакырақәа рҵакқәа Sequence<sal_Int8> атип иашьашәалаӡам.
Поле некорректно.	Аҭакыра иашаӡам.
Поле «%name» должно отображаться как столбец.	Аҭакыра «%name» аарԥшхозароуп аиҵагыла ҳасабла.
Интерфейс XQueriesSupplier не доступен.	Аинтерфеис XQueriesSupplier ахархәара ауам.
Вызов «absolute(0)» запрещён.	«absolute(0)» ааԥхьара азин ыҟам.
Строка не может быть обновлена, когда ResultSet расположен за последним столбцом.	Ацәаҳәа арҿыцра ауам, ResultSet аҵыхәтәантәи аиҵагыла ашьҭахь ианыҟоу.
Запись не может быть изменена в этом состоянии	Ари аҭагылазаашьаҿы анҵамҭа аԥсахра ауам.
Запись не может быть удалена в этом состоянии.	Ари аҭагылазаашьаҿы анҵамҭа аныхра ауам.
Драйвер не поддерживает переименование таблиц.	Адраивер иаднакылом атаблицақәа рыхьӡ аԥсахра.
Файл «$file$» не существует.	Афаил «$file$» ыҟаӡам.
Таблица «$table$» не существует.	Атаблица «$table$» ыҟаӡам.
Запрос «$table$» не существует.	Атаблица «$table$» ыҟаӡам.
SQL запрос привёл к ошибке:  $command$	SQL азыҳәара агхахьы икылнагеит  $command$
Имя не может быть пустым.	Ахьӡ аҭыԥ ҭацәымзароуп.
Контейнер не может содержать NULL-объекты.	Аконтеинер NULL-обектқәа аҵанакыр ауам.
Объект с таким именем уже существует.	Ари аҩыза ахьӡ змоу аобиект ыҟ
Этот объект не может быть частью данного контейнера.	Ари аобиект аконтеинер иахәҭакзар ауам.
Не найден документ «$name$».	Адокумент «$name$» ԥшаам.
Папка с именем «$folder$» не существует.	Атаблица «$table$» ыҟаӡам.
Нет прав на операцию DELETE.	Ишәымам азин аоперациа DELETE ахархәараз.
Текущая запись уже удалена.	Уажәтәи анҵамҭа аныхуп.
Текущая запись не может быть обновлена.	Уажәтәи анҵамҭа арҿыцра ауам.
Нет прав на операцию INSERT.	Ишәымам азин аоперациа INSERT ахархәараз.
Выражение1	Аҵакҭаҩ1
Не указана команда SQL.	SQL акоманда арбам.
Добавить окно таблицы	Иацҵатәуп атаблица аԥенџьыр
Вставить связь	Иҭаргылатәуп аимадара
Удалить связь	Ианыхтәуп аимадара
Изменить размер окна таблицы	Иԥсахтәуп атаблица аԥенџьыр ашәагаа
Удалить столбец	Ианыхтәуп аиҵагыла
Переместить столбец	Ииагатәуп аиҵагыла
Добавить столбец	Иацҵатәуп аиҵагыла
Удалить окно таблицы	Ианыхтәуп атаблица аԥенџьыр
Изменить описание столбца	Иԥсахтәуп аиҵагыла ахҳәаа
Изменить ширину столбца	Иԥсахтәуп аиҵагыла аҭбаара
(без таблицы)	(таблицада)
Слишком много колонок.	Аиҵаҩқәа мыцхәцәоуп.
Ничего не выделено.	Акагьы алкааӡам.
Ошибка в синтаксисе SQL	Агха SQL асинтаксис аҟны
Слишком много таблиц.	Атаблицақәа мыцхәцәоуп.
Столбец «$name$» не найден.	Аиҵагыла «$name$» ԥшаам.
Объект $object$ был изменён. Сохранить изменения?	Аобиеқт $object$ ԥсахын. Еиқәырхатәума аԥсахрақәа?
Объект $object$ будет открыт в режиме SQL.	Аобиеқт $object$ аартхоит SQL арежим ала.
Формат столбца...	Аиҵагыла аформат...
Ширина столбца...	Аиҵагыла аҭбаара...
Формат таблицы...	Атаблица аформат...
Высота строки...	Ацәаҳәа аҳаракыра...
Отменить: ввод данных	Иаҟәыхтәуп: адырқәа рҭагалара
Сохранить текущую запись	Еиқәырхатәуп уажәтәи анҵамҭа
Таблица #	Атаблица #
Имя «#» уже существует.	Ахьӡ «#» ыҟоуп.
Просмотр таблицы источника данных.	Адырқәа рхыҵхырҭа атаблица ахәаԥшра.
Изменить инструкции SQL	Иԥсахтәуп SQL аинструкциақәа
Создать форму в режиме дизайна...	Иаԥҵатәуп аформа адизаин арежим ала...
Использовать мастер для создания формы...	Ихархәатәуп аформа аԥҵара азҟаза...
Использовать мастер для создания отчёта...	Ихархәатәуп аҳасабырба аԥҵара азҟаза...
Создать отчёт в режиме дизайна...	Иаԥҵатәуп аҳасабырба адизаин арежим ала...
Создать запрос в режиме дизайна...	Иаԥҵатәуп азыҳәара адизаин арежим ала...
Создать запрос в режиме SQL...	Иаԥҵатәуп азыҳәара SQL арежим ала...
Использовать мастер для создания запроса...	Ихархәатәуп азҟаза азыҳәара аԥҵаразы ...
Создать таблицу в режиме дизайна...	Иаԥҵатәуп атаблица адизаин арежим ала...
Использовать мастер для создания таблицы...	Ихархәатәуп атаблица аԥҵара азҟаза...
Формы	Аформақәа
Отчёты	Аҳасабырбақәа
Задачи	Аҳасабтәқәа
Имя ~формы	Аформа~ахьӡ
Имя ~отчёта	Аҳасабырба~ахьӡ
Имя п~апки	Акаталог ахьӡ
Настройки подключения	Аҿакра архиарақәа
Имя таблицы	Атаблица ахьӡ
Вставить как	Иҭаргылатәуп абас
Удалить выбранные данные?	Ианыхтәума иалху адырқәа?
Соединение потеряно	Аимадара ырӡуп
Таблицы	Атаблицақәа
Подтвердить удаление	Аныхра шьақәырӷәӷәатәуп
Удалить таблицу «%1»?	Ианыхтәума атаблица «%1»?
Предупреждения	Агәаҽанҵарақәа
Загрузка запроса $name$ ...	Атаблица $name$ аҭагалара ...
