Арҭбаара	Расширение
Basic амакрос	Макрос Basic
Иҟоу амакросқәа:	Существующие макросы:
Амакрос аҟынтәи	Макрос из
Иеиқәырхатәуп амакрос абра	Сохранить макрос в
Амакрос ахьӡ	Имя макроса
Иазалхтәуп...	Назначить...
Ариашара	Правка
Иаԥҵатәуп	Создать
Абиблиотека ҿыц аԥҵара иазкуп	Служит для создания новой библиотеки.
Анапхгара...	Управление...
Иаԥҵатәуп абиблиотека	Создать библиотеку
Еиқәнархоит иҭаҩу амакрос абиблиотекп ҿыц аҟны.	Сохраняет записанный макрос в новой библиотеке.
Иаԥҵатәуп амодуль	Создать модуль
Еиқәнархоит иҭаҩу амакрос амодуль ҿыц аҟны.	Сохраняет записанный макрос в новом модуле.
Аанкылара акәаԥқәа...	Точки останова...
Иактивуп	Активна
Иқәыргылатәуп абызшәа ишыҟоу еиԥш	Установить язык по умолчанию
[Абызшәа ишыҟоу]	Язык по умолчанию:
Ахархәара змоу абызшәақәа:	Доступные языки:
Иацҵатәуп ахархәаратәи аинтерфеис абызшәа	Добавить язык пользовательского интерфейса
Абызшәатә ресурсқәа раныхра	Удаление языковых ресурсов
Ианыхтәума иалкаау абызшәақәа рресурсқәа?	Удалить ресурсы выбранных языков?
Адиалог:	Диалог:
Ианнахуеит иалкаау аелементқәа ашьақәырӷәӷәара ашьҭахь.	Удаляет выделенные элементы после подтверждения.
Иаԥҵатәуп...	С_оздать...
Иаанартуеит аредактор, иаԥнаҵоит амодуль ҿыц.	Открывет редактор и создает новый модуль.
_Ажәамаӡа...	_Пароль...
_Аимпорт...	_Импорт...
_Аекспорт...	_Экспорт...
Иҟоу амодульқәа ма адиалогқәа рсиа.	Список существующих модулей или диалогов.
Аҽеиҭак	Переменная
Иекспорттәуп BASIC абиблиотека	Экспортировать библиотеку Basic
Ииастәуп ацәаҳәахьы	Перейти к строке
_Ацәаҳәа аномер:	_Номер строки:
Иҭаргылатәуп азхьарԥш еиԥш (аԥхьара мацараз)	Вставить как ссылку (только для чтения)
Иԥсахтәуп иҟоу абиблиотекақәа	Заменить существующие библиотеки
Аҭыԥ:	Приложение/документ:
_Абиблиотека:	Библиотека:
_Иаԥҵатәуп...	С_оздать...
Абиблиотека ҿыц аԥҵара иазкуп.	Служит для создания новой библиотеки.
Аанкылара акәаԥқәа рнапхгара	Управление точками останова
Иактиву	Активный
Абжьажьрақәа:	Пропусков:
Аанкылара акәаԥқәа	Точки останова
Ахархәаҩ иинтерфеис абызшәақәа рнапхгара [$1]	Управление языками пользовательского интерфейса [$1]
Ахархәара зуа абызшәақәа:	Возможные языки:
Иацҵатәуп...	Добавить...
Амодуль:	Модуль:
Иаанартуеит аредактор, иаԥнаҵоит амодуль ҿыц.	Открывает редактор и создаёт новый модуль.
Иаԥнаҵоит амакрос ҿыц ма ианнахуеит иалкаау амакрос.	Создает новый макрос или удаляет выделенный макрос.
_Ахьӡ:	_Имя:
Иҭажәгал абиблиотека ма амодуль ахьӡ.	Введите имя библиотеки или модуля.
Basic амакросқәа рнапхгара	Управление макросами Basic
Адиалогқәа	Диалоги
Абиблиотекақәа	Библиотеки
Алфавитла	По алфавиту
Еишьҭаргыланы	По порядку
Переменная	Variable
Тип	Type
Управление макросами %PRODUCTNAME Basic	%PRODUCTNAME Basic Macro Organizer
JDBC	JDBC
Oracle JDBC	Oracle JDBC
Аграмматика	Грамматика
Егьырҭ аграмматикатә гхақәа ргәаҭара.	Проверка дополнительных грамматических ошибок.
Иҟалар зылшо агхақәа	Вероятные ошибки
Аҳәоуқәа рҟны анбан дуқәа рыҟамзаара агәаҭара.	Проверять отсутствие прописных в предложениях.
Анбан хәыҷқәа	Прописные
Еиԥшу ажәақәа ргәаҭара	Проверять повторяющиеся слова.
Ажәақәа рдубликатқәа	Повтор слов
Ахыцқәа	Скобки
Апунктуациа	Пунктуация
Абжьажьқәа	Пробелы
Иауу атире	Длинные тире
Икьаҿу атире	Короткие тире
Игәаҭалатәуп ашьҭыхра дырга: 5x5 → 5×5	Проверять знак умножения: 5x5 → 5×5
Ашьҭыхра дырга	Знак умножения
Аинтервалқәа	Интервалы
Егьырҭ абжьажьқәа	Прочие пробелы
Апострофқәа	Апострофы
Иԥсахлатәуп акәаԥқәа хԥа акәаԥрацәа ала.	Заменять три точки многоточием.
Акәаԥрацәақәа	Многоточия
Егьырҭқәа	Прочие
Ииагатәуп аметрикатә система ахь (°C, km/h, m, kg, l)	Перевести в метрическую систему
Азеиԥш (1000000 → 1,000,000) ма ISO (1000000 → 1 000 000).	Общий (1000000 → 1,000,000) или ИСО (1000000 → 1 000 000).
Азқьқәа реиқәыҭхага	Разделитель тысяч
Иаарттәуп адокумент	Открыть документ
Аԥшра	Вид
ԤХЬАҞА 10	ВПЕРЁД 10
ШЬҬАХЬҞА 10	НАЗАД 10
АРМАРАХЬ 15°	ВЛЕВО 15°
АРӶЬАРАХЬ 15°	ВПРАВО 15°
СТОП	СТОП
АҨНЫҞА	ДОМОЙ
АЕКРАНАРЫЦҚЬАРА	ОЧИСТИТЬЭКРАН
Атеқсттә документ	Текстовый документ
Аелектронтә таблица	Электронную таблицу
Апрезентациа	Презентацию...
Асахьа	Рисунок
Аформула	Формулу
Адырқәа рбаза	Базу данных
HTML адокумент	Документ HTML
XML Form адокумент	Документ XML Form
Аетикеткақәа	Этикетки
Еилоу адокумент	Составной документ
Ашаблонқәа...	Шаблоны...
Ашәҟәы...	Письмо...
Афакс...	Факс...
Амшынҵа...	Повестка дня...
Адокументқәа рконвертер...	Конвертер документов...
Ихатәу адрестә шәҟәы	Личная адресная книга
Еизгоу адресқәа	Собранные адреса
Ажәла	Фамилия
Ахьӡрҩашьа	Псевдоним
E-mail	Эл. почта
E-mail (2)	Эл. почта (2)
E-mail аформат	Формат письма
Аҭел (Аус.)	Телефон (раб.)
Аҭел (Аҩн.)	Телефон
Афакс	Факс
Апеиджер	Пейджер
Амобилтә ҭел	Мобильный телефон
Адрес 1	Адрес 1
Адрес 2	Адрес 2
Ақалақь	Город
Аобласт	Область
Атәыла	Страна
Аусурҭа адрес	Рабочий адрес
Аусурҭа адрес 2	Рабочий адрес 2
Ақалақь (Аус.)	Город (раб.)
Аҟәша	Отдел
Аиҿкаара	Предприятие
Web-адаҟьа 1	Web-страница 1
Web-адаҟьа 2	Web-страница 2
Аира ашықәс	Год рождения
Аира амза	Месяц рождения
Аира амш	День рождения
Ахархәаҩ 1	Пользователь 1
Ахархәаҩ 2	Пользователь 2
Ахархәаҩ 3	Пользователь 3
Ахархәаҩ 4	Пользователь 4
%PRODUCTNAME %PRODUCTVERSION аелектронтә таблица	Электронная таблица %PRODUCTNAME %PRODUCTVERSION
%PRODUCTNAME %PRODUCTVERSION адиаграмма	Диаграмма %PRODUCTNAME %PRODUCTVERSION
%PRODUCTNAME %PRODUCTVERSION асахьа	Рисунок %PRODUCTNAME %PRODUCTVERSION
%PRODUCTNAME %PRODUCTVERSION апрезентациа	Презентация %PRODUCTNAME %PRODUCTVERSION
%PRODUCTNAME %PRODUCTVERSION аформула	Формула %PRODUCTNAME %PRODUCTVERSION
%PRODUCTNAME %PRODUCTVERSION атеқст	Текст %PRODUCTNAME %PRODUCTVERSION
Аҳасабырба ахы	Шапка отчёта
Ҵаҟатәи аколонтитул	Нижний колонтитул
Агәыԥ ахы	Шапка группы
Аиҵаҩ ахы	Шапка колонки
Бежевый	Бежевый
Светло-синий	Светло-синий
Алашьца	Тёмный
Апатырқалԥштәы	Оранжевый
Ахәаԥштәы	Серый
Аӡы	Вода
Апрезентациа архәыҷра	Уменьшение презентаций
Ашьаҿақәа	Шаги
< ~Шьҭахьҟа	< Назад
~Анаҩс >	Далее >
Ихыркәшатәуп	~Готово
Алагалажәа	Введение
Иалышәх апрезентациа архәыҷра апараметрқәа	Выбрать параметры уменьшения презентации
Асахьа аоптимизациа апараметрқәа ралхра	Выбор параметров оптимизации изображений
Аицҵацалара цәыӡда	Сжатие без потерь
Ахаҭабзиара, %	~Качество, %
0;<ԥсахрада>	0;<без изменений>
Иаларҵәатәуп адәныҟатәи асахьа	Внедрить внешние изображения
Иалышәх апараметрқәа OLE аобиектқәа рылаԥсахразы	Выберите параметры для замены объектов OLE
OLE аобиеқтқәа зегьы рзы	Для всех объектов OLE
Аслаидқәа	Слайды
Иалышәх ианыхтәу аслаидқәа	Выберите слайды для удаления
Ианыхтәуп азгәаҭақәа	Удалить примечания
Ианыхтәуп иҵәаху аслаидқәа	Удалить скрытые слайды
Ианыхтәуп аслаидқәа, апрезентациаҿ иаарԥшымхо	Удалить слайды, которые не показываются в презентации
Аихшьалақәа	Итоги
Ихархәатәуп аԥсахрақәа абри апрезентациа аҟны	Применить изменения к текущей презентации
Иаарттәуп ҿыц, иаԥҵоу апрезентациа	Открыть заново созданную презентацию
Иеиқәырхатәуп архиарақәа иаба(ишԥа)	Сохранить настройки как
Ианыхтәуп %SLIDES слаид(к).	Удалить %SLIDES слайд(ов).
Афаил уажәтәи ашәагаа:	Текущий размер файла:
Афаил ҿыц, инықәырԥшу ашәагаа:	Приблизительный размер нового файла:
Исхатәу архиарақәа 	Мои настройки 
OK	OK
Апрезентациа акопиа...	Копирование презентации...
Аслаидқәа раныхра...	Удаление слайдов...
Асахьақәа роптимизациа...	Оптимизация изображений...
.	.
Анаҩстәи	Следующий
Азгәаҭақәа	Примечания
Аҩныҟа	Домой
Alt+Page Up	Alt+Page Up
Alt+Page Down	Alt+Page Down
Аалыҵ	Продукция
АалыҵАкод	КодПродукта
АалыҵАхьӡ	НазваниеПродукта
АсериатәНомер	СерийныйНомер
Адрес	Адрес
АфаксАномер:	НомерФакса
Апрефикс	Префикс
Асуффикс	Суффикс
Ахы	Должность
АмобилтәҬелАномер	НомерМобильногоТелефона
АмобҬелАном	НомМоб
АираАрыцхә	ДатаРождения
АрҿыцраАрыцхә	ДатаОбновления
АрҿыцАрыцхә	ДатаОбновл
Аконтактқәа	Контакты
Арҭбаара	ВнутреннийНомер
АҟәшаАкод	КодОтдела
АзаказАрыцхә	ДатаЗаказа
ИаҭахуАрыцхә	ТребуемаяДата
ИаҭахуАрыцхә	ТребДата
Адисконт	Скидка
АкдедиттәКартаАтип	ТипКредитнойКарточки
АкредиттәКартаАномер	НомерКредитнойКарточки
Аҭагылазаашьа	Статус
АнҵәамҭаАрыцхә	ДатаКонца
Аҭыԥ	Расположение
Ашьақәырӷәӷәара	Подтверждение
АстатусАкод	КодСтатуса
Амодель	Модель
АмодельАномер	НомерМодели
АмодельАном	НомМодели
АсериатәНомер	Серийный номер
АлагамҭаАрыцхә	ДатаНачала
Адресқәа	Адреса
АдресАкод	КодАдреса
АрҿыцАрыцхә	ДатаОбн
Аелемент	Элемент
Ахьӡ	Название
АкьыԥхьраАшәагаа	РазмерПечати
Апродиусер	Продюсер
Атема	Тема
Аамҭадхалара	Продолжительность
АвторИкод	КодАвтора
Аҭыжьырҭа	Издательство
Адаҟьақәа	Страниц
АҭыжьымҭаАномер	НомИздания
Авторцәа	Авторы
ИмаксималуАпульс	МаксимальныйПульс
Атеқсттә документқәа	Текстовые документы
Аелектронтә таблица	Электронные таблицы
Апрезентациақәа	Презентации
Web-адаҟьақәа	Web-страницы
Еилоу адокументқәа	Составные документы
Адырқәа рбаза адокументқәа	Документы баз данных
Microsoft Word 6.0 / 95	Microsoft Word 6.0 / 95
Microsoft Excel 4.x - 5.0 / 95	Microsoft Excel 4.x - 5.0 / 95
Microsoft Excel 4.x - 5.0 / 95 ашаблонқәа	Шаблоны Microsoft Excel 4.x - 5.0 / 95
Атеқст (StarWriter/Web) 	Текст (StarWriter/Web)
Аиллиустрациақәа	Иллюстрация
Правый щелчок, стрелка влево или вверх, PgUp, Backspace, 'P'	Right click, left or up arrow, page up, backspace, 'P'
E-mail (96 DPI): минимизирует размер документа для отправки	E-mail (96 DPI): minimize document size for sharing
Обмен	Exchange
300;300 DPI (разрешение печати)	300;300 DPI (print resolution)
Оптимизировано для проектора	Projector optimized
OpenOffice.org 1.0 атеқсттә документ	Текстовый документ OpenOffice.org
OpenOffice.org 1.0 атеқсттә документ ашаблон	Шаблон текстового документа OpenOffice.org 1.0
OpenOffice.org 1.0 еилоу адокумент	Составной документ OpenOffice.org 1.0
OpenOffice.org 1.0 аформула	Формула OpenOffice.org 1.0
OpenOffice.org 1.0 апрезентациа	Презентация OpenOffice.org 1.0
OpenOffice.org 1.0 апрезентациа ашаблон	Шаблон презентации OpenOffice.org 1.0
OpenOffice.org 1.0 асахьа	Рисунок OpenOffice.org 1.0
OpenOffice.org 1.0 асахьа ашаблон	Шаблон рисунка OpenOffice.org 1.0
OpenOffice.org 1.0 аелектронтә таблица	Электронная таблица OpenOffice.org 1.0
OpenOffice.org 1.0 аелектронтә таблица ашаблон	Шаблон электронной таблицы OpenOffice.org 1.0
OpenDocument атеқсттә документ	Текстовый документ OpenDocument
OpenDocument (иҟьаԥсу XML) атеқсттә документ 	Текстовый документ OpenDocument (плоский XML)
OpenDocument атеқсттә документ ашаблон	Шаблон текстового документа OpenDocument
OpenDocument еилоу адокумент	Составной документ OpenDocument
OpenDocument еилоу адокумент ашаблон	Шаблон составного документа OpenDocument
OpenDocument аформула	Формула OpenDocument
OpenDocument апрезентациа	Презентация OpenDocument
OpenDocument апрезентациа (иҟьаԥсу XML)	Презентация OpenDocument (плоский XML)
OpenDocument апрезентациа ашаблон	Шаблон презентации OpenDocument
OpenDocument асахьа	Рисунок OpenDocument
OpenDocument асахьа (иҟьаԥсу XML)	Рисунок OpenDocument (плоский XML)
OpenDocument асахьа ашаблон	Шаблон рисунка OpenDocument
OpenDocumentа аелектронтә таблица	Электронная таблица OpenDocument
OpenDocument аелектронтә таблица (иҟьаԥсу XML)	Электронная таблица OpenDocument (плоский XML)
OpenDocument аелектронтә таблица ашаблон	Шаблон электронной таблицы OpenDocument
OpenDocument адырқәа рбаза	База данных OpenDocument
HTML адокумент ашаблон	Шаблон HTML-документа
%PRODUCTNAME арҭбаара	Расширение %PRODUCTNAME
Microsoft Excel аелектронтә таблица	Электронная таблица Microsoft Excel
Microsoft PowerPoint апрезентациа	Презентация Microsoft PowerPoint
Microsoft Word адокумент	Документ Microsoft Word
Microsoft Excel аелектронтә таблица ашаблон	Шаблон электронной таблицы Microsoft Excel
Microsoft PowerPoint апрезентациа ашаблон	Шаблон презентации Microsoft PowerPoint
Microsoft Word адокумент ашаблон	Шаблон документа Microsoft Word
Анаукатә формулақәеи аиҟаратәқәеи раԥҵареи аредакциа рзуреи.	Создание и редактирование научных формул и уравнений.
Атеқсттә процессор	Текстовый процессор
Апрезентациа	Презентация
Аформулақәа рредақтор	Редактор формул
Асахьақәа Рредақтор	Редактор рисунков
Аофис	Офис
XSLT афильтрқәа	Фильтры XSLT
Иаԥҵатәуп адокумент	Создать документ
Иаԥҵатәуп апрезентациа	Создать презентацию
Иаԥҵатәуп аел. таблица	Создать эл.таблицу
Иаԥҵатәуп адырқәа рбаза	Создать базу данных
Иаԥҵатәуп аформула	Создать формулу
Иаԥҵатәуп асахьа	Создать рисунок
Асинтаксистә гха	Синтаксическая ошибка.
Аоператор «Return» «Gosub» ада.	Оператор «Return» без «Gosub».
Ииашам аҭагалара, ҿыц иҭажәгал.	Неправильный ввод, повторите.
Апроцедура иашамкәа ааԥхьара.	Неправильный вызов процедуры.
Аҭәцәара.	Переполнение.
Агәынкылара азхом.	Недостаточно памяти.
Амассив ашәагаақәа азалхуп.	Размерность массива уже задана.
Аиндекс адиапазон анҭыҵ.	Индекс за пределами заданного диапазона.
Попытка переопределения.	Попытка переопределения.
Ноль ала ашара.	Деление на ноль.
Аҽеиҭак аԥҵаӡам.	Переменная не определена.
Иеимарам ахкқәа.	Несовместимые типы.
Ииашам апараметр.	Неверный параметр.
Апроцесс аанкылан ахархәаҩ ибзоурала.	Процесс прерван пользователем.
Аоператор «Resume» агхақәа аус рыднаулом.	Оператор «Resume» вне обработки ошибки.
Астек ашәагаа азхом.	Недостаточный размер стека.
Ацхыраагӡатә программа ма афункциа аԥҵаӡам.	Подпрограмма или функция не определена.
DLL аҭагалара агха.	Ошибка загрузки DLL.
DLL ааԥхьараз ииашам аиқәшаҳаҭра.	Неверное соглашение вызова DLL.
Аҩныҵҟатәи агха $(ARG1).	Внутренняя ошибка $(ARG1).
Афаил, ииашам ахьӡ ма аномер.	Неправильное имя или номер файла.
Афаил ԥшаам.	Файл не найден.
Афаил ииашам арежим.	Неверный режим файла.
Афаил аартуп.	Файл уже открыт.
Аиҿартәыра аҭагалара/аҭыгара агха.	Ошибка устройства ввода/вывода.
Ари афаил ыҟоуп.	Файл уже существует.
Ииашам анҵамҭа аномер.	Неверная длина записи данных.
Асанҭыр ҭәуп.	Диск заполнен.
Афаил анҵәамҭа ашьҭахь аԥхьара (EOF).	Чтение за концом файла (EOF).
Ииашам анҵамҭа аномер.	Неверный номер записи.
Афаилқәа рхыԥхьаӡара мыцхәцәоуп.	Слишком много файлов.
Аиҿартәырахь анеира ауам.	Устройство недоступно.
Анеирҭа аркуп.	Доступ запрещён.
Асанҭыр хиаӡам.	Диск не готов.
Ахархәара ауам.	Не реализовано.
Еиуеиԥшым асанҭырқәа рҟны ахьӡ аԥсахра ауам.	Переименование на разных дисках невозможно.
Афаил/амҩақәа рахь анеира агха.	Ошибка доступа к файлу/пути.
Амҩа ԥшаам.	Путь не найден.
Аобиекттә ҽеиҭак ықәыргылаӡам.	Объектная переменная не установлена.
Ииашам ацәаҳәа ашаблон.	Неверный шаблон строки.
Ноль ахархәара ауӡом.	Использование нуля не разрешено.
DDE Агха.	Ошибка DDE.
DDE ала аҿакраан аҭак азыԥшра.	Ожидание ответа при подключении по DDE.
Зынаӡара ахьауа DDE аканалқәа ыҟам.	Нет доступных каналов DDE.
Нет приложений, ответивших на попытку соединения по DDE.	Нет приложений, ответивших на попытку соединения по DDE.
Слишком много приложений ответило на попытку установить соединение по DDE.	Слишком много приложений ответило на попытку установить соединение по DDE.
DDE аканал аанкылоуп.	Канал DDE блокирован.
Внешнее приложение не может выполнить операцию DDE.	Внешнее приложение не может выполнить операцию DDE.
DDE аҭак азыԥшра атаимаут.	Таймаут ожидания ответа DDE.
Ахархәаҩ ESCAPE дақәыӷәӷәеит DDE аоперациа анагӡараан.	Пользователь нажал ESCAPE во время операции DDE.
Адәныҟатәи апрограмма ахы иақәиҭӡам.	Внешнее приложение занято.
Аоперациа DDE адырқәа рыда.	Операция DDE без данных.
Адырқәа рформат иашам.	Формат данных неверен.
Адәныҟатәи апрогрмма аусура хыркәшоуп.	Внешнее приложение завершилось.
DDE ала аимадара еиԥырҟьоуп.	Соединение по DDE прервано.
Метод DDE вызван без открытия канала.	Метод DDE вызван без открытия канала.
DDE ала аимадара изымуа аформат.	Недопустимый формат связи по DDE.
DDE ала ацҳамҭа ырӡуп.	Сообщение DDE потеряно.
Аимадара аҭаргылара нагӡоуп.	Вставка связи уже выполнена.
Режим связи не может быть установлен из-за неверного заголовка.	Режим связи не может быть установлен из-за неверного заголовка.
DDE азы иаҭахуп афаил DDEML.DLL.	Для DDE необходим файл DDEML.DLL.
Амодуль аҭагалара ауам: ииашам аформат.	Невозможно загрузить модуль: неверный формат.
Изымуа аобиект аиндекс.	Недопустимый индекс объекта.
Аобиеқт ахь анаӡара ауам.	Объект недоступен.
Аҷыдаҟазшьа ииашам аҵакы.	Неверное значение свойства.
Абиблиотека аԥхьара мацаразы.	Свойство только для чтения.
Аҷыдаҟазшьа аҭаҩра мацаразы.	Свойство только для записи.
Ииашам азхьарԥш аобиеқт ахь.	Неверная ссылка на объект.
Аҷыдаҟазшьа ма аметод ԥшаам: $(ARG1).	Свойство или метод не найдены: $(ARG1).
Иаҭахәп аобиект.	Требуется объект.
Аобиект иашамкәа ахархәара.	Неверное использование объекта.
OLE ари аобиект иаднакылом.	OLE этим объектом не поддерживается.
Аобиект иаднакылом ари аҷыдаҟазшьа ма аметод.	Объект не поддерживает это свойство или метод.
OLE Агха.	Ошибка OLE.
Ари аоперациа ари аобиект иаднакылом.	Эта операция не поддерживается данным объектом.
Ихьӡырку аргументқәа ари аобиект иаднакылом.	Именованные аргументы не поддерживаются данным объектом.
Ари аобиект иаднакылом уажәтәи арегионалтә рхиарақәа.	Данный объект не поддерживает текущие региональные настройки.
Ихьӡырку аргумент ԥшаам.	Именованный аргумент не найден.
Аргумент хымԥадатәиуп.	Аргумент является обязательным.
Аргументқәа ииашам рхыԥхьаӡара.	Неверное число аргументов.
Аобиеқт хьӡынҵаӡам.	Объект не является списком.
Ииашам ахыԥхьаӡара.	Неверное порядковое число.
Иарбоу DLL афункциа ԥшаам.	Указанная функция DLL не найдена.
Аиҭныԥсахлара абуфер изымуа аформат.	Недопустимый формат буфера обмена.
Аобиеқт иамам ари аҷыдаҟазшьа.	У объекта нет этого свойства.
Аобиеқт иамам ари аметод.	У объекта нет этого метода.
Иаҭаху аргумент аҟамзаара.	Отсутствие необходимого аргумента.
Аметод анагӡара агха.	Ошибка выполнения метода.
Аҷыдаҟазшьа ақәыргылара ауам.	Свойство установить невозможно.
Аҷыдаҟазшьа ақәыргылара ауам.	Невозможно определить свойство.
Ҳаззыԥшымыз асимвол: $(ARG1).	Неожиданный символ: $(ARG1).
Иазыԥшуп: $(ARG1).	Ожидается: $(ARG1).
Иазыԥшуп асимвол.	Ожидается символ.
Иазыԥшуп аҽеиҭак.	Ожидается переменная.
Иазыԥшуп аҭыԥдырга.	Ожидается метка.
Аҵакы ахархәара ауам.	Значение применить невозможно.
Аҽеиҭак $(ARG1) аԥҵан.	Переменная $(ARG1) уже определена.
Ацхыраагӡатә программа ма афункциа $(ARG1) аԥҵан.	Подпрограмма или функция $(ARG1) уже определена.
Аҭыԥдырга $(ARG1) шьақәыргылан.	Метка $(ARG1) уже определена.
Аҽеиҭак $(ARG1) ԥшаам.	Переменная $(ARG1) не найдена.
Амассив ма апроцедура $(ARG1) ԥшаам.	Массив или процедура $(ARG1) не найдены.
Апроцедура $(ARG1) ԥшаам.	Процедура $(ARG1) не найдена.
Аҭыԥдырга $(ARG1) шьақәыргылам.	Метка $(ARG1) не определена.
Идырым адырқәа рыхкы $(ARG1).	Неизвестный тип данных $(ARG1).
Иазыԥшуп Exit $(ARG1).	Ожидается Exit $(ARG1).
Аинструкциақәа рблок аркӡам: ибжьажьуп $(ARG1).	Блок инструкций не закрыт: пропущен $(ARG1).
Ахыц гьежьқәа руак азхом.	Непарные круглые скобки.
Асимвол $(ARG1) аԥҵан.	Символ $(ARG1) уже был определён.
Апараметрқәа ари апроцедура иашьашәалам.	Параметры не соответствуют процедуре.
Ахыԥхьаӡараҟны изымуа асимвол.	Недопустимый символ в числе.
Иҭагалатәуп амассив ашәагаақәа.	Необходимо задать размерность массива.
Аоператор Else/Endif If ада.	Оператор Else/Endif без If.
$(ARG1) апроцедура аҩныҵҟа иауам.	$(ARG1) внутри процедуры недопустим.
$(ARG1) апроцедура анҭыҵ иауам.	$(ARG1) вне процедуры недопустим.
Спецификации размерности не соответствуют друг другу.	Спецификации размерности не соответствуют друг другу.
Идырым апараметр: $(ARG1).	Неизвестный параметр: $(ARG1).
Аконстанта $(ARG1) ҿыц аԥҵара.	Переопределение константы $(ARG1).
Апрограмма дуцәоуп.	Программа слишком большая.
Ацәаҳәақәа ма амассивқәа ирыхәҭам.	Строки или массивы недопустимы.
Иааԥхьоуп аҷыдалкаа $(ARG1).	Вызвано исключение $(ARG1).
Афиксациа зызу ма аамҭала имҩарку амассив.	Фиксированный или временно заблокированный массив.
Ацәаҳәа анҭыҵ.	Вне строки.
Иуадаҩцәоу аҵакҳәага.	Слишком сложное выражение.
Аоперациа анагӡара ауам.	Невозможно выполнить операцию.
DLL-аклиентцәа мыцхәцәоуп.	Слишком много DLL-клиентов.
Ацикл For аинициализиа азум.	Цикл For не инициализирован.
Аҿак.	Вкл.
Аҿых.	Выкл.
Аиаша	Истина
Амц	Ложь
@0.00 $;@(0.00 $)	@0.00 $;@(0.00 $)
Амакрос анагӡара еиԥырҟьоуп	Выполнение макроса прервано
Иеиқәырхатәуп иаба(ишԥа)	Сохранить как
Еиқәырхатәуп	Сохранить
Амҩа:	Путь:
Иалышәх амҩа	Выберите путь
Афаил ахәаԥшра	Просмотр файла
Сара сдокументқәа	Мои документы
Асерверқәа...	Серверы...
Асервер аҽамадатәуп	Подключиться к серверу
Иаԥҵатәуп аҭаӡ	Создать папку
Афаил атип:	Тип файла:
Аԥхьара мацараз	Только для чтения
Иеиқәырхатәуп ажәамаӡа шацу	Сохранить с паролем
Иԥсахтәуп афильтр архиарақәа	Изменить настройки _фильтра
Иԥсахтәуп амаҵзура	Изменить службу
Ианыхтәуп амаҵзура	Удалить службу
Афаилқәа асервер аҟны	Файлы на сервере
Амаҵзура:	Служба:
Афаилқәа ртип	Тип файлов
Афильтр апараметрқәа рыриашара	Изменение настроек фильтра
Аимадара	Свя~зь
Идәықәҵатәуп	Воспроизвести
Аверсиа:	Версия:
Астильқәа:	Стили:
Астиль:	Стиль:
Алкаара	Выделение
Иалышәх аҭаӡ	Выберите папку
Афутқәа	Корень
Афаилқәа зегьы	Все файлы
Афаил атип	Тип файла
Закладки	Places
$(ARG1) ыҟоуп.	$(ARG1) уже существует.
Ахықәкы ыҟоуп.	Цель уже существует.
$(ARG1) иаҵанакуеит изымуа асимволқәа.	$(ARG1) содержит недопустимые символы.
$(ARG1) иаҵанакуеит иахьахәҭам игылоу асимволқәа.	$(ARG1) содержит неправильно расположенные символы.
Ахьӡ $(ARG1) иаҵанакуеит инамыцхәны асимволқәа.	Имя $(ARG1) содержит слишком много символов.
$(ARG1) ыҟаӡам.	$(ARG1) не существует.
$(ARG1) ахь амҩа ыҟаӡам.	Путь к $(ARG1) не существует.
$(ARG1) каталогӡам.	$(ARG1) не является каталогом.
$(ARG1) фаилӡам.	$(ARG1) не является файлом.
$(ARG1) хьчоуп аҭаҩразы.	$(ARG1) защищён от записи.
Ииашам аформат $(ARG1). 	Неправильный формат $(ARG1).
Ииашам аверсиа $(ARG1).	Неправильная версия $(ARG1).
Асанҭыр $(ARG1) ыҟаӡам.	Диск $(ARG1) не существует.
Акаталог $(ARG1) ыҟаӡам.	Каталог $(ARG1) не существует.
Афаил «$(ARG1)» аартреи аиҭашьақәыргылареи ауам.	Файл «$(ARG1)» не может быть восстановлен и открыт.
Афаил аартраз иҭажәгал ажәамаӡа:  	Введите пароль для открытия файла:  
Афаил аԥсахраз иҭажәгал ажәамаӡа:  	Введите пароль для изменения файла:  
Иҭажәгал ажәамаӡа:	Введите пароль: 
Ишьақәшәырӷәӷәа ажәамаӡа:	Подтвердите пароль: 
Иқәыргылатәуп ажәамаӡа	Задать пароль
Иҭажәгал ажәамаӡа	Введите пароль
Адокумент ахархәара амоуп	Документ уже используется
Иаарттәуп ~аԥхьара мацараз	Открыть ~только для чтения
Ажәамаӡа гәынкылатәуп	Запомнить пароль
Иаарттәуп ~акопиа	Открыть ~копию
Аиқәырхара иацҵатәуп	Продолжить сохранение
Еиқәырхатәуп иаба(ишԥа)...	Сохранить как...
Афаил иашәҭ даҽа хьӡык!	Задайте другое имя файла!
Ииашам ажәамаӡа. Адокумент аартра ауам.	Неверный пароль. Документ не может быть открыт.
Ииашам ажәамаӡа. Адокумент аԥсахра ауам.	Неверный пароль. Файл не может быть изменён.
Ииашам ажәамаӡа-азҟаза.	Неправильный мастер-пароль.
Ииашам ажәамаӡа.	Неправильный пароль.
Ажәамаӡақәа еиқәшәаӡом.	Пароли не совпадают.
Иҭажәгал 6 - дыргак змоу PIN:	Введите 6-значный ПИН:
Афильтр алхра	Выбор фильтра
Адокумент иаҵанакуеит инапаҵаҩу амакросқәа.	Документ содержит подписанные макросы:
