Аԥсны Аҳәынҭқарра Аҭаацәаратә Закәанеидкыла	Семейный кодекс республики абхазия
Аиԥшәымацәа ирзеиԥшу амазара дақәиҭуп реицынхара аамҭазы аҩнытә ус иаҿыз, ахәыҷқәа ирхылаԥшуаз иара убас иҳаҭыру егьырҭ амзызқәа ирыхҟьаны зхатә лагала змамыз аԥшәмагьы.	Право на общее имущество супругов принадлежит также супругу, который в период брака осуществлял ведение домашнего хозяйства, уход за детьми или по другим уважительным причинам не имел самостоятельного дохода.
Аиԥшәмацәа ирзеиԥшу амазара атәра, ахархәара, аха/ҭара, (адҵақәҵара)	Владение, пользование и распоряжение общим имуществом  супругов
Аиԥшәмацәа ирзеиԥшу амазара атәра, ахархәара, аха/ҭара, (адҵақәҵара) мҩаԥысуеит аиԥшәмацәа реиқәшаҳаҭра ала.	Владение, пользование и распоряжение общим имуществом супругов осуществляются по обоюдному согласию супругов.
Аиԥшәмацәа руаӡәык ирзеиԥшу амазара адҵақәҵара иазку аилаӡара анымҩаԥиго егьи аԥшәма иақәшаҳаҭра гәаанагаралатәиуп.	При совершении одним из супругов сделки по распоряжению общим имуществом супругов предполагается согласие другого супруга.
Азеиԥш мазара адҵақәҵара иазку аиԥшәымацәа руаӡәык ибжьеиҵаз аилаӡара иашам ҳәа Аӡбара азыӡба аднакылар алшоит егьи аԥшәма иақәшаҳаҭра ахьыҟамыз мзызс иаҭаны зықәшаҳаҭра ыҟамыз аԥшәма иқәиргылаз азҵаара мацара ала, уи адагьы, аилаӡара бжьазҵаз аԥшәма егьи дшақәшаҳаҭмыз шидыруаз мамзаргьы идыруазарц шихәҭаз анырҵабыргха мацара ала.	Сделка, совершенная одним из супругов по распоряжению общим имуществом супругов, может быть признана судом недействительной по мотивам отсутствия согласия другого супруга только по его требованию и только в случаях, если доказано, что другая сторона в сделке знала или заведомо должна была знать о несогласии другого супруга на совершение данной сделки.
Еиҭамҵуа амазара иара убас анотариалтә рҵабыргра мамзаргьы закәанла ишьақәыргыло аҭаҩра зыхәҭоу амазара адҵақәҵара иазкны аиԥшәмацәа руаӡәк имала аилаӡара абжьаҵаразы дақәиҭхарц азы иҟазароуп анотариалтә рҵабыргра зызуыу егьи аԥшәма иақәшаҳаҭра.	Для совершения одним из супругов сделки по распоряжению недвижимостью и сделки, требующей нотариального удостоверения и (или) регистрации в установленном законом порядке, необходимо получить нотариально удостоверенное согласие другого супруга.
Анотариалтә рҵабыргра зызуыу ақәшаҳаҭра изыҟнытә иҟамыз аԥшәма ибжьаҵоу аилаӡара иашам ҳәа аӡбарала азхаҵаразы азҵаара ықәиргылар илшоит аилаӡара шыбжьаҵаз анидыр мамзаргьы идырырц анихәҭаз инаркны шықәсык аҩныҵҟала.	Супруг, нотариально удостоверенное согласие которого на совершение указанной сделки не было получено, вправе требовать признания сделки недействительной в судебном порядке в течение года со дня, когда он узнал или должен был узнать о совершении данной сделки.
Еиԥшәымацәоу рахьынтәи досу ихатә мазара	Собственность каждого из  супругов
Еиԥшәмацәоу рахьынтәи досу ихатәу мазароуп ҳәа иԥхьаӡоуп:	Собственностью каждого из супругов являются:
аиԥшәымара еицалалаанӡа досу ихатәыз амазара;	имущество, принадлежавшее каждому из супругов до вступления в брак;
аиԥшәмацәа реицынхара аамҭа иалагӡаны досу ҳамҭас, шьҭрамҭак аҳасабала, мамзаргьы хәыхшәаарада ироуз амазара;	имущество, полученное супругами в период брака в дар, в порядке наследования или по иным безвозмездным сделкам;
хаҭала досу ихы иаирхәо амаҭәа-ҩыҭәа (ашәҵатәы, ашьаҵатәы убас егьырҭгьы) ирзеиԥшу ахархәагақәа ирыҭнырхыз зыхә ҳараку амаҭәарқәеи егьырҭ аҽарбагақәтә маҭәарқәа  аламҵакәа, реиԥшәымара аамҭа иалагӡаны еицаархәаз ирзеиԥшу хархәагақәазаргьы.	вещи индивидуального пользования (одежда, обувь и другие), за исключением драгоценностей и других предметов роскоши, хотя и приобретенные в период брака за счет общих средств супругов.
еиԥшәмацәоу рахьынтәи аинтеллектуалтә џьа алҵшәа лымкаала дақәиҭуп уи аџьалыҵ аԥҵаҩы.	исключительное право на результат интеллектуальной деятельности, созданный одним из супругов, принадлежит автору такого результата.
Еиԥшәымацәоу досу ихатәмазара еицырхатәу мазароуп ҳәа азхаҵара	Признание имущества каждого из супругов их общей совместной собственностью
Еиԥшәымацәоу реицынхара аамҭа иалагӡаны досу ихатәу амазара мамзаргьы ирзеиԥшу рмазара аҟынтәи алагала ҟаҵаны ахаҿра мамзаргьы ашәагаа акыр ианыԥшуа еиӷьтәызар (шьаҭанкылатәи арҽеира) аиҭааиқәыршәара амруга рҽеира),  усҟан уи амазара аиԥшәымацәа еицырзеиԥшу хатәмазароуп ҳәа иазхаҵахазар  алшоит.	Имущество каждого из супругов может быть признано их общей совместной собственностью, если будет установлено, что в период брака за счет общего имущества супругов или имущества другого супруга, либо труда любого из супругов были произведены вложения, значительно увеличившие стоимость этого имущества (капитальный ремонт, реконструкция, переоборудование и т.п.).
Аиԥшәмацәа ирзеиԥшу рмазара ашара	Раздел общего имущества супругов
Аиԥшәмацәа ирзеиԥшу амазара ашара алшоит ианеицынхо аамҭазеиԥш ианеилыҵлак ашьҭахьгьы аиԥшәымацәа руаӡәык уи азы азҵаара анықәиргыла, иара убас, аиԥшәымацәа ирзеиԥшу амазара аҟынтәи руаӡәык ихәҭаала ауал аркразы ауалҳәаҩы аиԥшәымацәа ирзеиԥшу рмазара ашаразы адҵақәҵа анцәырига.	Раздел общего имущества супругов может быть произведен как в период брака, так и после его расторжения по требованию любого из супругов, а также в случае заявления кредитором требования о разделе общего имущества супругов для обращения взыскания на долю одного из супругов в общем имуществе супругов.
Аиԥшәымацәа ирзеиԥшу амазара дара рыбжьара иҟоу аиқәшаҳаҭра ала ишазар алшоит. Аиԥшәымацәа ирҭахызар ирзеиԥшу амазара ашаразы ирыбжьарҵар аиқәшаҳаҭра нотариалла ирҵабыргызар алшоит.	Общее имущество супругов может быть разделено между супругами по их соглашению. По желанию супругов их соглашение о разделе общего имущества может быть нотариально удостоверено.
Аиԥшәымацәа ирзеиԥшу амазара ашаразы дара иҟарҵо адҵақәҵа ала аӡбара ишьақәнаргылоит иарбан мазароу аиԥшәымацәа рахьынтәи досу иоуа. Убри аан аиԥшәымацәа руаӡәык иҭатәхозар иара ихәҭоу амазара ахәԥса аҵкьыс зыхәԥса еиҳау амазара усҟан егьи аԥшәма иҭазар алшоит рыхәҭаақәа еиҟаразтәуа аԥара, мамзаргьы даҽа харҭәаарак ала.	В случае спора раздел общего имущества супругов, а также определение долей супругов в этом имуществе производятся в судебном порядке. При разделе общего имущества супругов суд по требованию супругов определяет, какое имущество подлежит передаче каждому из супругов. В случае, если одному из супругов передается имущество, стоимость которого превышает причитающуюся ему долю, другому супругу может быть присуждена соответствующая денежная или иная компенсация.
Аиԥшәымацәа ҭаацәакны аицынхара ианаҟәыҵ нахыс досу идырҳаз амазара иара ихатәуп ҳәа аӡбара иазханаҵар алшоит.	Суд может признать имущество, нажитое каждым из супругов в период их раздельного проживания при прекращении семейных отношений, собственностью каждого из них.
Зықәра намӡац ахәыҷқәа рҭахрақәа рхарҭәааразы (рынагӡаразы) ҷыдала иаахәоу амаҭәа-ҩыҭәа (ашәҵатәы, ашьаҵатәы, ашколтәи аспорттәи амаҭәақәа, амузикатә маҭәарқәа, ахәыҷтәы библиотека иара убас егьырҭгьы) ашара ҟалаӡом, урҭ изынхоит ахәыҷқәа зыҟны инхауа аԥшәма.	Вещи, приобретенные исключительно для удовлетворения потребностей несовершеннолетних детей (одежда, обувь, школьные и спортивные принадлежности, музыкальные инструменты, детская библиотека и другие), разделу не подлежат и передаются без компенсации тому из супругов, с которым проживают дети.
Азеиԥш мазара аҟынтәи ирзеиԥшу рхәыҷқәа рыхьӡала аиԥшәымацәа иҟарҵаз алагалақәа урҭ ахәыҷқәа иртәуп ҳәа иԥхьаӡоуп убри аҟынтәи аиԥшәымацәа анеилыҵуа иршауа рмазара ахәыҷқәа рмазара шатәыс иаларҵаӡом.	Вклады, внесенные супругами за счет общего имущества супругов на имя их общих несовершеннолетних детей, считаются принадлежащими этим детям и не учитываются при разделе общего имущества супругов.
Аиԥшәымацәа еилыҵаанӡа рмазара шаны иҟарҵахьазар усҟан ишамкәа инхазгьы, уи ашьҭахь идырҳаз рмазарагьы аиԥшәымацәа ирхатәу ирзеиԥшу мазароуп ҳәа иԥхьаӡоуп.	В случае раздела общего имущества супругов в период брака та часть общего имущества супругов, которая не была разделена, а также имущество, нажитое супругами в период брака в дальнейшем, составляют их совместную собственность.
Еилыҵхьо аиԥшәымацәа ирзеилоу рмазара ашаразы ишьақәыргылоу азыҳәаратә ҿҳәара хышықәса ыҟоуп.	К требованиям супругов о разделе общего имущества супругов, брак которых расторгнут, применяется трехлетний срок исковой давности.
Аиԥшәымацәа ирзеиԥшу амазара аныршо досу ихәҭаа ашьақәыргылара	Определение долей при разделе общего имущества супругов
Аиԥшәымацәа ирзеиԥшу рмазара аныршо уи амазараҿы аҩыџьагьы хәҭаала еиҟароуп уи азы аиԥшәымацәа рыбжьара даҽа еилаӡарак бжьарымҵазар.	При разделе общего имущества супругов и определении долей в этом имуществе доли супругов признаются равными, если иное не предусмотрено договором между супругами.
Аиԥшәымацәа рыбжьара ирзеиԥшу амазара ашараҿы хәҭаала еиҟароуп ҳәа ишьақәыргылоу аԥҟара Аӡбара ацәхьаҵыр алшоит ахәыҷқәа разҿлымҳарақәа хырҩа рыҭаны мамзаргьы аиԥшәмацәа руаӡәык иҳаҭыру мзызда ирзеиԥшу рмазараҿы илагала маҷзар, мамзаргьы аиԥшәымацәа ирзеиԥшу рмазара хыда-гәыда аныхрала уаанӡа рҭаацәара ахарџь аиҭозҭгьы.	Суд вправе отступить от начала равенства долей супругов в их общем имуществе исходя из интересов несовершеннолетних детей и (или) исходя из интереса одного из супругов, в частности, в случаях, если другой супруг не получал доходов по неуважительным причинам или расходовал общее имущество супругов в ущерб интересам семьи.
Аиԥшәымацәа ирзеиԥшу рмазара аныршо ирзеиԥшу ауалқәа аӡбара ирзалнахыз рыхәҭаақәа еизышәаны ауал ашәара рыдлоит.	Общие долги супругов при разделе общего имущества супругов распределяются между супругами пропорционально присужденным им долям.
8 Ахы. аиԥшәымацәа рмазара еилаӡаралатәи азныҟәара	Глава 8. Договорной режим имущества супругов
Аиԥшәымаратә еилаӡара	Брачный договор
Аиԥшәымаратә еилаӡароуп ҳәа иԥхьаӡоуп аиԥшәымара иалалаз мамзаргьы аиԥшәымацәа еилыҵраны иҟалозар рмазара иазкны зинс ирымоу атәы зҳәо  реиқәшаҳаҭра.	Брачным договором признается соглашение лиц, вступающих в брак, или соглашение супругов, определяющее имущественные права и обязанности супругов в браке и (или) в случае его расторжения.
Аиԥшәымаратә еилаӡара абжьаҵара	Заключение брачного договора
Аиԥшәымаратә еилаӡара абжьаҵара алшоит аиԥшәымахара аҳәынҭқарратә ҭаҩра ахысаанӡа мамзаргьы аиԥшәымацәа анеиԥшәымацәахаз инаркны ианакәзаалакгьы.	Брачный договор может быть заключен как до государственной регистрации заключения брака, так и в любое время в период брака.
Аиԥшәымахара аҳәынҭқарратә ҭаҩра ахысаанӡа ибжьаҵоу аиԥшәымаратә еилаӡара амчра аиоуеит аиԥшәымахара аҳәынҭқарратә ҭаҩра ианахыс аҽны инаркны.	Брачный договор, заключенный до государственной регистрации заключения брака, вступает в силу со дня государственной регистрации заключения брака.
Аиԥшәымаратә еилаӡара рыбжьарҵоит анотариалтә ршаҳаҭра зықәҵатәу шәҟәыла.	Брачный договор заключается в письменной форме и подлежит нотариальному удостоверению.
Аиԥшәымаратә еилаӡара аҵакы	Содержание брачного договора
Аиԥшәымаратә еилаӡара ала аиԥшәымацәа ақәиҭуп закәанла ишьақәыргылоу ирзеиԥшу, ирхатәу рмаӡара азныҟәашьа еиҭакра (абри Азакәанеидкыла ахәҭаҷ 35); ирзеилоу хәҭаалатәи, мамзаргьы ихаз-хазу рмазара зегьы, уи ахкқәа мамзаргьы досу ихатәу амазара азы даҽа азныҟәашьак ашьақәыргылара.	Брачным договором супруги вправе изменить установленный законом режим общей совместной собственности (статья 35 настоящего Кодекса), установить режим совместной, долевой или раздельной собственности на все имущество супругов, на его отдельные виды или на имущество каждого из супругов.
Аиԥшәымаратә еилаӡара аиԥшәымацәа ирыбжьарҵар рылшоит ирымоу рмазара иазкны еиԥш раԥхьаҟа ироураны иҟоу рмазаразгьы.	Брачный договор может быть заключен как в отношении имеющегося, так и в отношении будущего имущества супругов.
Аиԥшәымацәа аиԥшәымаратә еилаӡараҿы иақәиҭуп ишьақәдыргылар аӡәи-аӡәи рныҟәеибагашьа, хаз-хазы ирыланагало амазара досу иалахәышьа, аҭаацәаратә харџьқәа рҿы досу ихәҭаа  алагалашьа аԥҟара; еилыҵраны иҟалозар рзеиԥш мазара аҟынтәи досу иҭатәхо ихәҭаа азыԥхьагәаҭара иара убас реиԥшәмаратә еилаӡараҿ иадырбар рылшоит рмазара иадҳәалоу егьырҭ иарбан зҵааразаалакгьы.	Супруги вправе определить в брачном договоре свои права и обязанности по взаимному содержанию, способы участия в доходах друг друга, порядок несения каждым из них семейных расходов; определить имущество, которое будет передано каждому из супругов в случае расторжения брака, а также включить в брачный договор любые иные положения, касающиеся имущественных отношений супругов.
Аиԥшәымаратә еилаӡарала иазыԥхьагәаҭоу аиԥшәымацәа рзинқәеи руалԥшьақәеи рынагӡара аԥкызар алшоит ишьақәыргыло ҿҳәарала, адҳәаларақәа азгәарҭар мамзаргьы хҭысқәак рыҟалара мамзаргьы рыҟамлара иахьыдрыԥшыр рылшоит.	Права и обязанности, предусмотренные брачным договором, могут ограничиваться определенными сроками либо ставиться в зависимость от наступления или от ненаступления определенных условий.
Аиԥшәымаратә еилаӡара аиԥшәымацәа рзинԥхықәреи рзинлшареи иԥнакыр залшом, хаҭала: рзинқәа рыхьчара азыҳәан аӡбарҭахь аныдҵаалара; имазаратәым аиԥшәымацәа хаҭалатәи реизыҟазаашьа, ахәыҷқәа ирызку рзинқәеи руалԥшьақәеи аҭагылазаара азыԥхьагәаҭо; излымшо, ацхыраара зҭаху аԥшәма ацхыраагӡа иоуразы имоу; аиԥшәмацәа рҟынтәи руаӡәк акыр иманшәалам аҭагылазаара иҭаргылара мамзаргьы аҭаацәаратә закәанеидкыла ашьаҭақәа ирҿагыло егьырҭ аҭагылазаашьақәа раԥҵара.	Брачный договор не может ограничивать правоспособность или дееспособность супругов, их право на обращение в суд за защитой своих прав; регулировать личные неимущественные отношения между супругами, права и обязанности супругов в отношении детей; предусматривать положения, ограничивающие право нетрудоспособного нуждающегося супруга на получение содержания; содержать другие условия, которые ставят одного из супругов в крайне неблагоприятное положение или противоречат основным началам семейного законодательства.
Аиԥшәымаратә еилаӡара аиҭакреи аԥыхреи	Изменение и расторжение брачного договора
Аиԥшәымаратә еилаӡара еиҭакзар мамзаргьы иаԥыхзар алшоит ианакәзаалакгьы дара аиԥшәымацәа еиқәышаҳаҭны. Аиԥшәымаратә еилаӡара аиҭакра мамзаргьы аԥыхра мҩаԥысуеит иара аилаӡара иамоу аформа ала.	Брачный договор может быть изменен или расторгнут в любое время по соглашению супругов. Соглашение об изменении или о расторжении брачного договора совершается в той же форме, что и сам брачный договор.
Аиԥшәымаратә еилаӡара ганкахьалатәи анамыгӡара ҟалаӡом.	Односторонний отказ от исполнения брачного договора не допускается.
Аԥсны Аҳәынҭқарра Атәылауаҩратә Закәанеидкыла ала аилаӡара аиҭакреи аԥыхреи рзы ишьақәыргыло (иаԥу) ашьаҭақәеи аԥҟарақәеи инарықәыршәаны, аиԥшәымацәа руаӡәк иҟаиҵо адҵақәҵақәа  ҵаҵӷәыс иаҭаны Аӡбара иаднакылоит аиԥшәымаратә еилаӡара шеиҭаку мамзаргьы ишаԥыху ала азыӡба.	По требованию одного из супругов брачный договор может быть изменен или расторгнут по решению суда по основаниям и в порядке, которые установлены Гражданским Кодексом Республики Абхазия  для изменения и расторжения договора.
Аиԥшәымаратә еилаӡара амчра нырҵәахоит аиԥшәымацәа ҵыхәаԥҵәарала аиԥшәымара ианаҟәыҵ аҽны инаркны (абри азакәанеидкыла а-ҷ 24), аиԥшәымаратәи еилаӡараҿы иазыԥхьагәаҭаз аиԥшәмацәа аиԥшәмара ҵыхәаԥҵәарала ианаҟәыҵ ашьҭахьтәи рхыдҵақәа раамҷыдарахаз.	Действие брачного договора прекращается с момента прекращения брака (статья 24 настоящего Кодекса), за исключением тех обязательств, которые предусмотрены брачным договором на период после прекращения брака.
Аиԥшәымаратә еилаӡара ииашам еилаӡароуп ҳәа азхаҵара	Признание брачного договора недействительным
Аиԥшәымаратә еилаӡара ишеибгоу мамзаргьы хәҭак ала ииашам ҳәа Аӡбара иазханаҵар алшоит ишеибгоу ма хәҭак ала Аԥсны Аҳәынҭқарра Атәылауаҩратә Закәанеидкыла аилаӡара аиашамра аиашамзаара злаԥхьагәанаҭо ашьаҭақәа рыла.	Брачный договор может быть признан судом недействительным полностью или частично по основаниям, предусмотренным Гражданским Кодексом Республики Абхазия для недействительности сделок.
Аиԥшәмаратә еилаӡара ишеибгоу мамзаргьы хәҭак ала ииашам ҳәа Аӡбара иазханаҵар алшоит, иара убас, аиԥшәымацәа руаӡәк иҟаиҵо адҵақәҵа ала уи аилаӡара аҭагылазаашьақәа акыр иара изыманшәаламкәаны иҟазар. Аиԥшәымаратә еилаӡара, абри  азакәанеидкыла ахәҭаҷ 43 ахәҭа 3 адҵақәа ирԥырхагахо иҟоу аҭагылазаашьақәа, мчыдоуп (ничтожны).	Суд может также признать брачный договор недействительным полностью или частично по требованию одного из супругов, если условия договора ставят этого супруга в крайне неблагоприятное положение. Условия брачного договора, нарушающие другие требования части 3 статьи 43 настоящего Кодекса, ничтожны.
9 АХЫ. АИԥШӘЫМАЦӘА РХЫДҴАҚӘА РЗЫ АҬАКԥХЫҚӘРА	Глава 9. Ответственность супругов по обязательствам
Аиԥшәымацәа рмазара ақәынкылара	Обращение взыскания на имущество супругов
Аиԥшәмыацәа руаӡәык ихыдҵа ашәаразы ақәынкылара алшоит иара иитәу амазара амацара ала. Уи имазара иазымхозар ауалҳәаҩы дақәиҭуп аиԥшәмацәа ирзеиԥшу амазара аҟынтәи ауал зқәу аԥшәма иқәнаго ахәҭаа алххарц адҵақәҵа аҟаҵара дақәиҭуп иалххо амазара ауал азы иқәынкылара алшартә еиԥш.	По обязательствам одного из супругов взыскание может быть обращено лишь на имущество этого супруга. При недостаточности этого имущества кредитор вправе требовать выдела доли супруга-должника, которая причиталась бы супругу-должнику при разделе общего имущества супругов, для обращения на нее взыскания.
Аиԥшәмацәа ирзеиԥшны ирыду ахыдҵа ирзеиԥшу амазара аҟынтәи ақәынкылара алшоит, иара убас, аиԥшәмацәа руаӡәык ихыдҵақәа рыла иоузгьы уи иоуз зегьы рҭаацәара ишақәхарџьыз аӡбара ала ишьақәыргылазар. Уи имазара аназымхо аиԥшәмацәа иарбоу ахыдҵа нарыгӡоит ирзеиԥшу ҭакԥхықәрала аҩыџьагьы рмазара рықәынкыларала.	Взыскание обращается на общее имущество супругов по общим обязательствам супругов, а также по обязательствам одного из супругов, если судом установлено, что все, полученное по обязательствам одним из супругов, было использовано на нужды семьи.
Аиԥшәмацәа ирзеиԥшу амазара руаӡәык иҟаиҵаз ацәгьаура иабзоураны ишроуз амазарагьы уи ала ишацлаз ашьауӷақәҵара ала ианышьақәыргылаха ақәынкылара азузар алшоит аиԥшәымацәа ирзеиԥшу амазара мамзаргьы уи ахәҭак.	При недостаточности этого имущества супруги несут по указанным обязательствам солидарную ответственность имуществом каждого из них. Если приговором суда установлено, что общее имущество супругов было приобретено или увеличено за счет средств, полученных одним из супругов преступным путем, взыскание может быть обращено соответственно на общее имущество супругов или на его часть.
Аиԥшәмацәа зықәра намӡац рхәыҷқәа рыла иҟаҵоу азарал ахарҭәаара азы ирыдло аҭакԥхықәра ҳәаақәнаҵоит атәылауаҩратә закәанԥҵара. Аиԥшәымацәа зықәра намӡац рхәыҷқәа рыла иҟаҵоу азарал ахарҭәаара азы, рмазара ақәынкылара азура мҩаԥысуеит абри ахәҭаҷ аҩбатәи ахәҭа инақәыршәаны.	Ответственность супругов за вред, причиненный их несовершеннолетними детьми, определяется гражданским законодательством. Обращение взыскания на имущество супругов при возмещении ими вреда, причиненного их несовершеннолетними детьми, производится в соответствии с частью 2 настоящей статьи.
Аиԥшәымаратә еилаӡара абжьаҵара, аиҭакра, аԥыхра раан ауаллаҵаҩцәа рзинқәа хәдықәҵара рзура	Гарантии прав кредиторов при заключении, изменении и расторжении брачного договора
Аиԥшәымаратә еилаӡара абжьаҵара, аилаӡара аиҭакра, аԥыхрараан ахыдҵа змо аԥшәма ихәҭоуп зуал рықәу ауалҳәаҩы адырра иҭара. Ари ауалԥшьа назмыгӡаз аԥшәма аиԥшәымаратә еилаӡара ҵакыс иарҭазаалакгьы ауалтә хыдҵақәа рынагӡаразы аҭакԥхықәра идлоит.	Супруг обязан уведомлять своего кредитора (кредиторов) о заключении, об изменении или о расторжении брачного договора. При невыполнении этой обязанности супруг отвечает по своим обязательствам независимо от содержания брачного договора.
Ауал зқәу иԥшәма, аҭагылазаашьаҿ аиҭакра иҟалаз инамаданы, Аԥсны Аҳәынҭқарра Атәылауаҩратә закәанеидкыла ахәҭаҷқәа 440-442 рыла ишьақәыргыло аԥҟарақәа инарықәыршәаны азин лымоуп (имоуп) ирыбжьарҵаз аилаӡара аиҭакразы мамзаргьы аԥыхразы адҵақәҵа ақәыргылара.	Кредитор (кредиторы) супруга-должника вправе требовать изменения условий или расторжения заключенного между ними договора в связи с существенно изменившимися обстоятельствами в порядке, установленном статьями 440 – 442 Гражданского кодекса Республики Абхазия.
IV Аҟәша Ахәыҷқәеи урҭ зыхшази рзинқәеи руалԥшьақәеи	Раздел IV. Права и обязанности родителей и детей
10 Ахы. Ахәыҷқәа рабшьҭра (зхылҵшьҭроу) ашьақәыргылара	Глава 10. Установление происхождения детей
Ахәыҷқәеи урҭ зхылҵызи рзинқәеи руалԥшьақәеи рцәырҵра ашьаҭақәа	Основание для возникновения прав и обязанностей родителей и детей
Ахәыҷқәеи урҭ зхылҵызи рзинқәеи руалԥшьақәеи шьаҭас ирымоуп азакәанԥҟара ала аршаҳаҭра зызу ахәыҷқәа абшьҭра (рхылҵшьҭра).	Права и обязанности родителей и детей основываются на происхождении детей, удостоверенном в установленном законом порядке.
Ахәыҷы дызхылҵшьҭроу ашьақәыргылара	Установление происхождения ребенка
Ахәыҷы иан дшылхылҵшьҭроу шьақәдыргылоит уи амедициантә еиҿкаара усбарҭаҟны иан дшылхылҵыз шьақәзырӷәӷәо аусшәҟәы ала, аха ахәыҷы дизар амедицинатә аусбарҭа анҭыҵ усҟан дызхылҵшьҭроу шьақәдыргылоит аҳақьымтә усшәҟәқәеи ашаҳаҭцәа рҳәамҭеи, иара убас, егьырҭ арҵабыргыгақәеи рыла.	Происхождение ребенка от матери (материнство) устанавливается на основании документов, подтверждающих рождение ребенка матерью в медицинском учреждении, а в случае рождения ребенка вне медицинского учреждения на основании медицинских документов, свидетельских показаний или на основании иных доказательств.
Еиԥшәымацәоу ахаҵеи аԥҳәыси рҟынтәи, иара убас  дара анеилыҵ ашьҭахь, мамзаргьы реиԥшәымара аныԥҵәаз ашьҭахь, мамзаргьы ахаҵа даныԥсы ашьҭахь хышә мшы нҵәаанӡа ииз ахәыҷы иаб иоуп ҳәа дазхаҵахоит ахәыҷы иан хаҵас илымаз, ус шакәым џьара акала арҵабыргыгак ыҟамзар. Ахәыҷы иабра шьақәнарӷәӷәоит иани иаби ирыбжьаз аиԥшәымара зырҵабыргуа аҭаҩра.	Если ребенок родился от лиц, состоящих в браке между собой, а также в течение трехсот дней с момента расторжения брака, признания его недействительным или с момента смерти супруга матери ребенка, отцом ребенка признается супруг (бывший супруг) матери, если не доказано иное (статья 53 настоящего Кодекса). Отцовство супруга матери ребенка удостоверяется записью об их браке.
Ииз ахәыҷы иан аиԥшәымара илыцаламыз ахаҵа иҟынтәи длоузар, уи изкны Абра ишьақәыргылахоит атәылауаҩратә ҭагылазаашьазы актқәа рҭаҩырҭа аусбарҭа ала ани а/би еицаларҵо арзаҳал шьаҭас иаҭаны; ахшара даниуаз ан дыԥсызар, мамзаргьы лзин лшаратә ԥхықәра хаҭәаам ҳәа дыԥхьаӡазар, мамзаргьы дахьыҟоу лыԥшаара алымшозар, мамзаргьы ланратә зин далыхәдатәхазар Абра ишьақәыргылахоит аб иалаигало арзаҳал ҵыҵӷәыс иаҭаны абекәынреи ахахәылхреи русбарҭа ақәшаҳаҭрала; уи аҩыза ақәшаҳаҭра ыҟамзар – Аӡбара иаднакыло азыӡба ала.	Отцовство лица, не состоящего в браке с матерью ребенка, устанавливается путем подачи в орган записи актов гражданского состояния совместного заявления отцом и матерью ребенка; в случае смерти матери, признания ее недееспособной, невозможности установления места нахождения матери или в случае лишения ее родительских прав – по заявлению отца ребенка с согласия органа опеки и попечительства, при отсутствии такого согласия – по решению суда.
Абра ашьақәыргыларазы ахәыҷы данилак ашьҭахь еиԥшәымацәам ахаҵеи аԥҳәыси рзы аԥынгылақәа цәырҵыр алшоит ҳәа агәҩара аныҟоу, имииц ахәыҷы иани иаби  ақәиҭуп атәылауаҩратә ҭагылазаашьазы актқәа (АҬАР) аусбарҭа ашҟа арзаҳал ахәыҷы диаанӡа иаларгалар.  Усҟан ахәыҷы ианреи иабреи ирызкны анҵамҭақәа ҟаҵахоит ахәыҷы данилак ашьҭахь.	При наличии обстоятельств, дающих основания предполагать, что подача совместного заявления об установлении отцовства может оказаться после рождения ребенка невозможной или затруднительной, родители будущего ребенка, не состоящие между собой в браке, вправе подать такое заявление в орган записи актов гражданского состояния во время беременности матери. Запись о родителях ребенка производится после рождения ребенка.
Жәаа шықәса зхыҵхьо зықәра хаҭәааз ауаҩы изкны иабшьҭра ашьақәыргылара алшоит иара ихаҭа дақәшаҳаҭны, аха иара изинлшаратә ԥхықәра хаҭәаамзар абекәынреи ахахәылхреи русбарҭа ақәшаҳаҭра ала.	Установление отцовства в отношении лица, достигшего возраста восемнадцати лет (совершеннолетия), допускается только с его согласия, а если оно признано недееспособным, – с согласия его опекуна или органа опеки и попечительства.
Аӡбарҭа ала Абра ашьақәыргылара	Установление отцовства в судебном порядке
Ахаҵеи аԥҳәыси рыбжьара аиԥшәымара рыбжьамкәа ахшаа дроур, урҭ еицаларҵаз мамзаргьы аб иалаиҵаз арзаҳалгьы аныҟам (Абри Азакәанеидкыла ахәҭаҷ 49 апункт 4) иалкаау  аӡә иҟынтәи ахәыҷы ихылҵшьҭра (Абра) шьақәнаргылоит Аӡбара дзыхшаз рахьынтәи руаӡәк, ахәыҷы иабекәын (ихахәылхҩы), мамзаргьы ахәыҷы дзааӡо иаларгало арзаҳал ала, мамзаргьы жәаа шықәса  анихыҵлак иара ахәыҷы ихаҭа иалаигало арзаҳал шьаҭас иаҭаны. Уи арзаҳал ахәаԥшраан Аӡбара ҵаҵӷәыс иҟанаҵоит иарбанызаалакгьы гәыҩбарада ахәыҷы хықәкыла дызхылҵшьҭроу шьақәзырӷәӷәо арҵабыргыга.	В случае рождения ребенка у родителей, не состоящих в браке между собой, и при отсутствии совместного заявления родителей или заявления отца ребенка (часть 4 статьи 49 настоящего Кодекса) происхождение ребенка от конкретного лица (отцовство) устанавливается в судебном порядке по заявлению одного из родителей, опекуна (попечителя) ребенка или по заявлению лица, на иждивении которого находится ребенок, а также по заявлению самого ребенка по достижении им совершеннолетия. При этом суд принимает во внимание любые доказательства, с достоверностью подтверждающие происхождение ребенка от конкретного лица.
