RU1	ПЛАНЕТА
RU1697	осадка
RU1698	и
RU1699	образуют
RU1700	дельты.
RU1701	В
RU1702	Бангладеш
RU1703	реки
RU1704	Ганг
RU1705	и
RU1706	Брахмапутра
RU1707	сливаясь,
RU1708	образуют
RU1709	самую
RU1710	большую
RU1711	дельту
RU1712	в
RU1713	мире.
RU1714	Каждый
RU1715	год
RU1716	они
RU1717	вымывают
RU1718	в
RU1719	гималаях
RU1720	почти
RU1721	2
RU1722	тысячи
RU1723	миллионов
RU1724	тонн
RU1725	осадочных
RU1726	пород
RU1727	и
RU1728	переносят
RU1729	их
RU1730	в
RU1731	океан.
RU1732	В
RU1733	дельте
RU1734	находится
RU1735	самый
RU1736	большой
RU1737	мангровый
RU1738	лес
RU1739	в
RU1740	мире
RU1741	-
RU1742	сударбан.
RU1743	Эти
RU1744	необычные
RU1745	леса
RU1746	растут
RU1747	по
RU1748	всем
RU1749	тропикам
RU1750	в
RU1751	прибрежной
RU1752	зоне,
RU1753	там,
RU1754	где
RU1755	реки
RU1756	встречаются
RU1757	с
RU1758	морем.
RU1759	Макаки-крабоеды
RU1760	обитают
RU1761	в
RU1762	мангровых
RU1763	зарослях.
RU1764	В
RU1765	Индонезии
RU1766	макаки
RU1767	приспособились
RU1768	к
RU1769	уникальному
RU1770	для
RU1771	обезьян
RU1772	водному
RU1773	образу
RU1774	жизни.
RU1775	Они
RU1776	собирают
RU1777	пищу
RU1778	под
RU1779	водой.
RU1780	Кроме
RU1781	того,
RU1782	в
RU1783	воде
RU1784	они
RU1785	охлаждаются
RU1786	во
RU1787	время
RU1788	дневной
RU1789	жары.
RU1790	Протоки
RU1791	служаттак
RU1792	же
RU1793	игровой
RU1794	площадкой
RU1795	для
RU1796	неугомонных
RU1797	молодых
RU1798	макак.
RU1799	Некоторые
RU1800	молодые
RU1801	освоили
RU1802	подводное
RU1803	плавание.
RU1804	Они
RU1805	могут
RU1806	задерживать
RU1807	дыхание
RU1808	на
RU1809	полминуты,
RU1810	и,
RU1811	похоже,
RU1812	ныряют
RU1813	исключительно
RU1814	для
RU1815	удовольствия.
RU1816	Но,
RU1817	конечно,
RU1818	навыки
RU1819	полученные
RU1820	в
RU1821	процессе
RU1822	игры,
RU1823	несомненно,
RU1824	пригодятся
RU1825	им
RU1826	в
RU1827	дальнейшей
RU1828	жизни
RU1829	в
RU1830	мангровых
RU1831	лесах.
RU1832	В
RU1833	более
RU1834	холодных
RU1835	широтах
RU1836	ил,
RU1837	откладывающийся
RU1838	в
RU1839	эстуариях,
RU1840	заселяют
RU1841	солончаковые
RU1842	травы.
RU1843	В
RU1844	результате
RU1845	образуется
RU1846	одна
RU1847	из
RU1848	самых
RU1849	плодородных
RU1850	экосистем
RU1851	на
RU1852	планете.
RU1853	400
RU1854	тысяч
RU1855	белых
RU1856	гусей
RU1857	слетаются
RU1858	в
RU1859	эстуарии
RU1860	на
RU1861	Атлантическом
RU1862	побережье
RU1863	соединённых
RU1864	Штатов,
RU1865	чтобы
RU1866	отдохнуть
RU1867	и
RU1868	набраться
RU1869	сил
RU1870	перед
RU1871	долгой
RU1872	миграцией.
RU1873	Здесь
RU1874	кончается
RU1875	путешествие
RU1876	рек,
RU1877	сообща
RU1878	они
RU1879	размывают
RU1880	горы
RU1881	и
RU1882	переносят
RU1883	их
RU1884	в
RU1885	океан,
RU1886	и
RU1887	на
RU1888	протяжении
RU1889	всего
RU1890	пути
RU1891	их
RU1892	воды
RU1893	несут
RU1894	изобилие
RU1895	обитателям
RU1896	планеты
RU1897	Земля.
RU1898	Продюсер
RU1899	МАРК
RU1900	БРАУНЛОУ
RU1901	Операторы:
RU1902	ДАГ
RU1903	АНДЕРсОН,
RU1904	РИЧАРД
RU1905	БАРТОН,
RU1906	РОД
RU1907	КЛАРК,
RU1908	МАРТИН
RU1909	КОЛБЕК,
RU1910	РИЧАРД
RU1911	КИРБИ
RU1912	и
RU1913	другие
RU1914	Композитор
RU1915	ДЖОРДЖ
RU1916	ФЕНТОН
RU1917	Продюсер
RU1918	сериала
RU1919	АЛИсТЕР
RU1920	ФОТЕРГИЛЛ
RU1921	ведущий
RU1922	ДЭВИД
RU1923	АТТЕНБОРО
RU1924	Производство
RU1925	"Би-Би-си"
RU1926	Рассказывал
RU1927	НИКОЛАЙ
RU1928	ДРОЗДОВ
