RU1	ПЛАНЕТА
RU1687	не
RU1688	видит
RU1689	даже,
RU1690	куда
RU1691	движется.
RU1692	Это
RU1693	-
RU1694	древнейший
RU1695	моллюск,
RU1696	его
RU1697	ближайшие
RU1698	родичи
RU1699	-
RU1700	кальмары
RU1701	и
RU1702	осьминоги,
RU1703	которые
RU1704	в
RU1705	процессе
RU1706	эволюции
RU1707	утратили
RU1708	раковину,
RU1709	а
RU1710	осьминог
RU1711	стал
RU1712	одним
RU1713	из
RU1714	главных
RU1715	врагов
RU1716	наутилуса.
RU1717	Вот
RU1718	он,
RU1719	мастер
RU1720	маскировки.
RU1721	Наутилус
RU1722	старается
RU1723	держаться
RU1724	подальше
RU1725	от
RU1726	осьминога.
RU1727	На
RU1728	его
RU1729	маленьких
RU1730	щупальцах
RU1731	расположены
RU1732	чувствительные
RU1733	химические
RU1734	рецепторы,
RU1735	они
RU1736	улавливают
RU1737	малейшие
RU1738	следы,
RU1739	как
RU1740	добычи,
RU1741	так
RU1742	и
RU1743	хищника.
RU1744	В
RU1745	этот
RU1746	раз
RU1747	осьминога.
RU1748	А
RU1749	теперь
RU1750	он
RU1751	использует
RU1752	свой
RU1753	водомёт
RU1754	для
RU1755	сдувания
RU1756	песка.
RU1757	На
RU1758	плавание
RU1759	наутилус
RU1760	тратит
RU1761	совсем
RU1762	мало
RU1763	энергии,
RU1764	ему
RU1765	достаточно
RU1766	поесть
RU1767	один
RU1768	раз
RU1769	в
RU1770	месяц.
RU1771	Он
RU1772	что-то
RU1773	нашёл.
RU1774	Вот
RU1775	и
RU1776	хорошо,
RU1777	приближается
RU1778	рассвет,
RU1779	ему
RU1780	пора
RU1781	возвращаться
RU1782	на
RU1783	глубину.
RU1784	А
RU1785	в
RU1786	пятидесяти
RU1787	километрах
RU1788	от
RU1789	этого
RU1790	места
RU1791	к
RU1792	поверхности
RU1793	устремились
RU1794	стаи
RU1795	кальмаров.
RU1796	По
RU1797	ночам
RU1798	они
RU1799	выискивают
RU1800	среди
RU1801	планктона
RU1802	мелкую
RU1803	рыбу.
RU1804	Но
RU1805	сами
RU1806	они
RU1807	начеку.
RU1808	Рядом
RU1809	оказались
RU1810	тихоокеанские
RU1811	пятнистые
RU1812	дельфины.
RU1813	Они
RU1814	ориентируются
RU1815	с
RU1816	помощью
RU1817	эхолокации.
RU1818	Дельфины
RU1819	часто
RU1820	охотятся
RU1821	сообща,
RU1822	они
RU1823	атакуют
RU1824	одновременно
RU1825	и
RU1826	сбивают
RU1827	с
RU1828	толку
RU1829	добычу.
RU1830	А
RU1831	на
RU1832	рассвете
RU1833	кальмары,
RU1834	рыбы
RU1835	и
RU1836	планктон
RU1837	возвращаются
RU1838	в
RU1839	тёмные
RU1840	глубины.
RU1841	Некоторые
RU1842	подводные
RU1843	вулканы
RU1844	возвышаются
RU1845	на
RU1846	9
RU1847	тысяч
RU1848	метров
RU1849	от
RU1850	морского
RU1851	дна,
RU1852	и
RU1853	почти
RU1854	касаются
RU1855	вершинами
RU1856	поверхности
RU1857	воды.
RU1858	Вокруг
RU1859	этих
RU1860	вершин,
RU1861	ежедневно
RU1862	освещаемых
RU1863	солнцем,
RU1864	раскинулся
RU1865	фантастический
RU1866	мир
RU1867	с
RU1868	богатейшей
RU1869	морской
RU1870	флорой
RU1871	и
RU1872	фауной.
RU1873	Рыбы
RU1874	собираются
RU1875	здесь,
RU1876	потому
RU1877	что
RU1878	вулкан
RU1879	поставляет
RU1880	к
RU1881	поверхности
RU1882	питательные
RU1883	вещества.
RU1884	Они
RU1885	вызывают
RU1886	рост
RU1887	планктона.
RU1888	Океанский
RU1889	странник,
RU1890	луна-рыба.
RU1891	Она
RU1892	заглянула
RU1893	на
RU1894	риф
RU1895	к
RU1896	рыбам-чистильщикам.
RU1897	Рыбы-бабочки
RU1898	аккуратно
RU1899	склёвывают
RU1900	с
RU1901	её
RU1902	боков
RU1903	разнообразных
RU1904	паразитов.
RU1905	Эта
RU1906	гигантская
RU1907	рыба
RU1908	живёт
RU1909	на
RU1910	километровой
RU1911	глубине,
RU1912	там
RU1913	вода
RU1914	на
RU1915	20
RU1916	градусов
RU1917	холоднее,
RU1918	и
RU1919	там
RU1920	эта
RU1921	рыба
RU1922	питается
RU1923	медузами.
RU1924	Визит
RU1925	в
RU1926	поверхностные
RU1927	воды
RU1928	позволяет
RU1929	ей
RU1930	согреться
RU1931	перед
RU1932	тем,
RU1933	как
RU1934	вновь
RU1935	нырнуть
RU1936	в
RU1937	бездну.
RU1938	А
RU1939	вершина
RU1940	этого
RU1941	вулкана
RU1942	возвышается
RU1943	над
RU1944	поверхностью
RU1945	моря.
RU1946	Это
RU1947	-
RU1948	остров
RU1949	вознесения.
RU1950	До
RU1951	ближайшей
RU1952	суши
RU1953	1300
RU1954	километров.
RU1955	Остров
RU1956	вознесения
RU1957	-
RU1958	важный
RU1959	перевалочный
RU1960	пункт
RU1961	на
RU1962	пути
RU1963	мигрирующих
RU1964	животных.
RU1965	Фрегаты
RU1966	месяцами
RU1967	непрерывно
RU1968	летают
RU1969	над
RU1970	морем,
RU1971	но
RU1972	на
RU1973	время
RU1974	гнездования
RU1975	слетаются
RU1976	на
RU1977	остров
RU1978	вознесения
RU1979	со
RU1980	всех
RU1981	концов
RU1982	океана.
RU1983	Голые
RU1984	склоны
RU1985	гор
RU1986	сложены
RU1987	из
RU1988	вулканического
RU1989	пепла
RU1990	и
RU1991	лавы.
RU1992	Они
RU1993	-
RU1994	вполне
RU1995	подходящее
RU1996	место
RU1997	для
RU1998	устройства
RU1999	гнёзд.
RU2000	Но
RU2001	фрегаты
RU2002	выбирают
RU2003	ещё
RU2004	более
RU2005	укромный
RU2006	уголок.
RU2007	Остров
RU2008	Бодсвейнбёрн
RU2009	-
RU2010	одиночная
RU2011	скала
RU2012	близ
RU2013	острова
RU2014	вознесения.
RU2015	Учитывая
RU2016	размах
RU2017	крыльев,
RU2018	фрегаты
RU2019	-
RU2020	самые
RU2021	лёгкие
RU2022	птицы
RU2023	в
RU2024	мире,
RU2025	поэтому
RU2026	они
RU2027	могут
RU2028	неделями
RU2029	парить
RU2030	в
RU2031	воздухе
RU2032	без
RU2033	усилий.
RU2034	Они
RU2035	гораздо
RU2036	комфортнее
RU2037	чувствуют
RU2038	себя
RU2039	в
RU2040	небе,
RU2041	чем
RU2042	в
RU2043	переполненной
RU2044	колонии
RU2045	на
RU2046	земле,
RU2047	но
RU2048	гнездиться
RU2049	приходится.
RU2050	Они
RU2051	слетаются
RU2052	сюда
RU2053	со
RU2054	всей
RU2055	Атлантики,
RU2056	это
RU2057	-
RU2058	их
RU2059	единственная
RU2060	колония.
RU2061	А
RU2062	рядом
RU2063	гнездятся
RU2064	олуши.
RU2065	Для
RU2066	продолжения
RU2067	рода
RU2068	морские
RU2069	птицы
RU2070	по
RU2071	всему
RU2072	миру
RU2073	выбираюттакие
RU2074	же
RU2075	далёкие
RU2076	острова.
RU2077	Ну,
RU2078	а
RU2079	другие
RU2080	животные
RU2081	прибывают
RU2082	на
RU2083	остров
RU2084	вознесения
RU2085	вплавь.
RU2086	самка
RU2087	зелёной
RU2088	черепахи
RU2089	приближается
RU2090	к
RU2091	берегу.
RU2092	Она
RU2093	не
RU2094	ела
RU2095	уже
RU2096	2
RU2097	месяца.
RU2098	Она
RU2099	проделала
RU2100	полторы
RU2101	тысячи
RU2102	километров
RU2103	от
RU2104	места
RU2105	кормёжки.
RU2106	самая
RU2107	продолжительная
RU2108	миграция
RU2109	среди
RU2110	представителей
RU2111	её
RU2112	вида,
RU2113	зелёных
RU2114	черепах.
RU2115	Многие
RU2116	черепахи
RU2117	уже
RU2118	здесь,
RU2119	отдыхают
RU2120	на
RU2121	песчаном
RU2122	дне
RU2123	в
RU2124	ожидании
RU2125	темноты,
RU2126	когда
RU2127	можно
RU2128	будет
RU2129	без
RU2130	опаски
RU2131	выбраться
RU2132	на
RU2133	берег.
RU2134	Из
RU2135	яиц,
RU2136	отложенных
RU2137	несколько
RU2138	недель
RU2139	назад,
RU2140	в
RU2141	начале
RU2142	сезона,
RU2143	уже
RU2144	вылупляются
RU2145	черепашата.
RU2146	Чаще
RU2147	всего
RU2148	это
RU2149	происходит
RU2150	ночью,
RU2151	а
RU2152	вот
RU2153	сейчас,
RU2154	при
RU2155	свете
RU2156	дня,
RU2157	детёныши
RU2158	очень
RU2159	уязвимы.
RU2160	Они
RU2161	должны
RU2162	как
RU2163	можно
RU2164	быстрее
RU2165	добраться
RU2166	до
RU2167	воды.
RU2168	Но
RU2169	их
RU2170	испытания
RU2171	только
RU2172	начались.
RU2173	Многие
RU2174	из
RU2175	них
RU2176	просто
RU2177	утонут
RU2178	в
RU2179	бурных
RU2180	волнах.
RU2181	В
RU2182	течение
RU2183	ближайших
RU2184	20
RU2185	лет
RU2186	большинство
RU2187	этих
RU2188	черепашек
RU2189	неминуемо
RU2190	погибнет.
RU2191	Но
RU2192	те,
RU2193	кто
RU2194	выживет,
RU2195	в
RU2196	конце
RU2197	концов,
RU2198	вернутся
RU2199	на
RU2200	тот
RU2201	самый
RU2202	пляж,
RU2203	где
RU2204	они
RU2205	сами
RU2206	появились
RU2207	на
RU2208	свет,
RU2209	как
RU2210	это
RU2211	делали
RU2212	и
RU2213	их
RU2214	матери.
RU2215	Мы
RU2216	до
RU2217	сих
RU2218	пор
RU2219	гадаем,
RU2220	как
RU2221	они
RU2222	находят
RU2223	дорогу
RU2224	в
RU2225	открытом
RU2226	океане.
RU2227	щтчасти
RU2228	по
RU2229	солнцу
RU2230	и
RU2231	звёздам,
RU2232	отчасти
RU2233	по
RU2234	запаху
RU2235	и
RU2236	вкусу
RU2237	морскихтечений.
RU2238	А
RU2239	фрегат
RU2240	парит
RU2241	над
RU2242	водой.
RU2243	Где-то
RU2244	в
RU2245	простирающемся
RU2246	внизу
RU2247	океане
RU2248	есть
RU2249	долгожданная
RU2250	пища,
RU2251	но
RU2252	где?
RU2253	Тот,
RU2254	кто
RU2255	летает
RU2256	над
RU2257	водой,
RU2258	должен
RU2259	уметь
RU2260	распознавать
RU2261	малейшие
RU2262	признаки
RU2263	добычи.
RU2264	Иначе
RU2265	не
RU2266	выживешь.
RU2267	В
RU2268	ста
RU2269	пятидесяти
RU2270	километрах
RU2271	от
RU2272	Мексиканского
RU2273	побережья
RU2274	зоркий
RU2275	глаз
RU2276	фрегата
RU2277	заметил
RU2278	движение.
RU2279	Парусники,
RU2280	каждый
RU2281	три
RU2282	метра
RU2283	длиной,
RU2284	окружают
RU2285	добычу.
RU2286	Они
RU2287	используют
RU2288	ровно
RU2289	столько
RU2290	энергии,
RU2291	сколько
RU2292	нужно
RU2293	для
RU2294	охоты.
RU2295	Ни
RU2296	одного
RU2297	лишнего
RU2298	взмаха
RU2299	плавниками.
RU2300	Около
RU2301	сотни
RU2302	парусников
RU2303	окружили
RU2304	стаю
RU2305	мелкой
RU2306	рыбы.
RU2307	Увидеть
RU2308	столько
RU2309	охотников
RU2310	в
RU2311	одном
RU2312	месте
RU2313	-
RU2314	большая
RU2315	редкость.
RU2316	Загоняя
RU2317	добычу
RU2318	парусники
RU2319	поднимают
RU2320	свои
RU2321	огромные
RU2322	спинные
RU2323	плавники.
RU2324	Надо
RU2325	быть
RU2326	осторожным,
RU2327	плохо
RU2328	рассчитанный
RU2329	удар
RU2330	одного
RU2331	парусника
RU2332	может
RU2333	окончиться
RU2334	серьёзным
RU2335	ранением
RU2336	для
RU2337	другого.
RU2338	Но
RU2339	каждый
RU2340	парусник
RU2341	постоянно
RU2342	меняет
RU2343	цвет
RU2344	от
RU2345	синего
RU2346	к
RU2347	чёрному,
RU2348	так
RU2349	он
RU2350	предупреждает
RU2351	своих
RU2352	соратников
RU2353	о
RU2354	намерениях
RU2355	и
RU2356	сбивает
RU2357	с
RU2358	толку
RU2359	добычу.
RU2360	Приближаясь,
RU2361	стая
RU2362	оказывается
RU2363	в
RU2364	пределах
RU2365	досягаемости
RU2366	морских
RU2367	птиц.
RU2368	В
RU2369	открытом
RU2370	океане
RU2371	мелкой
RU2372	рыбе
RU2373	просто
RU2374	негде
RU2375	спрятаться.
RU2376	Парусники
RU2377	-
RU2378	очень
RU2379	активные
RU2380	хищники,
RU2381	чтобы
RU2382	выжить,
RU2383	они
RU2384	должны
RU2385	питаться
RU2386	каждый
RU2387	день,
RU2388	а
RU2389	это
RU2390	значит,
RU2391	что
RU2392	всю
RU2393	свою
RU2394	жизнь
RU2395	они
RU2396	проводят
RU2397	в
RU2398	движении.
RU2399	Океаны
RU2400	занимают
RU2401	большую
RU2402	часть
RU2403	полезной
RU2404	площади
RU2405	нашей
RU2406	планеты.
RU2407	В
RU2408	них
RU2409	обитает
RU2410	самое
RU2411	большое
RU2412	из
RU2413	существующих
RU2414	и
RU2415	когда-либо
RU2416	существовавших
RU2417	животных.
RU2418	синий
RU2419	кит.
RU2420	Некоторые
RU2421	самцы
RU2422	весят
RU2423	почти
RU2424	200
RU2425	тонн,
RU2426	вдвое
RU2427	больше
RU2428	самого
RU2429	крупного
RU2430	динозавра.
RU2431	Несмотря
RU2432	на
RU2433	их
RU2434	гигантские
RU2435	размеры,
RU2436	мы
RU2437	по-прежнему
RU2438	мало
RU2439	знаем
RU2440	о
RU2441	них.
RU2442	Куда
RU2443	они
RU2444	плывут
RU2445	по
RU2446	безбрежным
RU2447	океанам?
RU2448	Где
RU2449	они
RU2450	размножаются?
RU2451	щтдельные
RU2452	факты,
RU2453	отдельные
RU2454	догадки.
RU2455	Но
RU2456	мы
RU2457	хорошо
RU2458	знаем,
RU2459	что
RU2460	это
RU2461	самое
RU2462	большое
RU2463	животное
RU2464	на
RU2465	планете
RU2466	питается
RU2467	исключительно
RU2468	самыми
RU2469	мелкими
RU2470	рачками,
RU2471	похожими
RU2472	на
RU2473	креветок.
RU2474	Их
RU2475	имя
RU2476	криль.
RU2477	За
RU2478	один
RU2479	глоток
RU2480	они
RU2481	набирают
RU2482	в
RU2483	роттонны
RU2484	воды
RU2485	и
RU2486	процеживают
RU2487	её
RU2488	через
RU2489	цедильный
RU2490	аппарат.
RU2491	Ежедневно
RU2492	каждый
RU2493	кит
RU2494	проглатывает
RU2495	около
RU2496	четырёх
RU2497	миллионов
RU2498	рачков.
RU2499	Размеры
RU2500	этого
RU2501	урожая
RU2502	зависят
RU2503	от
RU2504	сохранения
RU2505	существующих
RU2506	богатств
RU2507	океана.
RU2508	Но
RU2509	глобальные
RU2510	перемены
RU2511	климата
RU2512	угрожают
RU2513	большим
RU2514	скоплениям
RU2515	планктона,
RU2516	которым
RU2517	питаются
RU2518	киты.
RU2519	Ещё
RU2520	совсем
RU2521	недавно
RU2522	океаны
RU2523	бороздили
RU2524	300
RU2525	тысяч
RU2526	синих
RU2527	китов,
RU2528	а
RU2529	сегодня,
RU2530	страшно
RU2531	подумать,
RU2532	от
RU2533	прежней
RU2534	популяции
RU2535	осталось
RU2536	меньше
RU2537	3%.
RU2538	На
RU2539	нашей
RU2540	планете
RU2541	ещё
RU2542	много
RU2543	чудес.
RU2544	Исследуя
RU2545	их,
RU2546	мы
RU2547	обретаем
RU2548	не
RU2549	только
RU2550	знания,
RU2551	но
RU2552	и
RU2553	власть
RU2554	над
RU2555	природой.
RU2556	И
RU2557	сегодня
RU2558	в
RU2559	наших
RU2560	руках
RU2561	находится
RU2562	не
RU2563	только
RU2564	будущее
RU2565	китов,
RU2566	но
RU2567	и
RU2568	выживание
RU2569	всех
RU2570	биологических
RU2571	видов
RU2572	во
RU2573	всех
RU2574	уголках
RU2575	планеты.
RU2576	В
RU2577	нашей
RU2578	власти
RU2579	уничтожить
RU2580	их
RU2581	или
RU2582	сохранить.
RU2583	Выбор
RU2584	за
RU2585	нами.
RU2586	Решайте
RU2587	люди,
RU2588	ведь
RU2589	мы
RU2590	хотим
RU2591	жить
RU2592	на
RU2593	живой
RU2594	планете.
RU2595	Продюсеры
RU2596	ЭНДИ
RU2597	БАИяТ
RU2598	и
RU2599	ПЕННИ
RU2600	АЛЛЕН
RU2601	Операторы:
RU2602	ДАГ
RU2603	АНДЕРсОН,
RU2604	ПОЛ
RU2605	ЭТКИНс,
RU2606	сТИВ
RU2607	ДАУНЕР,
RU2608	КИОШИ
RU2609	ЭНОМОТО,
RU2610	ТОМ
RU2611	ФИТЦ
RU2612	и
RU2613	другие
RU2614	Композитор
RU2615	ДЖОРДЖ
RU2616	ФЕНТОН
RU2617	Продюсер
RU2618	сериала
RU2619	АЛИсТЕР
RU2620	ФОТЕРГИЛЛ
RU2621	Производство
RU2622	"Би-Би-си"
RU2623	Рассказывал
RU2624	НИКОЛАЙ
RU2625	ДРОЗДОВ
