RU1	ПЛАНЕТА
RU1690	свет
RU1691	потомство.
RU1692	Канадские
RU1693	журавли
RU1694	прилетели
RU1695	с
RU1696	зимовок
RU1697	на
RU1698	юге
RU1699	сША.
RU1700	Там
RU1701	они
RU1702	переждали
RU1703	зиму.
RU1704	Их
RU1705	птенцы
RU1706	пополняют
RU1707	ряды
RU1708	молодняка
RU1709	и
RU1710	начинают
RU1711	исследовать
RU1712	тундру.
RU1713	Рядом
RU1714	с
RU1715	ними
RU1716	птенцы
RU1717	куликов.
RU1718	На
RU1719	несколько
RU1720	месяцев
RU1721	в
RU1722	году
RU1723	Арктика
RU1724	становится
RU1725	страной
RU1726	полночного
RU1727	солнца,
RU1728	и
RU1729	24
RU1730	часа
RU1731	света
RU1732	позволяют
RU1733	животным
RU1734	кормиться
RU1735	круглосуточно.
RU1736	У
RU1737	песца,
RU1738	наконец,
RU1739	достаточно
RU1740	пищи,
RU1741	чтобы
RU1742	прокормить
RU1743	большую
RU1744	семью.
RU1745	Если
RU1746	строишь
RU1747	гнездо
RU1748	на
RU1749	открытом
RU1750	месте,
RU1751	то
RU1752	будь
RU1753	готов,
RU1754	что
RU1755	придётся
RU1756	его
RU1757	защищать.
RU1758	Большие
RU1759	поморники
RU1760	рьяно
RU1761	прогоняют
RU1762	любых
RU1763	нарушителей,
RU1764	даже
RU1765	крупныхтравоядных,
RU1766	даже
RU1767	карибу.
RU1768	Так.
RU1769	Не
RU1770	подходи
RU1771	к
RU1772	гнезду.
RU1773	Какой
RU1774	молодец,
RU1775	вот
RU1776	поморник,
RU1777	не
RU1778	даёт
RU1779	наступить
RU1780	на
RU1781	гнездо.
RU1782	Ледяной
RU1783	мир
RU1784	самца
RU1785	белого
RU1786	медведя
RU1787	окончательно
RU1788	растаял.
RU1789	Пока
RU1790	самку
RU1791	держат
RU1792	на
RU1793	суше
RU1794	детёныши,
RU1795	самец
RU1796	в
RU1797	поисках
RU1798	пищи
RU1799	отправляется
RU1800	в
RU1801	море.
RU1802	Он
RU1803	ныряет,
RU1804	рассчитывая
RU1805	подстеречь
RU1806	тюленей,
RU1807	отдыхающих
RU1808	на
RU1809	оставшихся
RU1810	льдинах.
RU1811	В
RU1812	этой
RU1813	новой
RU1814	среде
RU1815	медведь
RU1816	оказывается
RU1817	на
RU1818	удивление
RU1819	искусным
RU1820	пловцом.
RU1821	Ещё
RU1822	недавно
RU1823	увидеть
RU1824	белого
RU1825	медведя
RU1826	в
RU1827	ста
RU1828	километрах
RU1829	от
RU1830	берега
RU1831	считалось
RU1832	большой
RU1833	редкостью,
RU1834	Но
RU1835	теперь
RU1836	обильное
RU1837	таяние
RU1838	льдов
RU1839	заставляет
RU1840	их
RU1841	большую
RU1842	часть
RU1843	времени
RU1844	проводить
RU1845	в
RU1846	воде
RU1847	в
RU1848	этот
RU1849	период
RU1850	года.
RU1851	И
RU1852	у
RU1853	этого
RU1854	медведя
RU1855	обратного
RU1856	пути
RU1857	уже
RU1858	нет,
RU1859	он
RU1860	должен
RU1861	плыть
RU1862	всё
RU1863	дальше
RU1864	в
RU1865	море.
RU1866	В
RU1867	поисках
RU1868	пищи.
RU1869	Огромные
RU1870	передние
RU1871	лапы
RU1872	помогают
RU1873	бороться
RU1874	с
RU1875	океаническими
RU1876	течениями.
RU1877	Кажется,
RU1878	что
RU1879	он
RU1880	чувствует
RU1881	себя
RU1882	как
RU1883	дома
RU1884	в
RU1885	океане,
RU1886	но
RU1887	он
RU1888	не
RU1889	может
RU1890	плыть
RU1891	бесконечно.
RU1892	Он
RU1893	просто
RU1894	утонет,
RU1895	если
RU1896	не
RU1897	сможет
RU1898	найти
RU1899	сушу
RU1900	в
RU1901	бескрайнем
RU1902	океане.
RU1903	К
RU1904	счастью,
RU1905	на
RU1906	горизонте
RU1907	появились
RU1908	острова.
RU1909	Моржи
RU1910	собираются
RU1911	на
RU1912	низколежащих
RU1913	островах.
RU1914	Эти
RU1915	крупные
RU1916	ластоногие
RU1917	севера
RU1918	произвели
RU1919	потомство
RU1920	на
RU1921	льдинах,
RU1922	но
RU1923	теперь,
RU1924	когда
RU1925	ледяной
RU1926	покров
RU1927	сошёл,
RU1928	они
RU1929	должны
RU1930	искать
RU1931	новые
RU1932	места
RU1933	для
RU1934	лежбищ
RU1935	и
RU1936	ухода
RU1937	за
RU1938	детёнышами.
RU1939	После
RU1940	нескольких
RU1941	дней
RU1942	плавания
RU1943	самец
RU1944	белого
RU1945	медведя,
RU1946	наконец,
RU1947	выходит
RU1948	на
RU1949	берег,
RU1950	привлечённый
RU1951	резким
RU1952	запахом
RU1953	со
RU1954	стороны
RU1955	острова.
RU1956	Запахом
RU1957	пищи.
RU1958	К
RU1959	концу
RU1960	лета
RU1961	медведь
RU1962	потерял
RU1963	половину
RU1964	своего
RU1965	веса,
RU1966	в
RU1967	отсутствие
RU1968	льдов
RU1969	он
RU1970	вынужден
RU1971	искать
RU1972	пищу
RU1973	на
RU1974	суше.
RU1975	На
RU1976	этом
RU1977	острове
RU1978	добыть
RU1979	еду
RU1980	будет
RU1981	нелегко.
RU1982	Эти
RU1983	громадные
RU1984	ластоногие
RU1985	не
RU1986	дадут
RU1987	себя
RU1988	в
RU1989	обиду.
RU1990	самец
RU1991	весит
RU1992	больше
RU1993	тонны
RU1994	и
RU1995	вооружён
RU1996	клыками
RU1997	метровой
RU1998	длины.
RU1999	После
RU2000	утомительного
RU2001	плавания
RU2002	медведю
RU2003	нужно
RU2004	восстановить
RU2005	силы.
RU2006	щтдохнуть.
RU2007	На
RU2008	следующий
RU2009	день
RU2010	остров
RU2011	окутываеттуман.
RU2012	Моржи
RU2013	чуют
RU2014	опасность.
RU2015	Под
RU2016	прикрытием
RU2017	тумана
RU2018	медведь
RU2019	подходит
RU2020	к
RU2021	стаду.
RU2022	Взрослые
RU2023	смыкают
RU2024	ряды
RU2025	вокруг
RU2026	своих
RU2027	детёнышей,
RU2028	образуя
RU2029	стену
RU2030	из
RU2031	жира
RU2032	и
RU2033	толстых
RU2034	шкур.
RU2035	Медведь
RU2036	пробует
RU2037	барьер
RU2038	на
RU2039	прочность.
RU2040	Но
RU2041	моржи
RU2042	не
RU2043	поддаются.
RU2044	Похоже,
RU2045	что
RU2046	самый
RU2047	крупный
RU2048	наземный
RU2049	хищник
RU2050	в
RU2051	мире
RU2052	встретил
RU2053	равного
RU2054	противника.
RU2055	Должна
RU2056	же
RU2057	быть
RU2058	хоть
RU2059	какая-то
RU2060	щель
RU2061	в
RU2062	этой
RU2063	броне?
RU2064	Ну,
RU2065	точно
RU2066	не
RU2067	здесь.
RU2068	самка
RU2069	заслоняет
RU2070	собой
RU2071	детёныша,
RU2072	медведь
RU2073	пытается
RU2074	отпихнуть
RU2075	её
RU2076	в
RU2077	сторону.
RU2078	Даже
RU2079	когти
RU2080	и
RU2081	зубы
RU2082	белого
RU2083	медведя
RU2084	не
RU2085	способны
RU2086	продырявить
RU2087	толстую
RU2088	шкуру
RU2089	моржа.
RU2090	стадо
RU2091	уходит
RU2092	в
RU2093	воду,
RU2094	медведь
RU2095	должен
RU2096	действовать
RU2097	быстро.
RU2098	Потерпев
RU2099	неудачу
RU2100	с
RU2101	одним
RU2102	моржом,
RU2103	он
RU2104	бросается
RU2105	к
RU2106	другому.
RU2107	Надежда
RU2108	на
RU2109	долгожданный
RU2110	обед
RU2111	рушится
RU2112	на
RU2113	глазах.
RU2114	Медведя
RU2115	охватывает
RU2116	отчаяние.
RU2117	Кажется,
RU2118	он
RU2119	говорит:
RU2120	"сейчас
RU2121	или
RU2122	никогда".
RU2123	Он
RU2124	едва
RU2125	успевает
RU2126	отворачиваться
RU2127	от
RU2128	острых
RU2129	клыков.
RU2130	Но
RU2131	морж
RU2132	обладает
RU2133	невероятной
RU2134	силой,
RU2135	он
RU2136	тащит
RU2137	медведя
RU2138	в
RU2139	воду,
RU2140	к
RU2141	своему
RU2142	стаду.
RU2143	Ну,
RU2144	и
RU2145	вот,
RU2146	морж
RU2147	выскользнул
RU2148	из
RU2149	медвежьих
RU2150	объятий.
RU2151	Только
RU2152	в
RU2153	разгар
RU2154	лета,
RU2155	находясь
RU2156	на
RU2157	грани
RU2158	голодной
RU2159	смерти,
RU2160	медведи
RU2161	отваживаются
RU2162	нападать
RU2163	на
RU2164	столь
RU2165	опасную
RU2166	добычу.
RU2167	Это
RU2168	была
RU2169	авантюра,
RU2170	медведь
RU2171	рискнул
RU2172	и
RU2173	проиграл.
RU2174	Раны,
RU2175	оставленные
RU2176	клыками
RU2177	моржей,
RU2178	настолько
RU2179	серьёзны,
RU2180	что
RU2181	он
RU2182	едва
RU2183	может
RU2184	идти.
RU2185	А
RU2186	моржи
RU2187	успокоились.
RU2188	Видимо
RU2189	они
RU2190	знают,
RU2191	что
RU2192	тяжело
RU2193	раненный
RU2194	медведь
RU2195	не
RU2196	представляет
RU2197	угрозы
RU2198	для
RU2199	них
RU2200	и
RU2201	их
RU2202	потомства.
RU2203	Если
RU2204	медведь
RU2205	не
RU2206	сможет
RU2207	охотиться,
RU2208	он
RU2209	погибнет.
RU2210	Если
RU2211	глобальное
RU2212	потепление
RU2213	продолжится,
RU2214	и
RU2215	арктические
RU2216	льды
RU2217	с
RU2218	каждым
RU2219	годом
RU2220	будуттаять
RU2221	всё
RU2222	раньше,
RU2223	то,
RU2224	несомненно,
RU2225	многие
RU2226	медведи
RU2227	разделят
RU2228	его
RU2229	судьбу.
RU2230	А
RU2231	на
RU2232	южном
RU2233	полюсе
RU2234	нашей
RU2235	планеты
RU2236	зимнее
RU2237	небо
RU2238	озаряется
RU2239	яркими
RU2240	полосами.
RU2241	Это
RU2242	-
RU2243	южное
RU2244	полярное
RU2245	сияние.
RU2246	Такой
RU2247	свет
RU2248	не
RU2249	приноситтепла
RU2250	самцам
RU2251	пингвинов,
RU2252	которые
RU2253	по-прежнему
RU2254	жмутся
RU2255	друг
RU2256	к
RU2257	другу,
RU2258	бросая
RU2259	вызов
RU2260	самой
RU2261	холодной
RU2262	зиме
RU2263	на
RU2264	планете.
RU2265	Но
RU2266	всё-таки
RU2267	близится
RU2268	конец
RU2269	их
RU2270	испытаниям.
RU2271	Через
RU2272	30
RU2273	дней
RU2274	после
RU2275	последнего
RU2276	заката
RU2277	над
RU2278	Антарктикой
RU2279	снова
RU2280	восходит
RU2281	солнце.
RU2282	Вот
RU2283	ради
RU2284	чего
RU2285	они
RU2286	терпели
RU2287	такие
RU2288	лишения.
RU2289	У
RU2290	каждого
RU2291	отца
RU2292	в
RU2293	желудке
RU2294	осталась
RU2295	одна
RU2296	порция
RU2297	еды,
RU2298	он
RU2299	берёг
RU2300	её
RU2301	всю
RU2302	зиму.
RU2303	Это
RU2304	единственное
RU2305	кормление
RU2306	даст
RU2307	птенцам
RU2308	возможность
RU2309	продержаться
RU2310	ещё
RU2311	несколько
RU2312	дней.
RU2313	Но
RU2314	отцы
RU2315	не
RU2316	ели
RU2317	почти
RU2318	4
RU2319	месяца.
RU2320	Если
RU2321	не
RU2322	придёт
RU2323	подкрепление,
RU2324	то
RU2325	они
RU2326	погибнут
RU2327	вместе
RU2328	со
RU2329	своими
RU2330	детёнышами.
RU2331	И
RU2332	вот
RU2333	на
RU2334	горизонте
RU2335	замаячила
RU2336	надежда.
RU2337	Долгожданные
RU2338	мамочки
RU2339	возвращаются
RU2340	с
RU2341	полными
RU2342	желудками.
RU2343	При
RU2344	их
RU2345	приближении
RU2346	всю
RU2347	мужскую
RU2348	половину
RU2349	охватывает
RU2350	радостное
RU2351	волнение.
RU2352	Каждая
RU2353	мамаша
RU2354	зовёт
RU2355	своего
RU2356	верного
RU2357	супруга,
RU2358	он,
RU2359	узнав
RU2360	её
RU2361	по
RU2362	голосу,
RU2363	отзывается.
RU2364	Как
RU2365	это
RU2366	происходит
RU2367	в
RU2368	таком
RU2369	шуме
RU2370	и
RU2371	давке,
RU2372	понять
RU2373	просто
RU2374	невозможно.
RU2375	Наконец,
RU2376	пары
RU2377	воссоединяются.
RU2378	И
RU2379	мама
RU2380	впервые
RU2381	видит
RU2382	своего
RU2383	птенчика.
RU2384	Ей
RU2385	не
RU2386	терпится
RU2387	проявить
RU2388	материнскую
RU2389	заботу,
RU2390	но
RU2391	отец
RU2392	не
RU2393	торопится
RU2394	отдать
RU2395	детёныша,
RU2396	за
RU2397	которым
RU2398	ухаживал.
RU2399	Папаша
RU2400	не
RU2401	хочет
RU2402	рисковать,
RU2403	ведь
RU2404	на
RU2405	морозе
RU2406	малышка
RU2407	может
RU2408	замёрзнуть
RU2409	в
RU2410	считанные
RU2411	секунды.
RU2412	Но,
RU2413	рано
RU2414	или
RU2415	поздно,
RU2416	отцу
RU2417	приходится
RU2418	уступить.
RU2419	И,
RU2420	в
RU2421	конце
RU2422	концов,
RU2423	птенец
RU2424	благополучно
RU2425	переезжает
RU2426	под
RU2427	брюшко
RU2428	матери.
RU2429	На
RU2430	питательной
RU2431	смеси
RU2432	из
RU2433	рыбы
RU2434	и
RU2435	кальмаров
RU2436	малыши
RU2437	растут
RU2438	быстро.
RU2439	И
RU2440	вскоре
RU2441	они
RU2442	уже
RU2443	отважно
RU2444	исследуют
RU2445	окружающий
RU2446	мир,
RU2447	но
RU2448	под
RU2449	бдительным
RU2450	присмотром
RU2451	матерей.
RU2452	Этому
RU2453	птенцу
RU2454	не
RU2455	повезло,
RU2456	его
RU2457	мать
RU2458	не
RU2459	вернулась
RU2460	за
RU2461	ним,
RU2462	возможно,
RU2463	она
RU2464	погибла
RU2465	в
RU2466	зубах
RU2467	морского
RU2468	леопарда.
RU2469	А
RU2470	вот
RU2471	ещё
RU2472	один
RU2473	сирота
RU2474	ищет
RU2475	новую
RU2476	семью,
RU2477	но
RU2478	у
RU2479	этой
RU2480	самки
RU2481	уже
RU2482	есть
RU2483	птенец.
RU2484	А
RU2485	некоторые
RU2486	сироты
RU2487	страдают
RU2488	от
RU2489	чрезмерного
RU2490	внимания
RU2491	самок,
RU2492	которые
RU2493	потеряли
RU2494	своих
RU2495	птенцов,
RU2496	желание
RU2497	стать
RU2498	матерью
RU2499	так
RU2500	сильно,
RU2501	что
RU2502	они
RU2503	дерутся
RU2504	друг
RU2505	с
RU2506	другом
RU2507	за
RU2508	право
RU2509	усыновить
RU2510	первого
RU2511	попавшегося
RU2512	осиротевшего
RU2513	птенца.
RU2514	Иногда
RU2515	такие
RU2516	потасовки
RU2517	заканчиваются
RU2518	трагедией.
RU2519	Взрослые
RU2520	затаптывают
RU2521	несчастного
RU2522	птенца
RU2523	насмерть.
RU2524	Птенцы,
RU2525	у
RU2526	которых
RU2527	есть
RU2528	родители,
RU2529	быстро
RU2530	усваивают
RU2531	навыки
RU2532	выживания.
RU2533	Даже
RU2534	весной
RU2535	им
RU2536	приходится
RU2537	сбиваться
RU2538	в
RU2539	тесные
RU2540	кучи
RU2541	для
RU2542	тепла,
RU2543	как
RU2544	это
RU2545	делали
RU2546	их
RU2547	отцы
RU2548	в
RU2549	разгар
RU2550	зимы.
RU2551	А
RU2552	эта
RU2553	группа
RU2554	птенцов
RU2555	заблудилась
RU2556	во
RU2557	время
RU2558	снежной
RU2559	бури.
RU2560	Замёрзшие
RU2561	и
RU2562	напуганные
RU2563	птенцы
RU2564	ищут
RU2565	колонию.
RU2566	Но
RU2567	буря
RU2568	усиливается.
RU2569	И
RU2570	скоро
RU2571	она
RU2572	унесёт
RU2573	первые
RU2574	жизни
RU2575	этих
RU2576	малышей.
RU2577	Где
RU2578	же
RU2579	родители?
RU2580	К
RU2581	началу
RU2582	лета
RU2583	выжившие
RU2584	птенцы
RU2585	уже
RU2586	хорошо
RU2587	развиты
RU2588	и
RU2589	вполне
RU2590	готовы
RU2591	бросить
RU2592	вызов
RU2593	миру.
RU2594	Те,
RU2595	кто
RU2596	выжил
RU2597	в
RU2598	течение
RU2599	первого
RU2600	года
RU2601	жизни,
RU2602	получают
RU2603	преимущество
RU2604	в
RU2605	дальнейшей
RU2606	своей
RU2607	судьбе,
RU2608	благодаря
RU2609	невероятным
RU2610	трудностям,
RU2611	которые
RU2612	вынесли
RU2613	их
RU2614	родители.
RU2615	Родители,
RU2616	которые
RU2617	сразились
RU2618	с
RU2619	антарктической
RU2620	зимой
RU2621	и
RU2622	победили.
RU2623	А
RU2624	в
RU2625	Арктике
RU2626	подросшие
RU2627	медвежата
RU2628	уже
RU2629	не
RU2630	зависят
RU2631	от
RU2632	матерей
RU2633	и
RU2634	воссоединяются
RU2635	с
RU2636	ними
RU2637	лишь
RU2638	на
RU2639	короткое
RU2640	время,
RU2641	когда
RU2642	ихтерритории
RU2643	пересекаются.
RU2644	Даже
RU2645	медвежата
RU2646	из
RU2647	одной
RU2648	семьи
RU2649	недолго
RU2650	пробудут
RU2651	вместе,
RU2652	большую
RU2653	часть
RU2654	своей
RU2655	жизни
RU2656	они
RU2657	проведу
RU2658	в
RU2659	одиночестве
RU2660	на
RU2661	бескрайних
RU2662	просторах
RU2663	замёрзшего
RU2664	океана.
RU2665	своим
RU2666	примером
RU2667	мать
RU2668	подготовила
RU2669	их
RU2670	к
RU2671	жизни
RU2672	в
RU2673	Арктике,
RU2674	в
RU2675	этом
RU2676	изменчивом
RU2677	мире,
RU2678	которым
RU2679	правит
RU2680	снег,
RU2681	лёд
RU2682	и
RU2683	мороз.
RU2684	Будущее
RU2685	покажет,
RU2686	готовы
RU2687	ли
RU2688	эти
RU2689	великолепные
RU2690	звери
RU2691	к
RU2692	глобальным
RU2693	переменам,
RU2694	которые
RU2695	несёт
RU2696	потепление,
RU2697	ведь
RU2698	его
RU2699	воздействие
RU2700	уже
RU2701	становится
RU2702	заметно
RU2703	в
RU2704	ледяных
RU2705	мирах
RU2706	нашей
RU2707	планеты.
RU2708	Продюсер
RU2709	ВАНЕссА
RU2710	БЕРЛОВИЦ
RU2711	Операторы:
RU2712	ДАГ
RU2713	АЛЛАН,.
RU2714	ДАГ
RU2715	АНДЕРсОН,
RU2716	ДЭВИД
RU2717	БЭИЛИ,
RU2718	БАРРИ
RU2719	БРИТТОН,
RU2720	РИЧАРД
RU2721	БАРТОН
RU2722	и
RU2723	другие
RU2724	Композитор
RU2725	ДЖОРДЖ
RU2726	ФЕНТОН
RU2727	Продюсер
RU2728	сериала
RU2729	АЛИсТЕР
RU2730	ФОТЕРГИЛЛ
RU2731	Производство
RU2732	"Би-Би-си"
RU2733	Рассказывал
RU2734	НИКОЛАЙ
RU2735	ДРОЗДОВ
