RU1	ПЛАНЕТА
RU1711	мобилен,
RU1712	возможностей
RU1713	в
RU1714	лесу
RU1715	намного
RU1716	больше.
RU1717	Золотистая
RU1718	курносая
RU1719	обезьяна,
RU1720	как
RU1721	и
RU1722	большая
RU1723	панда,
RU1724	водится
RU1725	только
RU1726	в
RU1727	Китае.
RU1728	Густая
RU1729	шесть
RU1730	позволяет
RU1731	этим
RU1732	обезьянам
RU1733	жить
RU1734	на
RU1735	высотах
RU1736	недосягаемых
RU1737	для
RU1738	других
RU1739	приматов.
RU1740	И
RU1741	с
RU1742	наступлением
RU1743	холодов
RU1744	они
RU1745	становятся
RU1746	единоличными
RU1747	хозяевами
RU1748	этих
RU1749	склонов.
RU1750	Но
RU1751	даже
RU1752	при
RU1753	наличии
RU1754	тёплой
RU1755	шубы
RU1756	дополнительное
RU1757	утепление
RU1758	никогда
RU1759	не
RU1760	помешает.
RU1761	У
RU1762	этих
RU1763	обезьян
RU1764	есть
RU1765	выбор:
RU1766	если
RU1767	им
RU1768	надоест
RU1769	древесная
RU1770	кора
RU1771	и
RU1772	другой
RU1773	подножный
RU1774	корм,
RU1775	они
RU1776	могут
RU1777	спуститься
RU1778	вниз
RU1779	с
RU1780	горы,
RU1781	туда,
RU1782	где
RU1783	теплее,
RU1784	и
RU1785	не
RU1786	возвращаться
RU1787	сюда
RU1788	до
RU1789	весны.
RU1790	Кактолько
RU1791	сходит
RU1792	снег,
RU1793	наступает
RU1794	пора
RU1795	цветения.
RU1796	Зацветает
RU1797	вишня.
RU1798	Рододендроны.
RU1799	Здесь,
RU1800	у
RU1801	себя
RU1802	на
RU1803	родине,
RU1804	они
RU1805	образуют
RU1806	густые
RU1807	заросли,
RU1808	и
RU1809	наполняют
RU1810	пейзаж
RU1811	яркими
RU1812	весенними
RU1813	красками.
RU1814	Весной
RU1815	в
RU1816	эти
RU1817	леса
RU1818	мигрирует
RU1819	множество
RU1820	самых
RU1821	разных
RU1822	животных.
RU1823	Под
RU1824	цветущими
RU1825	деревьями
RU1826	проходит
RU1827	показ
RU1828	ярких
RU1829	нарядов.
RU1830	Весной
RU1831	наступает
RU1832	брачный
RU1833	сезон
RU1834	у
RU1835	восточных
RU1836	фазанов,
RU1837	гималайских
RU1838	маналов.
RU1839	У
RU1840	черноголовыхторгопанов.
RU1841	И
RU1842	у
RU1843	кровавых
RU1844	фазанов
RU1845	или
RU1846	сермунов.
RU1847	Кабарга
RU1848	приходит
RU1849	сюда
RU1850	полакомиться
RU1851	молодой
RU1852	порослью.
RU1853	самец
RU1854	уловил
RU1855	запах
RU1856	потенциальной
RU1857	партнёрши.
RU1858	Малую
RU1859	панду
RU1860	редко
RU1861	увидишь
RU1862	в
RU1863	природе.
RU1864	Раньше
RU1865	её
RU1866	причисляли
RU1867	к
RU1868	семейству
RU1869	енотовых,
RU1870	теперь
RU1871	чаще
RU1872	считают
RU1873	мелким
RU1874	горным
RU1875	медведем,
RU1876	так
RU1877	как
RU1878	она
RU1879	-
RU1880	родич
RU1881	большой
RU1882	панды.
RU1883	В
RU1884	середине
RU1885	лета
RU1886	более
RU1887	крупный
RU1888	и
RU1889	известный
RU1890	собрат
RU1891	малой
RU1892	панды
RU1893	уединяется
RU1894	в
RU1895	пещере.
RU1896	Здесь
RU1897	большая
RU1898	панда
RU1899	выкармливает
RU1900	крошечного
RU1901	детёныша
RU1902	недельного
RU1903	возраста.
RU1904	Она
RU1905	нежно
RU1906	вылизывает
RU1907	его,
RU1908	чтобы
RU1909	защитить
RU1910	от
RU1911	инфекции.
RU1912	Мать
RU1913	проведёт
RU1914	в
RU1915	этой
RU1916	пещере
RU1917	три
RU1918	недели
RU1919	не
RU1920	выходя
RU1921	наружу.
RU1922	Её
RU1923	детёныш
RU1924	совершенно
RU1925	беспомощен.
RU1926	Он
RU1927	растёт
RU1928	медленно,
RU1929	ведь
RU1930	молоко,
RU1931	производимое
RU1932	на
RU1933	бамбуковой
RU1934	диете
RU1935	почти
RU1936	не
RU1937	содержит
RU1938	жира.
RU1939	В
RU1940	возрасте
RU1941	четырёх
RU1942	недель
RU1943	детёныш
RU1944	всё
RU1945	ещё
RU1946	слепой,
RU1947	глазки
RU1948	не
RU1949	открылись.
RU1950	Его
RU1951	глаза
RU1952	открываются
RU1953	полностью
RU1954	через
RU1955	3
RU1956	месяца
RU1957	после
RU1958	рождения.
RU1959	У
RU1960	многих
RU1961	детёнышей
RU1962	мало
RU1963	шансов
RU1964	дожить
RU1965	до
RU1966	брачного
RU1967	возраста.
RU1968	Трепетная
RU1969	забота
RU1970	матери-панды
RU1971	о
RU1972	своём
RU1973	малыше
RU1974	-
RU1975	это
RU1976	трогательный
RU1977	символ
RU1978	непредсказуемости
RU1979	жизни
RU1980	в
RU1981	горах.
RU1982	На
RU1983	высочайших
RU1984	вершинах
RU1985	нашей
RU1986	планеты
RU1987	ничто
RU1988	не
RU1989	может
RU1990	жить
RU1991	постоянно.
RU1992	самая
RU1993	высокая
RU1994	точка
RU1995	мира,
RU1996	гора
RU1997	Джомолунгма
RU1998	или
RU1999	Эверест,
RU2000	по
RU2001	последним
RU2002	данным
RU2003	8844
RU2004	метра
RU2005	над
RU2006	уровнем
RU2007	моря,
RU2008	она
RU2009	всё
RU2010	ещё
RU2011	продолжает
RU2012	расти,
RU2013	это
RU2014	крыша
RU2015	нашего
RU2016	мира.
RU2017	Из
RU2018	тех,
RU2019	кто
RU2020	пытался
RU2021	покорить
RU2022	эту
RU2023	гору,
RU2024	каждый
RU2025	десятый
RU2026	остался
RU2027	на
RU2028	ней
RU2029	навсегда.
RU2030	Те
RU2031	же,
RU2032	кому
RU2033	удалось
RU2034	дойти,
RU2035	смогли
RU2036	постоять
RU2037	на
RU2038	её
RU2039	вершине
RU2040	лишь
RU2041	несколько
RU2042	секунд.
RU2043	Непальцы
RU2044	называют
RU2045	её
RU2046	горой,
RU2047	над
RU2048	которой
RU2049	не
RU2050	может
RU2051	пролететь
RU2052	ни
RU2053	одна
RU2054	птица.
RU2055	Однако
RU2056	каждый
RU2057	год
RU2058	более
RU2059	50
RU2060	тысяч
RU2061	журавлей-красавок
RU2062	совершают
RU2063	одну
RU2064	из
RU2065	самых
RU2066	опасных
RU2067	миграций
RU2068	на
RU2069	земле.
RU2070	Чтобы
RU2071	попасть
RU2072	в
RU2073	места
RU2074	зимовок
RU2075	в
RU2076	Индии
RU2077	им
RU2078	нужно
RU2079	перелететь
RU2080	через
RU2081	Гималаи.
RU2082	По
RU2083	утрам
RU2084	вершины
RU2085	находятся
RU2086	во
RU2087	власти
RU2088	свирепых
RU2089	ветров.
RU2090	Красавкам
RU2091	нужно
RU2092	набрать
RU2093	высоту,
RU2094	чтобы
RU2095	избежать
RU2096	надвигающейся
RU2097	бури.
RU2098	сейчас
RU2099	они
RU2100	попали
RU2101	в
RU2102	зону
RU2103	сильной
RU2104	турбулентности.
RU2105	Придётся
RU2106	вернуться
RU2107	или
RU2108	они
RU2109	рискуют
RU2110	погибнуть.
RU2111	Новый
RU2112	день
RU2113	и
RU2114	новая
RU2115	попытка.
RU2116	Члены
RU2117	стаи
RU2118	поддерживают
RU2119	тесный
RU2120	голосовой
RU2121	контакт.
RU2122	Птицы,
RU2123	ослабевшие
RU2124	от
RU2125	голода
RU2126	и
RU2127	жажды,
RU2128	используют
RU2129	для
RU2130	набора
RU2131	высоты
RU2132	воздушные
RU2133	течения
RU2134	-
RU2135	восходящие
RU2136	потоки
RU2137	тёплого
RU2138	воздуха.
RU2139	Для
RU2140	многих
RU2141	это
RU2142	первый
RU2143	перелёт
RU2144	через
RU2145	Гималаи,
RU2146	для
RU2147	кого-то
RU2148	он
RU2149	станет
RU2150	последним.
RU2151	Беркуты
RU2152	уже
RU2153	поджидают
RU2154	их.
RU2155	Беркуты
RU2156	работают
RU2157	в
RU2158	паре,
RU2159	стараясь
RU2160	отделить
RU2161	молодого
RU2162	журавля
RU2163	от
RU2164	стаи.
RU2165	Журавль
RU2166	уходит
RU2167	от
RU2168	одного
RU2169	преследователя,
RU2170	но
RU2171	попадает
RU2172	в
RU2173	когти
RU2174	к
RU2175	другому.
RU2176	Даже
RU2177	молодой
RU2178	журавль
RU2179	очень
RU2180	тяжёл,
RU2181	и
RU2182	беркут
RU2183	удерживает
RU2184	его
RU2185	с
RU2186	большим
RU2187	трудом.
RU2188	Мать
RU2189	больше
RU2190	не
RU2191	может
RU2192	ждать,
RU2193	погода
RU2194	ухудшается,
RU2195	и
RU2196	надо
RU2197	торопиться.
RU2198	стая
RU2199	продолжает
RU2200	свой
RU2201	путь.
RU2202	При
RU2203	наборе
RU2204	высоты
RU2205	каждый
RU2206	взмах
RU2207	крыльями
RU2208	даётся
RU2209	ценой
RU2210	невероятных
RU2211	усилий.
RU2212	И
RU2213	вот,
RU2214	наконец,
RU2215	они
RU2216	преодолели
RU2217	самый
RU2218	высокий
RU2219	барьер,
RU2220	лежавший
RU2221	на
RU2222	их
RU2223	пути.
RU2224	Но,
RU2225	как
RU2226	и
RU2227	все,
RU2228	кто
RU2229	бросает
RU2230	вызов
RU2231	таким
RU2232	высотам,
RU2233	они
RU2234	не
RU2235	имеют
RU2236	права
RU2237	останавливаться.
RU2238	Продюсер
RU2239	ВАНЕссА
RU2240	БЕРЛОВИТЦ
RU2241	Операторы:
RU2242	БАРРИ
RU2243	БРОТОН,
RU2244	МАРТИН
RU2245	КОЛБЕК,
RU2246	ТЕД
RU2247	ГИФОРДс,
RU2248	МАЙКЛ
RU2249	КЕЛЕМ,
RU2250	ШЕЙН
RU2251	МУР
RU2252	и
RU2253	другие
RU2254	Композитор
RU2255	ДЖОРДЖ
RU2256	ФЕНТОН
RU2257	Продюсер
RU2258	сериала
RU2259	АЛИсТЕР
RU2260	ФОТЕРГИЛЛ
RU2261	ведущий
RU2262	ДЭВИД
RU2263	АТТЕНБОРО
RU2264	Производство
RU2265	"Би-Би-си"
RU2266	Рассказывал
RU2267	НИКОЛАЙ
RU2268	ДРОЗДОВ
