RU1	ПЛАНЕТА
RU1712	птицы.
RU1713	стая
RU1714	серёжчатых
RU1715	журавлей.
RU1716	Затем
RU1717	чёрные
RU1718	аисты.
RU1719	Вслед
RU1720	за
RU1721	птицами
RU1722	приходят
RU1723	буйволы,
RU1724	их
RU1725	поход,
RU1726	длившийся
RU1727	несколько
RU1728	недель,
RU1729	подходит
RU1730	к
RU1731	концу.
RU1732	Когда
RU1733	в
RU1734	дельту
RU1735	Окаванго
RU1736	прибывает
RU1737	вода,
RU1738	значительная
RU1739	часть
RU1740	пустыни
RU1741	Калахари
RU1742	превращается
RU1743	в
RU1744	плодородный
RU1745	рай.
RU1746	Нигде
RU1747	на
RU1748	планете
RU1749	не
RU1750	увидишь
RU1751	столь
RU1752	наглядной
RU1753	демонстрации
RU1754	живительной
RU1755	силы
RU1756	воды.
RU1757	Как
RU1758	капиллярами,
RU1759	долина
RU1760	Окаванго
RU1761	испещрена
RU1762	тропами
RU1763	животных,
RU1764	идущих
RU1765	к
RU1766	её
RU1767	сердцу.
RU1768	Они
RU1769	прокладывают
RU1770	всё
RU1771	новые
RU1772	артерии,
RU1773	по
RU1774	которым
RU1775	бежит
RU1776	вода,
RU1777	ещё
RU1778	больше
RU1779	увеличивая
RU1780	площадь
RU1781	разлива.
RU1782	Такой
RU1783	Африку
RU1784	увидишь
RU1785	редко,
RU1786	настоящий
RU1787	озёрный
RU1788	край.
RU1789	Некоторые
RU1790	животные
RU1791	чувствуют
RU1792	себя
RU1793	здесь
RU1794	как
RU1795	дома.
RU1796	Это
RU1797	-
RU1798	антилопы
RU1799	личи,
RU1800	у
RU1801	них
RU1802	широко
RU1803	расставленные
RU1804	копыта,
RU1805	которые
RU1806	позволяют
RU1807	им
RU1808	просто
RU1809	бегать
RU1810	по
RU1811	воде.
RU1812	Другие
RU1813	чувствуют
RU1814	себя
RU1815	в
RU1816	новой
RU1817	среде
RU1818	не
RU1819	так
RU1820	комфортно.
RU1821	Медвежьи
RU1822	павианы
RU1823	не
RU1824	любят
RU1825	купаться.
RU1826	с
RU1827	приходом
RU1828	воды
RU1829	для
RU1830	всех
RU1831	животных
RU1832	наступает
RU1833	сезон
RU1834	изобилия.
RU1835	Гиеновые
RU1836	собаки.
RU1837	сейчас
RU1838	они
RU1839	стали
RU1840	одними
RU1841	из
RU1842	самых
RU1843	редких
RU1844	животных
RU1845	Африки,
RU1846	что
RU1847	не
RU1848	мешает
RU1849	им
RU1850	быть
RU1851	самыми
RU1852	эффективными
RU1853	хищниками
RU1854	на
RU1855	континенте.
RU1856	Их
RU1857	секрет
RU1858	-
RU1859	это
RU1860	совместная
RU1861	охота,
RU1862	охота
RU1863	в
RU1864	команде.
RU1865	А
RU1866	излюбленная
RU1867	добыча
RU1868	-
RU1869	антилопы
RU1870	импалы.
RU1871	Перед
RU1872	началом
RU1873	охоты
RU1874	стая
RU1875	разделяется.
RU1876	с
RU1877	высоты
RU1878	птичьего
RU1879	полёта
RU1880	можно
RU1881	увидеть,
RU1882	какова
RU1883	их
RU1884	стратегия.
RU1885	Обнаружив
RU1886	добычу,
RU1887	хищники
RU1888	разбегаются
RU1889	и
RU1890	окружают
RU1891	стадо
RU1892	с
RU1893	разных
RU1894	сторон.
RU1895	Они
RU1896	берут
RU1897	антилоп
RU1898	в
RU1899	плотное
RU1900	кольцо.
RU1901	Каждая
RU1902	собака
RU1903	бесшумно
RU1904	занимает
RU1905	строго
RU1906	определённую
RU1907	позицию.
RU1908	Эти
RU1909	уши
RU1910	могут
RU1911	уловить
RU1912	малейший
RU1913	шорох.
RU1914	Охота
RU1915	началась.
RU1916	Три
RU1917	собаки
RU1918	бросаются
RU1919	в
RU1920	погоню
RU1921	за
RU1922	одной
RU1923	импалой.
RU1924	Не
RU1925	поймали.
RU1926	Вожак
RU1927	гонит
RU1928	импал
RU1929	к
RU1930	засевшим
RU1931	в
RU1932	засаде
RU1933	сообщникам.
RU1934	Зная
RU1935	их
RU1936	расположение,
RU1937	вожак
RU1938	срезает
RU1939	угол
RU1940	и
RU1941	присоединяется
RU1942	к
RU1943	соратнику,
RU1944	который
RU1945	атакует
RU1946	с
RU1947	фланга.
RU1948	Всё
RU1949	или
RU1950	ничего.
RU1951	Один
RU1952	на
RU1953	один.
RU1954	У
RU1955	собаки
RU1956	выносливость,
RU1957	у
RU1958	импалы
RU1959	скорость.
RU1960	Прыжок
RU1961	в
RU1962	озеро
RU1963	-
RU1964	это
RU1965	акт
RU1966	отчаяния,
RU1967	импалы
RU1968	почти
RU1969	не
RU1970	умеют
RU1971	плавать.
RU1972	собаки
RU1973	знают,
RU1974	что
RU1975	добыча
RU1976	должна
RU1977	выйти
RU1978	на
RU1979	берег,
RU1980	иначе
RU1981	она
RU1982	утонет.
RU1983	Теперь
RU1984	им
RU1985	остаётся
RU1986	лишь
RU1987	ждать.
RU1988	Но
RU1989	их
RU1990	зовут
RU1991	сообщники
RU1992	по
RU1993	стае.
RU1994	Они
RU1995	поймали
RU1996	добычу
RU1997	в
RU1998	лесу
RU1999	и
RU2000	приглашают
RU2001	остальных
RU2002	присоединиться
RU2003	ктрапезе.
RU2004	Этой
RU2005	импале
RU2006	повезло,
RU2007	можно
RU2008	выйти
RU2009	на
RU2010	берег.
RU2011	стая
RU2012	такого
RU2013	размера
RU2014	охотится
RU2015	раз
RU2016	в
RU2017	день
RU2018	и
RU2019	делит
RU2020	всю
RU2021	добычу
RU2022	на
RU2023	всех.
RU2024	А
RU2025	эта
RU2026	импала
RU2027	спаслась.
RU2028	слоны
RU2029	приближаются
RU2030	к
RU2031	концу
RU2032	долгого
RU2033	путешествия.
RU2034	Они
RU2035	шли
RU2036	много
RU2037	недель
RU2038	и
RU2039	очень
RU2040	устали.
RU2041	Главная
RU2042	слониха
RU2043	-
RU2044	матриарх
RU2045	-
RU2046	чувствует
RU2047	близость
RU2048	воды
RU2049	и
RU2050	убеждает
RU2051	стадо
RU2052	сделать
RU2053	последнее
RU2054	усилие.
RU2055	Бедные
RU2056	слонята
RU2057	выбились
RU2058	из
RU2059	сил,
RU2060	но
RU2061	их
RU2062	матери
RU2063	уже
RU2064	проделывали
RU2065	этот
RU2066	путь
RU2067	и
RU2068	знают,
RU2069	что
RU2070	вода
RU2071	близко.
RU2072	Пройдя
RU2073	не
RU2074	одну
RU2075	сотню
RU2076	километров
RU2077	слоны
RU2078	достигли
RU2079	цели.
RU2080	Жизнь
RU2081	этих
RU2082	слонов
RU2083	подчинена
RU2084	ежегодной
RU2085	смене
RU2086	влажных
RU2087	и
RU2088	засушливых
RU2089	сезонов.
RU2090	А
RU2091	эта
RU2092	смена
RU2093	связана
RU2094	с
RU2095	цикличностью
RU2096	солнца.
RU2097	На
RU2098	южном
RU2099	полюсе
RU2100	планеты
RU2101	после
RU2102	4
RU2103	месяцев
RU2104	полной
RU2105	темноты
RU2106	над
RU2107	Антарктидой
RU2108	снова
RU2109	встаёт
RU2110	солнце.
RU2111	Теперь
RU2112	императорские
RU2113	пингвины
RU2114	могут,
RU2115	наконец,
RU2116	покинуть
RU2117	гнездовье.
RU2118	самцы
RU2119	всё
RU2120	ещё
RU2121	носят
RU2122	драгоценные
RU2123	яйца,
RU2124	которые
RU2125	они
RU2126	согревали
RU2127	в
RU2128	течение
RU2129	полярной
RU2130	зимы.
RU2131	с
RU2132	приходом
RU2133	солнца
RU2134	из
RU2135	яиц
RU2136	начинают
RU2137	вылупляться
RU2138	птенцы.
RU2139	Другие
RU2140	птицы
RU2141	ещё
RU2142	не
RU2143	прилетели,
RU2144	но
RU2145	пингвины,
RU2146	пережившие
RU2147	долгую
RU2148	полярную
RU2149	ночь,
RU2150	дали
RU2151	своим
RU2152	птенцам
RU2153	большое
RU2154	преимущество.
RU2155	Эти
RU2156	птенцы
RU2157	готовы
RU2158	во
RU2159	всеоружии
RU2160	встретить
RU2161	короткое
RU2162	антарктическое
RU2163	лето.
RU2164	Продюсер
RU2165	МАРК
RU2166	ЛИНФИЛД
RU2167	Операторы:
RU2168	ДАГ
RU2169	АЛЛАН,
RU2170	БАРРИ
RU2171	БРИТОН,
RU2172	РИЧАРД
RU2173	БАРТОН,
RU2174	сАЙМОН
RU2175	КЕРРОУ,
RU2176	РОД
RU2177	КЛАРК
RU2178	и
RU2179	другие
RU2180	Композитор
RU2181	ДЖОРДЖ
RU2182	ФЕНТОН
RU2183	Продюсер
RU2184	сериала
RU2185	АЛИсТЕР
RU2186	ФОТЕРГИЛЛ
RU2187	ведущий
RU2188	ДЭВИД
RU2189	АТТЕНБОРО
RU2190	Производство
RU2191	"Би-Би-си"
RU2192	Рассказывал
RU2193	НИКОЛАЙ
RU2194	ДРОЗДОВ
