bookmarks.createIn.label,Создать в:,bookmarkThisPageCmd.commandkey urlbar.accesskey,d
bookmarks.createIn.accesskey,,subscribeToPageMenupopup.label,Подписаться на ленты новостей
bookmarks.feed_location.label,Адрес ленты новостей:,subscribeToPageMenuitem.label,Подписаться на ленты новостей…
bookmarks.feed_location.accesskey,,addCurPagesCmd.label bookmarkAllCmd.label,Добавить вкладки в закладки…
bookmarks.site_location.label,Адрес сайта:,organizeBookmarks.label,Управление закладками…
bookmarks.site_location.accesskey,,backCmd.label backCmd.accesskey,&Назад
bookmarks.loadInSidebar.label,Загружать закладку в боковой панели,backButton.tooltip,На предыдущую страницу
bookmarks.loadInSidebar.accesskey,,forwardCmd.label forwardCmd.accesskey,&Вперёд
bookmarks.expanderDown.tooltip,Показать все папки с закладками,forwardButton.tooltip,На следующую страницу
bookmarks.expanderUp.tooltip,Иҵәахтәуп,backForwardMenu.tooltip,Последние страницы
bookmarks.newFolderButton.label,Новая папка,reloadCmd.label reloadCmd.accesskey,Об&новить
bookmarks.newFolderButton.accesskey,,reloadButton.tooltip,Обновить текущую страницу
location,source,stopCmd.label stopCmd.accesskey,Ос&тановить
dialogAcceptLabelAddItem,Ацҵара,stopCmd.macCommandKey,.
dialogAcceptLabelAddMulti,Добавить закладки,stopButton.tooltip,Остановить загрузку страницы
dialogAcceptLabelEdit,Сохранить изменения,goEndCap.tooltip,Перейти по введённому адресу
dialogTitleAddBookmark,Агәылаҵа ацҵатәуп,printButton.label,Печать
dialogTitleAddLivemark,Добавить закладку на ленту новостей,printButton.tooltip,Распечатать эту страницу
dialogTitleAddFolder,Добавить папку,locationItem.title,Адрес
dialogTitleAddMulti,Добавить все вкладки в закладки,searchItem.title,Поиск
dialogTitleEdit,Свойства для «%S»,throbberItem.title,Индикатор активности
bookmarkAllTabsDefault,[Имя папки],bookmarksItem.title bookmarksButton.label,Закладки
newFolderDefault,Новая папка,homeButton.label,Домой
newBookmarkDefault,Новая закладка,bookmarksButton.tooltip,Отобразить ваши закладки
newLivemarkDefault,Новая закладка на ленту новостей,bookmarksSidebarCmd.accesskey,З
location,source,bookmarksSidebarCmd.commandkey,b
brandShortName,Firefox,historyButton.label,Журнал
brandFullName,Mozilla Firefox,historyButton.tooltip,Отобразить список недавно просмотренных страниц
vendorShortName,Mozilla,historySidebarCmd.accesskey,Ж
location,source,historySidebarCmd.commandKey,h
brandShortName,Firefox,toolsMenu.label toolsMenu.accesskey,&Инструменты
brandFullName,Mozilla Firefox,keywordfield.label keywordfield.accesskey,Добавить краткое имя для данного пои&ска…
vendorShortName,Mozilla,search.label search.accesskey,Пои&ск в Интернете
homePageSingleStartMain,"Начальная страница Firefox — быстрая, со встроенным поиском",downloads.label downloads.accesskey,&Загрузки
homePageImport,Импортировать домашнюю страницу из %S,downloads.tooltip,Показать ход текущих загрузок
homePageMigrationPageTitle,Выбор домашней страницы,downloads.commandkey errorConsoleCmd.commandkey searchFocusUnix.commandkey,j
homePageMigrationDescription,"Пожалуйста выберите домашнюю страницу, которую вы хотите использовать:",downloadsUnix.commandkey,y
location,source,addons.label addons.accesskey,&Дополнения
mainWindow.title mainWindow.titlemodifier,&brandFullName;,addons.tooltip,Отображение и управление установленными дополнениями
mainWindow.titlemodifiermenuseparator, - ,errorConsoleCmd.label errorConsoleCmd.accesskey,&Консоль ошибок
tabCmd.label,Агәылаҵа ҿыц,fileMenu.label fileMenu.accesskey,&Файл
tabCmd.accesskey,,newNavigatorCmd.label newNavigatorCmd.accesskey,&Новое окно
tabCmd.commandkey,t,newNavigatorCmd.key,N
openLocationCmd.label,Адрес:…,editMenu.label editMenu.accesskey,&Правка
openLocationCmd.accesskey,,undoCmd.label undoCmd.accesskey,&Отменить
openFileCmd.label,Афаил аартра…,undoCmd.key,Z
openFileCmd.accesskey,,redoCmd.label redoCmd.accesskey,&Повторить
openFileCmd.commandkey,o,redoCmd.key,Y
printSetupCmd.label,Адаҟьа апораметрқәа,cutCmd.label cutCmd.accesskey,&Вырезать
printSetupCmd.accesskey,,cutCmd.key bidiSwitchTextDirectionItem.commandkey,X
printPreviewCmd.label,Аԥхьатәи алаԥшхгара,copyCmd.label copyCmd.accesskey,&Копировать
printPreviewCmd.accesskey,,copyCmd.key,C
printCmd.label,Апринтер ахҿыгара …,pasteCmd.label pasteCmd.accesskey,В&ставить
printCmd.accesskey,,pasteCmd.key,V
printCmd.commandkey,p,deleteCmd.label deleteCmd.accesskey,&Удалить
import.label,Аимпорт…,deleteCmd.key,D
import.accesskey,,selectAllCmd.label selectAllCmd.accesskey,Вы&делить всё
goOfflineCmd.label,Автономла аус утәуп,selectAllCmd.key,A
goOfflineCmd.accesskey,,preferencesCmd.label preferencesCmd.accesskey,&Настройки…
navbarCmd.label,Анавигациатә панел,preferencesCmdUnix.label preferencesCmdUnix.accesskey,&Настройки
navbarCmd.accesskey,,clearPrivateDataCmd.label clearPrivateDataCmd.accesskey,Уда&лить личные данные
personalbarCmd.label,Агәылаҵақәа рпанель,viewMenu.label viewMenu.accesskey,&Вид
personalbarCmd.accesskey,,viewToolbarsMenu.label viewToolbarsMenu.accesskey,&Панели инструментов
bookmarksToolbarItem.label,Элементы панели закладок,viewSidebarMenu.label viewSidebarMenu.accesskey,&Боковая панель
taskbarCmd.label,Аҭагылазаашьа ацәаҳәа,viewCustomizeToolbar.label viewCustomizeToolbar.accesskey,&Настроить…
taskbarCmd.accesskey,,historyMenu.label historyMenu.accesskey,&Журнал
pageSourceCmd.label,Адаҟьа аханатәтәи акод,historyUndoMenu.label,Недавно закрытые вкладки
pageSourceCmd.accesskey,,historyHomeCmd.label,Домашняя страница
pageSourceCmd.commandkey,u,showAllHistoryCmd2.label,Показать весь журнал
pageInfoCmd.label viewPageInfoCmd.label,Адаҟьазы аинформациа,showAllHistoryCmd.commandkey,H
pageInfoCmd.accesskey,,openCmd.commandkey,l
pageInfoCmd.commandkey bookmarksSidebarWinCmd.commandkey,i,urlbar.emptyText,Поиск в закладках и журнале
fullScreenCmd.label,Аекранзегьтәи арежим,searchFocus.commandkey,k
fullScreenCmd.accesskey,,searchFocus.commandkey2,e
fullScreenMinimize.tooltip,Свернуть,openLinkCmd.label openLinkCmd.accesskey,Открыть в &новом окне
fullScreenRestore.tooltip,Еиҭашьақәыргылатәуп,openLinkCmdInTab.label openLinkCmdInTab.accesskey,Открыть &в новой вкладке
fullScreenClose.tooltip closeCmd.label,Иарктәуп,openFrameCmd.label openFrameCmd.accesskey,&Открыть фрейм в новом окне
fullScreenAutohide.label,Скрыть панели инструментов,openFrameCmdInTab.label openFrameCmdInTab.accesskey,Открыть фрейм в &новой вкладке
fullScreenAutohide.accesskey,,showOnlyThisFrameCmd.label showOnlyThisFrameCmd.accesskey,&Показать только этот фрейм
fullScreenExit.label,Выйти из полноэкранного режима,reloadCmd.commandkey,r
fullScreenExit.accesskey,,reloadFrameCmd.label reloadFrameCmd.accesskey,Обновить &фрейм
closeWindow.label,Аԥенџьыр арктәуп,viewPartialSourceForSelectionCmd.label,Исходный код выделенного фрагмента
closeWindow.accesskey,,viewPartialSourceForMathMLCmd.label,Исходный код MathML
bookmarksMenu.label bookmarksItem.title bookmarksButton.label,Агәылаҵақәа,viewPartialSourceCmd.accesskey,и
bookmarksMenu.accesskey,,viewFrameSourceCmd.label viewFrameSourceCmd.accesskey,Исходный код ф&рейма
bookmarkThisPageCmd.label,Ажурнал зегь арбатәуп,viewFrameInfoCmd.label viewFrameInfoCmd.accesskey,Информа&ция о фрейме
bookmarkThisPageCmd.commandkey,d,showImageCmd.label showImageCmd.accesskey,По&казать изображение
subscribeToPageMenupopup.label,Ажәабжьқәа рцәаҳәақәа аёаҵаҩра…,viewImageCmd.label viewImageCmd.accesskey,О&ткрыть изображение
subscribeToPageMenuitem.label,Подписаться на ленты новостей…,viewBGImageCmd.label viewBGImageCmd.accesskey,Отк&рыть фоновое изображение
addCurPagesCmd.label organizeBookmarks.label bookmarkAllCmd.label,Агәылаҵақәа ацҵара…,setDesktopBackgroundCmd.label setDesktopBackgroundCmd.accesskey,С&делать фоновым рисунком рабочего стола…
backCmd.label,Шьҭахьла,bookmarkPageCmd2.label bookmarkPageCmd2.accesskey,До&бавить страницу в закладки
backCmd.accesskey,,bookmarkThisLinkCmd.label bookmarkThisLinkCmd.accesskey,Добавить &ссылку в закладки
backButton.tooltip,Иаԥхьааиуа адаҟьахь,bookmarkThisFrameCmd.label bookmarkThisFrameCmd.accesskey,До&бавить фрейм в закладки
forwardCmd.label,ԥхьаҟа,sendPageCmd.label sendPageCmd.accesskey,Отправить &ссылку…
forwardCmd.accesskey,,savePageCmd.label savePageCmd.accesskey,Сохранить &как…
forwardButton.tooltip,Анаҩстәи адаҟьахь,savePageCmd.accesskey2,х
backForwardMenu.tooltip,Аҵыхәтәантәи адаҟьақәа,savePageCmd.commandkey,s
reloadCmd.label,Ирҿыцтәуп,saveFrameCmd.label saveFrameCmd.accesskey,&Сохранить фрейм как…
reloadCmd.accesskey,,printFrameCmd.label printFrameCmd.accesskey,Пе&чать фрейма…
reloadButton.tooltip,Уажәтәи адаҟьа рҿыцтәуп,saveLinkCmd.label saveLinkCmd.accesskey,&Сохранить объект как…
stopCmd.label,Иаанкылатәуп,sendLinkCmd.label sendLinkCmd.accesskey,Отправить сс&ылку…
stopCmd.accesskey,,saveImageCmd.label saveImageCmd.accesskey,Со&хранить изображение как…
stopCmd.macCommandKey,.,sendImageCmd.label sendImageCmd.accesskey,Отправить и&зображение…
stopButton.tooltip,Адаҟьа аҭагалара аанкылатәуп,copyLinkCmd.label copyLinkCmd.accesskey,Копировать сс&ылку
goEndCap.tooltip,Перейти по введённому адресу,copyLinkTextCmd.label copyLinkTextCmd.accesskey,Копировать тек&ст ссылки
printButton.label,Акьыԥхьра,copyImageCmd.label copyImageCmd.accesskey,Коп&ировать ссылку на изображение
printButton.tooltip,Распечатать эту страницу,copyImageContentsCmd.label copyImageContentsCmd.accesskey,Коп&ировать изображение
locationItem.title,Аҭыԥ алхра,blockImageCmd.accesskey,л
searchItem.title,Аԥшаара,metadataCmd.label metadataCmd.accesskey,Сво&йства
throbberItem.title,Индикатор активности,copyEmailCmd.label copyEmailCmd.accesskey,Копировать адрес &электронной почты
homeButton.label,Аҩныҟа,thisFrameMenu.label thisFrameMenu.accesskey,В этом &фрейме
bookmarksButton.tooltip,Отобразить ваши закладки,fullZoomEnlargeCmd.label fullZoomEnlargeCmd.accesskey,У&величить
bookmarksSidebarCmd.accesskey,,fullZoomEnlargeCmd.commandkey,+
bookmarksSidebarCmd.commandkey,b,fullZoomEnlargeCmd.commandkey2,=
historyButton.label historyMenu.label,Ажурнал,fullZoomEnlargeCmd.commandkey3,
historyButton.tooltip,Отобразить список недавно просмотренных страниц,fullZoomReduceCmd.label fullZoomReduceCmd.accesskey,У&меньшить
historySidebarCmd.accesskey,,fullZoomReduceCmd.commandkey,-
historySidebarCmd.commandKey,h,fullZoomReduceCmd.commandkey2,
toolsMenu.label,Амыругақәа,fullZoomResetCmd.label fullZoomResetCmd.accesskey,С&бросить
toolsMenu.accesskey,,fullZoomResetCmd.commandkey,0
keywordfield.label,Добавить краткое имя для данного поиска…,fullZoomResetCmd.commandkey2,
keywordfield.accesskey,,fullZoomToggleCmd.label fullZoomToggleCmd.accesskey,Только &текст 
search.label,Аинтернет аҿы аԥшаара,fullZoom.label fullZoom.accesskey,Мас&штаб
search.accesskey,,newTabButton.tooltip,Открыть новую вкладку
downloads.label,Аҭагаларақәа,newWindowButton.tooltip,Открыть новое окно
downloads.tooltip,Показать ход текущих загрузок,sidebarCloseButton.tooltip,Закрыть боковую панель
downloads.accesskey,,cutButton.tooltip,Вырезать
downloads.commandkey errorConsoleCmd.commandkey searchFocusUnix.commandkey,j,copyButton.tooltip,Копировать
downloadsUnix.commandkey,y,pasteButton.tooltip,Вставить
addons.label,Иацу,quitApplicationCmdWin.label quitApplicationCmdWin.accesskey,Вы&ход
addons.tooltip,Отображение и управление установленными дополнениями,goBackCmd.commandKey,[
addons.accesskey,,goForwardCmd.commandKey,]
errorConsoleCmd.label,Агхақәа рконсол,quitApplicationCmd.label quitApplicationCmd.accesskey,В&ыход
errorConsoleCmd.accesskey,,quitApplicationCmdMac.label,Выход из &brandShortName;
fileMenu.label,Афаил,quitApplicationCmdMac.key,Q
fileMenu.accesskey,,closeCmd.label closeCmd.accesskey,&Закрыть
newNavigatorCmd.label,Аԥкнџьыр ҿыц,closeCmd.key,W
newNavigatorCmd.key,N,pageStyleMenu.label pageStyleMenu.accesskey,&Стиль страницы
newNavigatorCmd.accesskey,,pageStyleNoStyle.label pageStyleNoStyle.accesskey,&Без стиля
editMenu.label,Ариашара,pageStylePersistentOnly.label pageStylePersistentOnly.accesskey,&Основной стиль страницы
editMenu.accesskey,,pageReportIcon.tooltip,Изменить параметры блокировки всплывающих окон для этого сайта
undoCmd.label editBookmark.cancel.label editBookmark.undo.label,Архынҳәра,allowPopups.accesskey,Р
undoCmd.key,Z,editPopupSettingsUnix.label,Изменить настройки блокировки всплывающих окон…
undoCmd.accesskey,,editPopupSettings.label editPopupSettings.accesskey,&Изменить настройки блокировки всплывающих окон…
redoCmd.label,Еиҭах,dontShowMessage.accesskey,н
redoCmd.key,Y,bidiSwitchPageDirectionItem.label bidiSwitchPageDirectionItem.accesskey,Переключить &направление текста на странице
redoCmd.accesskey,,bidiSwitchTextDirectionItem.label bidiSwitchTextDirectionItem.accesskey,Переключи&ть направление текста на странице
cutCmd.label cutButton.tooltip,Агәылԥҟара,findOnCmd.label findOnCmd.accesskey,&Найти на этой странице…
cutCmd.key bidiSwitchTextDirectionItem.commandkey,X,findOnCmd.commandkey,f
cutCmd.accesskey,,findAgainCmd.label findAgainCmd.accesskey,На&йти ещё раз
copyCmd.label copyButton.tooltip,Акопи ҟаҵара,findAgainCmd.commandkey,g
copyCmd.key,С,findAgainCmd.commandkey2,VK_F3
copyCmd.accesskey,,spellAddDictionaries.label spellAddDictionaries.accesskey,&Добавить словари…
pasteCmd.label pasteButton.tooltip,Агәыларгылара,editBookmark.done.label,Готово
pasteCmd.key,V,editBookmark.cancel.label,Отмена
pasteCmd.accesskey,,editBookmark.removeBookmark.label editBookmark.removeBookmark.accessKey,У&далить закладку
deleteCmd.label,Иаԥыхтәуп,editBookmark.undo.label editBookmark.undo.accessKey,О&тменить
deleteCmd.key,D,editBookmark.edit.label editBookmark.edit.accessKey,Из&менить…
deleteCmd.accesskey,,identity.unverifiedsite2,Информация о подлинности этого веб-сайта отсутствует.
selectAllCmd.label,Иалкаатәуп зегьы,identity.connectedTo,Вы соединены с
selectAllCmd.key,А,identity.runBy,который управляется
selectAllCmd.accesskey,,identity.moreInfoLinkText,Подробнее…
preferencesCmd.label,Архиарақәа…,downloadMonitor2.tooltip,"Щёлкните, чтобы открыть окно загрузок"
preferencesCmd.accesskey,,location,source
preferencesCmdUnix.label,Архиарақәа,browsewithcaret.checkMsg,Больше не показывать это окно.
preferencesCmdUnix.accesskey,,browsewithcaret.checkWindowTitle,Активный курсор
clearPrivateDataCmd.label,Ахатәы дыррақәа аԥыхра,browsewithcaret.checkLabel,"Нажатие клавиши F7 включает или выключает режим активного курсора. В этом режиме, поместив курсор на страницу, вы можете выделять текст с помощью клавиатуры. Включить этот режим?"
clearPrivateDataCmd.accesskey,,browsewithcaret.checkButtonLabel,Да
viewMenu.label,Ахкы,location,source
viewMenu.accesskey,,Yes,Разрешить
viewToolbarsMenu.label,Амыругақәа рпанель,No,Отклонить
viewToolbarsMenu.accesskey,,Titleline,Безопасность в Интернете
viewSidebarMenu.label,Аганахьтәи апанель,CheckMessage,Запомнить решение
viewSidebarMenu.accesskey,,EnableCapabilityQuery,"Сценарий с «%S» запросил дополнительные привилегии, что НЕБЕЗОПАСНО и может подвергнуть риску вашу машину или данные:

%S

Вам следует дать их, только если вы доверяете этому источнику."
viewCustomizeToolbar.label,Ашьақәыргылара…,EnableCapabilityDenied,A script from «%S» was denied %S privileges.
viewCustomizeToolbar.accesskey,,CheckLoadURIError,Ошибка системы безопасности: содержимое «%S» не имеет права загружать %S или ссылаться на него.
historyMenu.accesskey,,CheckSameOriginError,Ошибка системы безопасности: содержимое «%S» не имеет права загружать данные из %S.
historyUndoMenu.label,Аиаигәа иаркыз агәылаҵақәа,GetPropertyDenied,Permission denied to get property %S.%S
historyHomeCmd.label,Аҩныҟатәи адаҟьа,SetPropertyDenied,Permission denied to set property %S.%S
showAllHistoryCmd2.label,Ажурнал зегьы арбатәуп,CallMethodDenied,Permission denied to call method %S.%S
showAllHistoryCmd.commandkey,H,CreateWrapperDenied,Permission denied to create wrapper for object of class %S
openCmd.commandkey,l,ExtensionCapability,Неизвестно: %S
urlbar.emptyText,Поиск в закладках и журнале,ProtocolFlagError,"Предупреждение: Обработчик протокола для «%S» не объявил о политике безопасности. Хотя загрузка таких протоколов пока разрешена, данное поведение считается устаревшим. Для получения более подробной информации обратитесь к документации на nsIProtocolHandler.idl."
urlbar.accesskey,,capdesc.UniversalBrowserRead,Чтение личных данных с любого сайта или окна
searchFocus.commandkey,k,capdesc.UniversalBrowserWrite,Изменение любого открытого окна
searchFocus.commandkey2,e,capdesc.UniversalXPConnect,Запуск или установка программного обеспечения на вашей машине
openLinkCmd.label,Аԥенџьер ҿыц аҿы иаарттәуп,capdesc.UniversalFileRead,Чтение и загрузка локальных файлов
openLinkCmd.accesskey,,capdesc.CapabilityPreferencesAccess,Обход ключевых настроек безопасности
openLinkCmdInTab.label,Открыть в новой вкладке,capdesc.UniversalPreferencesRead,Чтение настроек программы
openLinkCmdInTab.accesskey,,capdesc.UniversalPreferencesWrite,Изменение настроек программы
openFrameCmd.label,Открыть фрейм в новом окне,location,source
openFrameCmd.accesskey,,certmgr.title,Менеджер сертификатов
openFrameCmdInTab.label,Открыть фрейм в новой вкладке,certmgr.tab.mine,Ваши сертификаты
openFrameCmdInTab.accesskey,,certmgr.tab.others2,Люди
showOnlyThisFrameCmd.label,Показать только этот фрейм,certmgr.tab.websites3,Серверы
showOnlyThisFrameCmd.accesskey,,certmgr.tab.ca,Центры сертификации
reloadCmd.commandkey,r,certmgr.tab.orphan2,Другие
reloadFrameCmd.label,Обновить фрейм,certmgr.ca.builtins,Встроенные центры сертификации
reloadFrameCmd.accesskey,,certmgr.ca.mycas,Управляемые вами центры
viewPartialSourceForSelectionCmd.label,Исходный код выделенного фрагмента,certmgr.mine,"У вас хранятся сертификаты от следующих организаций, служащие для вашей идентификации:"
viewPartialSourceForMathMLCmd.label,Исходный код MathML,certmgr.others,"У вас хранятся сертификаты, служащие для идентификации следующих лиц:"
viewPartialSourceCmd.accesskey,,certmgr.websites2,"У вас хранятся сертификаты, служащие для идентификации следующих серверов:"
viewPageSourceCmd.label,Исходный код страницы,certmgr.cas,"У вас хранятся сертификаты, служащие для идентификации следующих центров сертификации:"
viewPageSourceCmd.accesskey,,certmgr.orphans,"У вас хранятся сертификаты, не подходящие под какие-либо другие категории:"
viewFrameSourceCmd.label,Исходный код фрейма,certmgr.detail.general_tab.title certmgr.detail.general_tab.accesskey,&Основное
viewFrameSourceCmd.accesskey,,certmgr.detail.prettyprint_tab.title certmgr.detail.prettyprint_tab.accesskey,&Подробности
viewPageInfoCmd.accesskey,,certmgr.pending.label,Идёт проверка сертификата…
viewFrameInfoCmd.label,Информация о фрейме,certmgr.subjectinfo.label,Кому выдано
viewFrameInfoCmd.accesskey,,certmgr.issuerinfo.label,Кем выдано
showImageCmd.label,Показать изображение,certmgr.validity.label,Действителен
showImageCmd.accesskey,,certmgr.fingerprints.label,Отпечатки
viewImageCmd.label,Открыть изображение,certmgr.certdetail.title,Подробности сертификата
viewImageCmd.accesskey,,certmgr.certdetail.cn,Общее имя (CN)
viewBGImageCmd.label,Открыть фоновое изображение,certmgr.certdetail.o,Организация (O)
viewBGImageCmd.accesskey,,certmgr.certdetail.ou,Подразделение (OU)
setDesktopBackgroundCmd.label,Сделать фоновым рисунком рабочего стола…,certmgr.certdetail.serialnumber certmgr.serial,Серийный номер
setDesktopBackgroundCmd.accesskey,,certmgr.certdetail.sha1fingerprint,Отпечаток SHA1
bookmarkPageCmd2.label,Адаҟьа агәлаҵахьы иацҵатәуп,certmgr.certdetail.md5fingerprint,Отпечаток MD5
bookmarkPageCmd2.accesskey,,certmgr.editcert.title,Изменение параметров сертификата
bookmarkThisLinkCmd.label,Добавить ссылку в закладки,certmgr.editcacert.title,Изменение степени доверия сертификату CA
bookmarkThisLinkCmd.accesskey,,certmgr.editsslcert.title,Изменение степени доверия сертификату веб-сайта
bookmarkThisFrameCmd.label,Добавить фрейм в закладки,certmgr.editcert.edittrust,Изменить степень доверия:
bookmarkThisFrameCmd.accesskey,,certmgr.editcert.trustssl,Этот сертификат может служить для идентификации веб-сайтов.
sendPageCmd.label sendLinkCmd.label,Азхьаԥш дәықәҵатәуп…,certmgr.editcert.trustemail,Этот сертификат может служить для идентификации пользователей электронной почты.
sendPageCmd.accesskey,,certmgr.editcert.trustobjsign,Этот сертификат может служить для идентификации программного обеспечения.
savePageCmd.label,Ишԥа еқәырхатәу…,certmgr.editsslcert.edittrust,Изменить доверие сертификату:
savePageCmd.accesskey,,certmgr.editsslcert.dotrust,Доверять этому сертификату.
savePageCmd.accesskey2,х,certmgr.editsslcert.donttrust,Не доверять этому сертификату.
savePageCmd.commandkey,s,certmgr.editemailcert.title,Изменение доверия сертификатам электронной почты
saveFrameCmd.label,Сохранить фрейм как…,certmgr.editemailcert.edittrust,Укажите степень доверия сертификату:
saveFrameCmd.accesskey,,certmgr.editemailcert.dotrust,Доверять подлинности сертификата.
printFrameCmd.label,Печать фрейма…,certmgr.editemailcert.donttrust,Не доверять подлинности сертификата.
printFrameCmd.accesskey,,certmgr.deletecert.title,Удаление сертификата
saveLinkCmd.label,Сохранить объект как…,certmgr.deletecert.beforename,Будет удалён следующий сертификат:
saveLinkCmd.accesskey,,certmgr.deletecert.aftername,Вы действительно хотите удалить этот сертификат?
sendLinkCmd.accesskey,,certmgr.deleteusercert.title,Удаление собственного сертификата
saveImageCmd.label,Сохранить изображение как…,certmgr.deleteusercert.beforename,Будет удален сертификат:
saveImageCmd.accesskey,,certmgr.deleteusercert.aftername,После удаления этого сертификата вам не удастся прочесть зашифрованную с его помощью почту.
sendImageCmd.label,Отправить изображение…,certmgr.certname,Имя сертификата
sendImageCmd.accesskey,,certmgr.certserver exceptionMgr.certlocation.caption2,Сервер
copyLinkCmd.label,Копировать ссылку,certmgr.typesofoverrides,Исключения
copyLinkCmd.accesskey,,certmgr.override_lifetime certmgr.expires,Срок действия
copyLinkTextCmd.label,Копировать текст ссылки,certmgr.tokenname,Устройство защиты
copyLinkTextCmd.accesskey,,certmgr.purpose,Цели
copyImageCmd.label,Копировать ссылку на изображение,certmgr.issued,Выдан
copyImageCmd.accesskey,,certmgr.email,Адрес электронной почты
copyImageContentsCmd.label,Копировать изображение,certmgr.close.label certmgr.close.accesskey,З&акрыть
copyImageContentsCmd.accesskey,,certmgr.view2.label certmgr.view2.accesskey,Про&смотреть…
blockImageCmd.accesskey,,certmgr.edit2.label certmgr.edit2.accesskey,И&зменить…
metadataCmd.label,Аҷыдаҟазшьақәа,certmgr.editca.label certmgr.editca.accesskey,Изменить &доверие центру сертификации
metadataCmd.accesskey,,certmgr.add.label certmgr.add.accesskey,Д&обавить
copyEmailCmd.label,Копировать адрес электронной почты,certmgr.export.label certmgr.export.accesskey,Эк&спортировать…
copyEmailCmd.accesskey,,certmgr.delete2.label certmgr.delete2.accesskey,У&далить…
thisFrameMenu.label,В этом фрейме,certmgr.backup2.label certmgr.backup2.accesskey,Со&хранить копию…
thisFrameMenu.accesskey,,certmgr.backupall2.label certmgr.backupall2.accesskey,Сохранить &все…
fullZoomEnlargeCmd.label,Ирдутәуп,certmgr.restore2.label certmgr.restore2.accesskey,И&мпортировать…
fullZoomEnlargeCmd.accesskey,,certmgr.details.label certmgr.details.accesskey,Пол&я сертификатов
fullZoomEnlargeCmd.commandkey,+,certmgr.fields.label certmgr.fields.accesskey,Зна&чение поля
fullZoomEnlargeCmd.commandkey2,=,certmgr.hierarchy.label certmgr.hierarchy.accesskey,Иерархия сертифи&катов
fullZoomEnlargeCmd.commandkey3,,certmgr.addException.label certmgr.addException.accesskey,Добавить и&сключение…
fullZoomReduceCmd.label,Ирхәыҷтәуп,exceptionMgr.title,Добавить исключение безопасности
fullZoomReduceCmd.accesskey,,exceptionMgr.exceptionButton,Подтвердить исключение безопасности
fullZoomReduceCmd.commandkey,-,exceptionMgr.exceptionButtonAccess,т
fullZoomReduceCmd.commandkey2,,exceptionMgr.supplementalWarning,"Серьёзные банки, магазины и другие публичные сайты не будут просить вас делать это."
fullZoomResetCmd.label,Иқәҳарҟьап,exceptionMgr.certlocation.url,Адрес:
fullZoomResetCmd.accesskey,,exceptionMgr.certlocation.download,Получить сертификат
fullZoomResetCmd.commandkey,0,exceptionMgr.certlocation.accesskey,л
fullZoomResetCmd.commandkey2,,exceptionMgr.certstatus.caption,Статус сертификата
fullZoomToggleCmd.label,Атекст мацара,exceptionMgr.certstatus.viewCert,Просмотреть…
fullZoomToggleCmd.accesskey,,exceptionMgr.certstatus.accesskey,с
fullZoom.label,Амасштаб,exceptionMgr.permanent.label exceptionMgr.permanent.accesskey,Пос&тоянно хранить это исключение
fullZoom.accesskey,,location,source
newTabButton.tooltip,Открыть новую вкладку,setPassword.title,Смена мастер-пароля
newWindowButton.tooltip,Аԥенџьыр ҿыц аарттәуп,setPassword.tokenName.label,Устройство защиты
sidebarCloseButton.tooltip,Аваратәи апанель арктәуп,setPassword.oldPassword.label,Текущий пароль:
quitApplicationCmdWin.label quitApplicationCmd.label,Аҭыҵра,setPassword.newPassword.label,Введите новый пароль:
quitApplicationCmdWin.accesskey,,setPassword.reenterPassword.label,Повторите ввод пароля:
goBackCmd.commandKey,[,setPassword.meter.label,Уровень качества пароля
goForwardCmd.commandKey,],setPassword.meter.loading,Загрузка
quitApplicationCmd.accesskey,,masterPasswordDescription.label,"Мастер-пароль используется для защиты личной информации, такой как пароли на сайты. После создания мастер-пароля вам нужно будет вводить его один раз в сессию, когда &brandShortName; затребует информацию, защищённую паролем."
quitApplicationCmdMac.label,Аҭыҵра ахьынтә (&brandShortName;),masterPasswordWarning.label,"Убедитесь, что вы запомнили мастер-пароль, который установили. Если вы его забудете, вам не удастся получить доступ к любой информации защищённой мастер-паролем."
quitApplicationCmdMac.key,Q,location,source
closeCmd.key,W,charsetMenu.label charsetMenu.accesskey,К&одировка
closeCmd.accesskey,,charsetMenuAutodet.label charsetMenuAutodet.accesskey,Ав&тоопределение
pageStyleMenu.label,Адаҟьа астил,charsetMenuMore.label charsetMenuMore.accesskey,До&полнительные
pageStyleMenu.accesskey,,charsetMenuMore1.label charsetMenuMore1.accesskey,За&падноевропейская
pageStyleNoStyle.label,Стильда,charsetMenuMore2.label charsetMenuMore2.accesskey,Во&сточноевропейская
pageStyleNoStyle.accesskey,,charsetMenuMore3.label charsetMenuMore3.accesskey,Восточноа&зиатская
pageStylePersistentOnly.label,Адаҟьа астиль хада,charsetMenuMore4.label charsetMenuMore4.accesskey,Юго&восточная и югозападная азиатская
pageStylePersistentOnly.accesskey,,charsetMenuMore5.label charsetMenuMore5.accesskey,С&редневосточная
pageReportIcon.tooltip,Изменить параметры блокировки всплывающих окон для этого сайта,charsetMenuUnicode.label charsetMenuUnicode.accesskey,Ю&никод
allowPopups.accesskey,,charsetCustomize.label charsetCustomize.accesskey,Н&астроить список…
editPopupSettingsUnix.label editPopupSettings.label,Изменить настройки блокировки всплывающих окон…,location,source
editPopupSettings.accesskey,,us-ascii.title,Английская (US-ASCII)
